"year","adm1","adm1_code","adm2","adm2_code","adm3","adm3_code","type","class1","class2","unit","value"
2020,"Seoul",11,"Jongno-gu",11010,"Cheongunhyoja-dong",11010720,"mortality","All causes","male","per 100k population",32
2020,"Seoul",11,"Jongno-gu",11010,"Cheongunhyoja-dong",11010720,"mortality","All causes","female","per 100k population",22
2020,"Seoul",11,"Jongno-gu",11010,"Hyehwa-dong",11010730,"mortality","All causes","total","per 100k population",72
2020,"Seoul",11,"Jongno-gu",11010,"Hyehwa-dong",11010730,"mortality","All causes","male","per 100k population",40
2020,"Seoul",11,"Jongno-gu",11010,"Hyehwa-dong",11010730,"mortality","All causes","female","per 100k population",32
2020,"Seoul",11,"Jung-gu",11020,"Sogong-dong",11020520,"mortality","All causes","total","per 100k population",6
2020,"Seoul",11,"Jung-gu",11020,"Sogong-dong",11020520,"mortality","All causes","male","per 100k population",1
2020,"Seoul",11,"Jung-gu",11020,"Sogong-dong",11020520,"mortality","All causes","female","per 100k population",5
2020,"Seoul",11,"Jung-gu",11020,"Hoehyeon-dong",11020540,"mortality","All causes","total","per 100k population",58
2020,"Seoul",11,"Jung-gu",11020,"Hoehyeon-dong",11020540,"mortality","All causes","male","per 100k population",42
2020,"Seoul",11,"Jung-gu",11020,"Hoehyeon-dong",11020540,"mortality","All causes","female","per 100k population",16
2020,"Seoul",11,"Jung-gu",11020,"Myeong-dong",11020550,"mortality","All causes","total","per 100k population",16
2020,"Seoul",11,"Jung-gu",11020,"Myeong-dong",11020550,"mortality","All causes","male","per 100k population",9
2020,"Seoul",11,"Jung-gu",11020,"Myeong-dong",11020550,"mortality","All causes","female","per 100k population",7
2020,"Seoul",11,"Jung-gu",11020,"Pil-dong",11020570,"mortality","All causes","total","per 100k population",22
2020,"Seoul",11,"Jung-gu",11020,"Pil-dong",11020570,"mortality","All causes","male","per 100k population",14
2020,"Seoul",11,"Jung-gu",11020,"Pil-dong",11020570,"mortality","All causes","female","per 100k population",8
2020,"Seoul",11,"Jung-gu",11020,"Jangchung-dong",11020580,"mortality","All causes","total","per 100k population",26
2020,"Seoul",11,"Jung-gu",11020,"Jangchung-dong",11020580,"mortality","All causes","male","per 100k population",16
2020,"Seoul",11,"Jung-gu",11020,"Jangchung-dong",11020580,"mortality","All causes","female","per 100k population",10
2020,"Seoul",11,"Jung-gu",11020,"Gwanghui-dong",11020590,"mortality","All causes","total","per 100k population",32
2020,"Seoul",11,"Jung-gu",11020,"Gwanghui-dong",11020590,"mortality","All causes","male","per 100k population",19
2020,"Seoul",11,"Jung-gu",11020,"Gwanghui-dong",11020590,"mortality","All causes","female","per 100k population",13
2020,"Seoul",11,"Jung-gu",11020,"Euljiro-dong",11020600,"mortality","All causes","total","per 100k population",17
2020,"Seoul",11,"Jung-gu",11020,"Euljiro-dong",11020600,"mortality","All causes","male","per 100k population",9
2020,"Seoul",11,"Jung-gu",11020,"Euljiro-dong",11020600,"mortality","All causes","female","per 100k population",8
2020,"Seoul",11,"Jung-gu",11020,"Sindang 5(o)-dong",11020650,"mortality","All causes","total","per 100k population",61
2020,"Seoul",11,"Jung-gu",11020,"Sindang 5(o)-dong",11020650,"mortality","All causes","male","per 100k population",27
2020,"Seoul",11,"Jung-gu",11020,"Sindang 5(o)-dong",11020650,"mortality","All causes","female","per 100k population",34
2020,"Seoul",11,"Jung-gu",11020,"Hwanghak-dong",11020670,"mortality","All causes","total","per 100k population",55
2020,"Seoul",11,"Jung-gu",11020,"Hwanghak-dong",11020670,"mortality","All causes","male","per 100k population",39
2020,"Seoul",11,"Jung-gu",11020,"Hwanghak-dong",11020670,"mortality","All causes","female","per 100k population",16
2020,"Seoul",11,"Jung-gu",11020,"Jungnim-dong",11020680,"mortality","All causes","total","per 100k population",76
2020,"Seoul",11,"Jung-gu",11020,"Jungnim-dong",11020680,"mortality","All causes","male","per 100k population",50
2020,"Seoul",11,"Jung-gu",11020,"Jungnim-dong",11020680,"mortality","All causes","female","per 100k population",26
2020,"Seoul",11,"Jung-gu",11020,"Sindang-dong",11020690,"mortality","All causes","total","per 100k population",51
2020,"Seoul",11,"Jung-gu",11020,"Sindang-dong",11020690,"mortality","All causes","male","per 100k population",29
2020,"Seoul",11,"Jung-gu",11020,"Sindang-dong",11020690,"mortality","All causes","female","per 100k population",22
2020,"Seoul",11,"Jung-gu",11020,"Dasan-dong",11020700,"mortality","All causes","total","per 100k population",60
2020,"Seoul",11,"Jung-gu",11020,"Dasan-dong",11020700,"mortality","All causes","male","per 100k population",30
2020,"Seoul",11,"Jung-gu",11020,"Dasan-dong",11020700,"mortality","All causes","female","per 100k population",30
2020,"Seoul",11,"Jung-gu",11020,"Yaksu-dong",11020710,"mortality","All causes","total","per 100k population",101
