"year","adm2_code","class2","value","type","class1","unit","adm1","adm2"
2020,31030,"male",215860,"population","all households","persons","Gyeonggi-do","Uijeongbu-si"
2020,31030,"female",225493,"population","all households","persons","Gyeonggi-do","Uijeongbu-si"
2020,31040,"total",532260,"population","all households","persons","Gyeonggi-do","Anyang-si"
2020,31040,"male",260904,"population","all households","persons","Gyeonggi-do","Anyang-si"
2020,31040,"female",271356,"population","all households","persons","Gyeonggi-do","Anyang-si"
2020,31041,"total",232698,"population","all households","persons","Gyeonggi-do","Manan-gu"
2020,31041,"male",115459,"population","all households","persons","Gyeonggi-do","Manan-gu"
2020,31041,"female",117239,"population","all households","persons","Gyeonggi-do","Manan-gu"
2020,31042,"total",299562,"population","all households","persons","Gyeonggi-do","Dongan-gu"
2020,31042,"male",145445,"population","all households","persons","Gyeonggi-do","Dongan-gu"
2020,31042,"female",154117,"population","all households","persons","Gyeonggi-do","Dongan-gu"
2020,31050,"total",796669,"population","all households","persons","Gyeonggi-do","Bucheon-si"
2020,31050,"male",391606,"population","all households","persons","Gyeonggi-do","Bucheon-si"
2020,31050,"female",405063,"population","all households","persons","Gyeonggi-do","Bucheon-si"
2020,31060,"total",291727,"population","all households","persons","Gyeonggi-do","Gwangmyeong-si"
2020,31060,"male",142628,"population","all households","persons","Gyeonggi-do","Gwangmyeong-si"
2020,31060,"female",149099,"population","all households","persons","Gyeonggi-do","Gwangmyeong-si"
2020,31070,"total",517404,"population","all households","persons","Gyeonggi-do","Pyeongtaek-si"
2020,31070,"male",266075,"population","all households","persons","Gyeonggi-do","Pyeongtaek-si"
2020,31070,"female",251329,"population","all households","persons","Gyeonggi-do","Pyeongtaek-si"
2020,31080,"total",89433,"population","all households","persons","Gyeonggi-do","Dongducheon-si"
2020,31080,"male",44483,"population","all households","persons","Gyeonggi-do","Dongducheon-si"
2020,31080,"female",44950,"population","all households","persons","Gyeonggi-do","Dongducheon-si"
2020,31090,"total",639817,"population","all households","persons","Gyeonggi-do","Ansan-si"
2020,31090,"male",323846,"population","all households","persons","Gyeonggi-do","Ansan-si"
2020,31090,"female",315971,"population","all households","persons","Gyeonggi-do","Ansan-si"
2020,31091,"total",340184,"population","all households","persons","Gyeonggi-do","Sangnok-gu"
2020,31091,"male",171598,"population","all households","persons","Gyeonggi-do","Sangnok-gu"
2020,31091,"female",168586,"population","all households","persons","Gyeonggi-do","Sangnok-gu"
2020,31092,"total",299633,"population","all households","persons","Gyeonggi-do","Danwon-gu"
2020,31092,"male",152248,"population","all households","persons","Gyeonggi-do","Danwon-gu"
2020,31092,"female",147385,"population","all households","persons","Gyeonggi-do","Danwon-gu"
2020,31100,"total",1027025,"population","all households","persons","Gyeonggi-do","Goyang-si"
2020,31100,"male",497960,"population","all households","persons","Gyeonggi-do","Goyang-si"
2020,31100,"female",529065,"population","all households","persons","Gyeonggi-do","Goyang-si"
2020,31101,"total",455856,"population","all households","persons","Gyeonggi-do","Deogyang-gu"
2020,31101,"male",223548,"population","all households","persons","Gyeonggi-do","Deogyang-gu"
2020,31101,"female",232308,"population","all households","persons","Gyeonggi-do","Deogyang-gu"
2020,31103,"total",284227,"population","all households","persons","Gyeonggi-do","Ilsandong-gu"
2020,31103,"male",136781,"population","all households","persons","Gyeonggi-do","Ilsandong-gu"
2020,31103,"female",147446,"population","all households","persons","Gyeonggi-do","Ilsandong-gu"
2020,31104,"total",286942,"population","all households","persons","Gyeonggi-do","Ilsanseo-gu"
2020,31104,"male",137631,"population","all households","persons","Gyeonggi-do","Ilsanseo-gu"
2020,31104,"female",149311,"population","all households","persons","Gyeonggi-do","Ilsanseo-gu"
2020,31110,"total",57445,"population","all households","persons","Gyeonggi-do","Gwacheon-si"
2020,31110,"male",28057,"population","all households","persons","Gyeonggi-do","Gwacheon-si"
2020,31110,"female",29388,"population","all households","persons","Gyeonggi-do","Gwacheon-si"
2020,31120,"total",190149,"population","all households","persons","Gyeonggi-do","Guri-si"
2020,31120,"male",93383,"population","all households","persons","Gyeonggi-do","Guri-si"
2020,31120,"female",96766,"population","all households","persons","Gyeonggi-do","Guri-si"
2020,31130,"total",682424,"population","all households","persons","Gyeonggi-do","Namyangju-si"
2020,31130,"male",336640,"population","all households","persons","Gyeonggi-do","Namyangju-si"
2020,31130,"female",345784,"population","all households","persons","Gyeonggi-do","Namyangju-si"
2020,31140,"total",227956,"population","all households","persons","Gyeonggi-do","Osan-si"
2020,31140,"male",116972,"population","all households","persons","Gyeonggi-do","Osan-si"
2020,31140,"female",110984,"population","all households","persons","Gyeonggi-do","Osan-si"
2020,31150,"total",488461,"population","all households","persons","Gyeonggi-do","Siheung-si"
2020,31150,"male",252831,"population","all households","persons","Gyeonggi-do","Siheung-si"
2020,31150,"female",235630,"population","all households","persons","Gyeonggi-do","Siheung-si"
2020,31160,"total",265733,"population","all households","persons","Gyeonggi-do","Gunpo-si"
2020,31160,"male",130859,"population","all households","persons","Gyeonggi-do","Gunpo-si"
2020,31160,"female",134874,"population","all households","persons","Gyeonggi-do","Gunpo-si"
2020,31170,"total",157665,"population","all households","persons","Gyeonggi-do","Uiwang-si"
2020,31170,"male",77936,"population","all households","persons","Gyeonggi-do","Uiwang-si"
2020,31170,"female",79729,"population","all households","persons","Gyeonggi-do","Uiwang-si"
2020,31180,"total",278324,"population","all households","persons","Gyeonggi-do","Hanam-si"
2020,31180,"male",138872,"population","all households","persons","Gyeonggi-do","Hanam-si"
2020,31180,"female",139452,"population","all households","persons","Gyeonggi-do","Hanam-si"
2020,31190,"total",1030738,"population","all households","persons","Gyeonggi-do","Yongin-si"
2020,31190,"male",507448,"population","all households","persons","Gyeonggi-do","Yongin-si"
2020,31190,"female",523290,"population","all households","persons","Gyeonggi-do","Yongin-si"
2020,31191,"total",248618,"population","all households","persons","Gyeonggi-do","Cheoin-gu"
2020,31191,"male",126623,"population","all households","persons","Gyeonggi-do","Cheoin-gu"
2020,31191,"female",121995,"population","all households","persons","Gyeonggi-do","Cheoin-gu"
2020,31192,"total",422974,"population","all households","persons","Gyeonggi-do","Giheung-gu"
2020,31192,"male",207061,"population","all households","persons","Gyeonggi-do","Giheung-gu"
2020,31192,"female",215913,"population","all households","persons","Gyeonggi-do","Giheung-gu"
2020,31193,"total",359146,"population","all households","persons","Gyeonggi-do","Suji-gu"
2020,31193,"male",173764,"population","all households","persons","Gyeonggi-do","Suji-gu"
2020,31193,"female",185382,"population","all households","persons","Gyeonggi-do","Suji-gu"
2020,31200,"total",440638,"population","all households","persons","Gyeonggi-do","Paju-si"
2020,31200,"male",220334,"population","all households","persons","Gyeonggi-do","Paju-si"
2020,31200,"female",220304,"population","all households","persons","Gyeonggi-do","Paju-si"
2020,31210,"total",208703,"population","all households","persons","Gyeonggi-do","Icheon-si"
2020,31210,"male",106520,"population","all households","persons","Gyeonggi-do","Icheon-si"
2020,31210,"female",102183,"population","all households","persons","Gyeonggi-do","Icheon-si"
2020,31220,"total",182729,"population","all households","persons","Gyeonggi-do","Anseong-si"
2020,31220,"male",93511,"population","all households","persons","Gyeonggi-do","Anseong-si"
2020,31220,"female",89218,"population","all households","persons","Gyeonggi-do","Anseong-si"
2020,31230,"total",450769,"population","all households","persons","Gyeonggi-do","Gimpo-si"
2020,31230,"male",223827,"population","all households","persons","Gyeonggi-do","Gimpo-si"
2020,31230,"female",226942,"population","all households","persons","Gyeonggi-do","Gimpo-si"
2020,31240,"total",833229,"population","all households","persons","Gyeonggi-do","Hwaseong-si"
2020,31240,"male",428160,"population","all households","persons","Gyeonggi-do","Hwaseong-si"
2020,31240,"female",405069,"population","all households","persons","Gyeonggi-do","Hwaseong-si"
2020,31250,"total",368937,"population","all households","persons","Gyeonggi-do","Gwangju-si"
2020,31250,"male",187029,"population","all households","persons","Gyeonggi-do","Gwangju-si"
2020,31250,"female",181908,"population","all households","persons","Gyeonggi-do","Gwangju-si"
2020,31260,"total",219982,"population","all households","persons","Gyeonggi-do","Yangju-si"
2020,31260,"male",110343,"population","all households","persons","Gyeonggi-do","Yangju-si"
2020,31260,"female",109639,"population","all households","persons","Gyeonggi-do","Yangju-si"
2020,31270,"total",139577,"population","all households","persons","Gyeonggi-do","Pocheon-si"
2020,31270,"male",72635,"population","all households","persons","Gyeonggi-do","Pocheon-si"
2020,31270,"female",66942,"population","all households","persons","Gyeonggi-do","Pocheon-si"
2020,31280,"total",106175,"population","all households","persons","Gyeonggi-do","Yeoju-si"
2020,31280,"male",53601,"population","all households","persons","Gyeonggi-do","Yeoju-si"
2020,31280,"female",52574,"population","all households","persons","Gyeonggi-do","Yeoju-si"
2020,31350,"total",40928,"population","all households","persons","Gyeonggi-do","Yeoncheon-gun"
2020,31350,"male",21214,"population","all households","persons","Gyeonggi-do","Yeoncheon-gun"
2020,31350,"female",19714,"population","all households","persons","Gyeonggi-do","Yeoncheon-gun"
2020,31370,"total",57449,"population","all households","persons","Gyeonggi-do","Gapyeong-gun"
2020,31370,"male",29217,"population","all households","persons","Gyeonggi-do","Gapyeong-gun"
2020,31370,"female",28232,"population","all households","persons","Gyeonggi-do","Gapyeong-gun"
2020,31380,"total",110246,"population","all households","persons","Gyeonggi-do","Yangpyeong-gun"
2020,31380,"male",54862,"population","all households","persons","Gyeonggi-do","Yangpyeong-gun"
2020,31380,"female",55384,"population","all households","persons","Gyeonggi-do","Yangpyeong-gun"
2020,32010,"total",273353,"population","all households","persons","Gangwon-do","Chuncheon-si"
2020,32010,"male",133673,"population","all households","persons","Gangwon-do","Chuncheon-si"
2020,32010,"female",139680,"population","all households","persons","Gangwon-do","Chuncheon-si"
2020,32020,"total",345192,"population","all households","persons","Gangwon-do","Wonju-si"
2020,32020,"male",170275,"population","all households","persons","Gangwon-do","Wonju-si"
2020,32020,"female",174917,"population","all households","persons","Gangwon-do","Wonju-si"
2020,32030,"total",212040,"population","all households","persons","Gangwon-do","Gangneung-si"
2020,32030,"male",105926,"population","all households","persons","Gangwon-do","Gangneung-si"
2020,32030,"female",106114,"population","all households","persons","Gangwon-do","Gangneung-si"
2020,32040,"total",86328,"population","all households","persons","Gangwon-do","Donghae-si"
2020,32040,"male",43579,"population","all households","persons","Gangwon-do","Donghae-si"
2020,32040,"female",42749,"population","all households","persons","Gangwon-do","Donghae-si"
2020,32050,"total",41017,"population","all households","persons","Gangwon-do","Taebaek-si"
2020,32050,"male",20657,"population","all households","persons","Gangwon-do","Taebaek-si"
2020,32050,"female",20360,"population","all households","persons","Gangwon-do","Taebaek-si"
2020,32060,"total",79711,"population","all households","persons","Gangwon-do","Sokcho-si"
2020,32060,"male",39522,"population","all households","persons","Gangwon-do","Sokcho-si"
2020,32060,"female",40189,"population","all households","persons","Gangwon-do","Sokcho-si"
2020,32070,"total",63945,"population","all households","persons","Gangwon-do","Samcheok-si"
2020,32070,"male",32916,"population","all households","persons","Gangwon-do","Samcheok-si"
2020,32070,"female",31029,"population","all households","persons","Gangwon-do","Samcheok-si"
2020,32310,"total",64885,"population","all households","persons","Gangwon-do","Hongcheon-gun"
2020,32310,"male",33072,"population","all households","persons","Gangwon-do","Hongcheon-gun"
2020,32310,"female",31813,"population","all households","persons","Gangwon-do","Hongcheon-gun"
2020,32320,"total",43089,"population","all households","persons","Gangwon-do","Hoengseong-gun"
2020,32320,"male",21825,"population","all households","persons","Gangwon-do","Hoengseong-gun"
2020,32320,"female",21264,"population","all households","persons","Gangwon-do","Hoengseong-gun"
2020,32330,"total",35649,"population","all households","persons","Gangwon-do","Yeongwol-gun"
2020,32330,"male",18331,"population","all households","persons","Gangwon-do","Yeongwol-gun"
2020,32330,"female",17318,"population","all households","persons","Gangwon-do","Yeongwol-gun"
2020,32340,"total",38824,"population","all households","persons","Gangwon-do","Pyeongchang-gun"
2020,32340,"male",19738,"population","all households","persons","Gangwon-do","Pyeongchang-gun"
2020,32340,"female",19086,"population","all households","persons","Gangwon-do","Pyeongchang-gun"
2020,32350,"total",34386,"population","all households","persons","Gangwon-do","Jeongseon-gun"
2020,32350,"male",17783,"population","all households","persons","Gangwon-do","Jeongseon-gun"
2020,32350,"female",16603,"population","all households","persons","Gangwon-do","Jeongseon-gun"
2020,32360,"total",40932,"population","all households","persons","Gangwon-do","Cheolwon-gun"
2020,32360,"male",20735,"population","all households","persons","Gangwon-do","Cheolwon-gun"
2020,32360,"female",20197,"population","all households","persons","Gangwon-do","Cheolwon-gun"
2020,32370,"total",22704,"population","all households","persons","Gangwon-do","Hwacheon-gun"
2020,32370,"male",11952,"population","all households","persons","Gangwon-do","Hwacheon-gun"
2020,32370,"female",10752,"population","all households","persons","Gangwon-do","Hwacheon-gun"
2020,32380,"total",20362,"population","all households","persons","Gangwon-do","Yanggu-gun"
2020,32380,"male",10574,"population","all households","persons","Gangwon-do","Yanggu-gun"
2020,32380,"female",9788,"population","all households","persons","Gangwon-do","Yanggu-gun"
2020,32390,"total",29019,"population","all households","persons","Gangwon-do","Inje-gun"
2020,32390,"male",15217,"population","all households","persons","Gangwon-do","Inje-gun"
2020,32390,"female",13802,"population","all households","persons","Gangwon-do","Inje-gun"
2020,32400,"total",24733,"population","all households","persons","Gangwon-do","Goseong-gun"
2020,32400,"male",12613,"population","all households","persons","Gangwon-do","Goseong-gun"
2020,32400,"female",12120,"population","all households","persons","Gangwon-do","Goseong-gun"
2020,32410,"total",26336,"population","all households","persons","Gangwon-do","Yangyang-gun"
2020,32410,"male",13306,"population","all households","persons","Gangwon-do","Yangyang-gun"
2020,32410,"female",13030,"population","all households","persons","Gangwon-do","Yangyang-gun"
2020,33020,"total",206519,"population","all households","persons","Chungcheongbuk-do","Chungju-si"
2020,33020,"male",104181,"population","all households","persons","Chungcheongbuk-do","Chungju-si"
2020,33020,"female",102338,"population","all households","persons","Chungcheongbuk-do","Chungju-si"
2020,33030,"total",130107,"population","all households","persons","Chungcheongbuk-do","Jecheon-si"
2020,33030,"male",65241,"population","all households","persons","Chungcheongbuk-do","Jecheon-si"
2020,33030,"female",64866,"population","all households","persons","Chungcheongbuk-do","Jecheon-si"
2020,33040,"total",827261,"population","all households","persons","Chungcheongbuk-do","Cheongju-si"
2020,33040,"male",413658,"population","all households","persons","Chungcheongbuk-do","Cheongju-si"
2020,33040,"female",413603,"population","all households","persons","Chungcheongbuk-do","Cheongju-si"
2020,33041,"total",181593,"population","all households","persons","Chungcheongbuk-do","Sangdang-gu"
2020,33041,"male",89610,"population","all households","persons","Chungcheongbuk-do","Sangdang-gu"
2020,33041,"female",91983,"population","all households","persons","Chungcheongbuk-do","Sangdang-gu"
2020,33042,"total",194854,"population","all households","persons","Chungcheongbuk-do","Seowon-gu"
2020,33042,"male",96362,"population","all households","persons","Chungcheongbuk-do","Seowon-gu"
2020,33042,"female",98492,"population","all households","persons","Chungcheongbuk-do","Seowon-gu"
2020,33043,"total",260176,"population","all households","persons","Chungcheongbuk-do","Heungdeok-gu"
2020,33043,"male",130476,"population","all households","persons","Chungcheongbuk-do","Heungdeok-gu"
2020,33043,"female",129700,"population","all households","persons","Chungcheongbuk-do","Heungdeok-gu"
2020,33044,"total",190638,"population","all households","persons","Chungcheongbuk-do","Cheongwon-gu"
2020,33044,"male",97210,"population","all households","persons","Chungcheongbuk-do","Cheongwon-gu"
2020,33044,"female",93428,"population","all households","persons","Chungcheongbuk-do","Cheongwon-gu"
2020,33320,"total",30470,"population","all households","persons","Chungcheongbuk-do","Boeun-gun"
2020,33320,"male",15224,"population","all households","persons","Chungcheongbuk-do","Boeun-gun"
2020,33320,"female",15246,"population","all households","persons","Chungcheongbuk-do","Boeun-gun"
2020,33330,"total",47113,"population","all households","persons","Chungcheongbuk-do","Okcheon-gun"
2020,33330,"male",23491,"population","all households","persons","Chungcheongbuk-do","Okcheon-gun"
2020,33330,"female",23622,"population","all households","persons","Chungcheongbuk-do","Okcheon-gun"
2020,33340,"total",45514,"population","all households","persons","Chungcheongbuk-do","Yeongdong-gun"
2020,33340,"male",22759,"population","all households","persons","Chungcheongbuk-do","Yeongdong-gun"
2020,33340,"female",22755,"population","all households","persons","Chungcheongbuk-do","Yeongdong-gun"
2020,33350,"total",81263,"population","all households","persons","Chungcheongbuk-do","Jincheon-gun"
2020,33350,"male",42346,"population","all households","persons","Chungcheongbuk-do","Jincheon-gun"
2020,33350,"female",38917,"population","all households","persons","Chungcheongbuk-do","Jincheon-gun"
2020,33360,"total",36326,"population","all households","persons","Chungcheongbuk-do","Goesan-gun"
2020,33360,"male",18596,"population","all households","persons","Chungcheongbuk-do","Goesan-gun"
2020,33360,"female",17730,"population","all households","persons","Chungcheongbuk-do","Goesan-gun"
2020,33370,"total",88046,"population","all households","persons","Chungcheongbuk-do","Eumseong-gun"
2020,33370,"male",46139,"population","all households","persons","Chungcheongbuk-do","Eumseong-gun"
2020,33370,"female",41907,"population","all households","persons","Chungcheongbuk-do","Eumseong-gun"
2020,33380,"total",26743,"population","all households","persons","Chungcheongbuk-do","Danyang-gun"
2020,33380,"male",13516,"population","all households","persons","Chungcheongbuk-do","Danyang-gun"
2020,33380,"female",13227,"population","all households","persons","Chungcheongbuk-do","Danyang-gun"
2020,33390,"total",35988,"population","all households","persons","Chungcheongbuk-do","Jeungpyeong-gun"
2020,33390,"male",18505,"population","all households","persons","Chungcheongbuk-do","Jeungpyeong-gun"
2020,33390,"female",17483,"population","all households","persons","Chungcheongbuk-do","Jeungpyeong-gun"
2020,34010,"total",656788,"population","all households","persons","Chungcheongnam-do","Cheonan-si"
2020,34010,"male",331740,"population","all households","persons","Chungcheongnam-do","Cheonan-si"
2020,34010,"female",325048,"population","all households","persons","Chungcheongnam-do","Cheonan-si"
2020,34011,"total",259404,"population","all households","persons","Chungcheongnam-do","Dongnam-gu"
2020,34011,"male",129719,"population","all households","persons","Chungcheongnam-do","Dongnam-gu"
2020,34011,"female",129685,"population","all households","persons","Chungcheongnam-do","Dongnam-gu"
2020,34012,"total",397384,"population","all households","persons","Chungcheongnam-do","Seobuk-gu"
2020,34012,"male",202021,"population","all households","persons","Chungcheongnam-do","Seobuk-gu"
2020,34012,"female",195363,"population","all households","persons","Chungcheongnam-do","Seobuk-gu"
2020,34020,"total",100809,"population","all households","persons","Chungcheongnam-do","Gongju-si"
2020,34020,"male",49874,"population","all households","persons","Chungcheongnam-do","Gongju-si"
2020,34020,"female",50935,"population","all households","persons","Chungcheongnam-do","Gongju-si"
2020,34030,"total",95659,"population","all households","persons","Chungcheongnam-do","Boryeong-si"
2020,34030,"male",48324,"population","all households","persons","Chungcheongnam-do","Boryeong-si"
2020,34030,"female",47335,"population","all households","persons","Chungcheongnam-do","Boryeong-si"
2020,34040,"total",309732,"population","all households","persons","Chungcheongnam-do","Asan-si"
2020,34040,"male",159137,"population","all households","persons","Chungcheongnam-do","Asan-si"
2020,34040,"female",150595,"population","all households","persons","Chungcheongnam-do","Asan-si"
2020,34050,"total",170226,"population","all households","persons","Chungcheongnam-do","Seosan-si"
2020,34050,"male",88187,"population","all households","persons","Chungcheongnam-do","Seosan-si"
2020,34050,"female",82039,"population","all households","persons","Chungcheongnam-do","Seosan-si"
2020,34060,"total",110865,"population","all households","persons","Chungcheongnam-do","Nonsan-si"
2020,34060,"male",54754,"population","all households","persons","Chungcheongnam-do","Nonsan-si"
2020,34060,"female",56111,"population","all households","persons","Chungcheongnam-do","Nonsan-si"
2020,34070,"total",40218,"population","all households","persons","Chungcheongnam-do","Gyeryong-si"
2020,34070,"male",19888,"population","all households","persons","Chungcheongnam-do","Gyeryong-si"
2020,34070,"female",20330,"population","all households","persons","Chungcheongnam-do","Gyeryong-si"
2020,34080,"total",160757,"population","all households","persons","Chungcheongnam-do","Dangjin-si"
2020,34080,"male",84855,"population","all households","persons","Chungcheongnam-do","Dangjin-si"
2020,34080,"female",75902,"population","all households","persons","Chungcheongnam-do","Dangjin-si"
2020,34310,"total",49821,"population","all households","persons","Chungcheongnam-do","Geumsan-gun"
2020,34310,"male",24778,"population","all households","persons","Chungcheongnam-do","Geumsan-gun"
2020,34310,"female",25043,"population","all households","persons","Chungcheongnam-do","Geumsan-gun"
2020,34330,"total",61240,"population","all households","persons","Chungcheongnam-do","Buyeo-gun"
2020,34330,"male",30203,"population","all households","persons","Chungcheongnam-do","Buyeo-gun"
2020,34330,"female",31037,"population","all households","persons","Chungcheongnam-do","Buyeo-gun"
2020,34340,"total",48581,"population","all households","persons","Chungcheongnam-do","Seocheon-gun"
2020,34340,"male",23978,"population","all households","persons","Chungcheongnam-do","Seocheon-gun"
2020,34340,"female",24603,"population","all households","persons","Chungcheongnam-do","Seocheon-gun"
2020,34350,"total",29259,"population","all households","persons","Chungcheongnam-do","Cheongyang-gun"
2020,34350,"male",14767,"population","all households","persons","Chungcheongnam-do","Cheongyang-gun"
2020,34350,"female",14492,"population","all households","persons","Chungcheongnam-do","Cheongyang-gun"
2020,34360,"total",97265,"population","all households","persons","Chungcheongnam-do","Hongseong-gun"
2020,34360,"male",48058,"population","all households","persons","Chungcheongnam-do","Hongseong-gun"
2020,34360,"female",49207,"population","all households","persons","Chungcheongnam-do","Hongseong-gun"
2020,34370,"total",74331,"population","all households","persons","Chungcheongnam-do","Yesan-gun"
2020,34370,"male",36985,"population","all households","persons","Chungcheongnam-do","Yesan-gun"
2020,34370,"female",37346,"population","all households","persons","Chungcheongnam-do","Yesan-gun"
2020,34380,"total",59328,"population","all households","persons","Chungcheongnam-do","Taean-gun"
2020,34380,"male",29962,"population","all households","persons","Chungcheongnam-do","Taean-gun"
2020,34380,"female",29366,"population","all households","persons","Chungcheongnam-do","Taean-gun"
2020,35010,"total",641967,"population","all households","persons","Jeollabuk-do","Jeonju-si"
2020,35010,"male",315262,"population","all households","persons","Jeollabuk-do","Jeonju-si"
2020,35010,"female",326705,"population","all households","persons","Jeollabuk-do","Jeonju-si"
2020,35011,"total",329724,"population","all households","persons","Jeollabuk-do","Wansan-gu"
2020,35011,"male",160002,"population","all households","persons","Jeollabuk-do","Wansan-gu"
2020,35011,"female",169722,"population","all households","persons","Jeollabuk-do","Wansan-gu"
2020,35012,"total",312243,"population","all households","persons","Jeollabuk-do","Deokjin-gu"
2020,35012,"male",155260,"population","all households","persons","Jeollabuk-do","Deokjin-gu"
2020,35012,"female",156983,"population","all households","persons","Jeollabuk-do","Deokjin-gu"
2020,35020,"total",257715,"population","all households","persons","Jeollabuk-do","Gunsan-si"
2020,35020,"male",129495,"population","all households","persons","Jeollabuk-do","Gunsan-si"
2020,35020,"female",128220,"population","all households","persons","Jeollabuk-do","Gunsan-si"
2020,35030,"total",272026,"population","all households","persons","Jeollabuk-do","Iksan-si"
2020,35030,"male",135362,"population","all households","persons","Jeollabuk-do","Iksan-si"
2020,35030,"female",136664,"population","all households","persons","Jeollabuk-do","Iksan-si"
2020,35040,"total",101600,"population","all households","persons","Jeollabuk-do","Jeongeup-si"
2020,35040,"male",50051,"population","all households","persons","Jeollabuk-do","Jeongeup-si"
2020,35040,"female",51549,"population","all households","persons","Jeollabuk-do","Jeongeup-si"
2020,35050,"total",75769,"population","all households","persons","Jeollabuk-do","Namwon-si"
2020,35050,"male",36852,"population","all households","persons","Jeollabuk-do","Namwon-si"
2020,35050,"female",38917,"population","all households","persons","Jeollabuk-do","Namwon-si"
2020,35060,"total",76192,"population","all households","persons","Jeollabuk-do","Gimje-si"
2020,35060,"male",37244,"population","all households","persons","Jeollabuk-do","Gimje-si"
2020,35060,"female",38948,"population","all households","persons","Jeollabuk-do","Gimje-si"
2020,35310,"total",87656,"population","all households","persons","Jeollabuk-do","Wanju-gun"
2020,35310,"male",44594,"population","all households","persons","Jeollabuk-do","Wanju-gun"
2020,35310,"female",43062,"population","all households","persons","Jeollabuk-do","Wanju-gun"
2020,35320,"total",23064,"population","all households","persons","Jeollabuk-do","Jinan-gun"
2020,35320,"male",11531,"population","all households","persons","Jeollabuk-do","Jinan-gun"
2020,35320,"female",11533,"population","all households","persons","Jeollabuk-do","Jinan-gun"
2020,35330,"total",22409,"population","all households","persons","Jeollabuk-do","Muju-gun"
2020,35330,"male",11051,"population","all households","persons","Jeollabuk-do","Muju-gun"
2020,35330,"female",11358,"population","all households","persons","Jeollabuk-do","Muju-gun"
2020,35340,"total",20553,"population","all households","persons","Jeollabuk-do","Jangsu-gun"
2020,35340,"male",10159,"population","all households","persons","Jeollabuk-do","Jangsu-gun"
2020,35340,"female",10394,"population","all households","persons","Jeollabuk-do","Jangsu-gun"
2020,35350,"total",25670,"population","all households","persons","Jeollabuk-do","Imsil-gun"
2020,35350,"male",12944,"population","all households","persons","Jeollabuk-do","Imsil-gun"
2020,35350,"female",12726,"population","all households","persons","Jeollabuk-do","Imsil-gun"
2020,35360,"total",25661,"population","all households","persons","Jeollabuk-do","Sunchang-gun"
2020,35360,"male",12373,"population","all households","persons","Jeollabuk-do","Sunchang-gun"
2020,35360,"female",13288,"population","all households","persons","Jeollabuk-do","Sunchang-gun"
2020,35370,"total",50329,"population","all households","persons","Jeollabuk-do","Gochang-gun"
2020,35370,"male",24649,"population","all households","persons","Jeollabuk-do","Gochang-gun"
2020,35370,"female",25680,"population","all households","persons","Jeollabuk-do","Gochang-gun"
2020,35380,"total",48160,"population","all households","persons","Jeollabuk-do","Buan-gun"
2020,35380,"male",23782,"population","all households","persons","Jeollabuk-do","Buan-gun"
2020,35380,"female",24378,"population","all households","persons","Jeollabuk-do","Buan-gun"
2020,36010,"total",218465,"population","all households","persons","Jeollanam-do","Mokpo-si"
2020,36010,"male",108502,"population","all households","persons","Jeollanam-do","Mokpo-si"
2020,36010,"female",109963,"population","all households","persons","Jeollanam-do","Mokpo-si"
2020,36020,"total",264172,"population","all households","persons","Jeollanam-do","Yeosu-si"
2020,36020,"male",134635,"population","all households","persons","Jeollanam-do","Yeosu-si"
2020,36020,"female",129537,"population","all households","persons","Jeollanam-do","Yeosu-si"
2020,36030,"total",265882,"population","all households","persons","Jeollanam-do","Suncheon-si"
2020,36030,"male",131937,"population","all households","persons","Jeollanam-do","Suncheon-si"
2020,36030,"female",133945,"population","all households","persons","Jeollanam-do","Suncheon-si"
2020,36040,"total",106635,"population","all households","persons","Jeollanam-do","Naju-si"
2020,36040,"male",52817,"population","all households","persons","Jeollanam-do","Naju-si"
2020,36040,"female",53818,"population","all households","persons","Jeollanam-do","Naju-si"
2020,36060,"total",140883,"population","all households","persons","Jeollanam-do","Gwangyang-si"
2020,36060,"male",72846,"population","all households","persons","Jeollanam-do","Gwangyang-si"
2020,36060,"female",68037,"population","all households","persons","Jeollanam-do","Gwangyang-si"
2020,36310,"total",40281,"population","all households","persons","Jeollanam-do","Damyang-gun"
2020,36310,"male",19830,"population","all households","persons","Jeollanam-do","Damyang-gun"
2020,36310,"female",20451,"population","all households","persons","Jeollanam-do","Damyang-gun"
2020,36320,"total",25837,"population","all households","persons","Jeollanam-do","Gokseong-gun"
2020,36320,"male",12633,"population","all households","persons","Jeollanam-do","Gokseong-gun"
2020,36320,"female",13204,"population","all households","persons","Jeollanam-do","Gokseong-gun"
2020,36330,"total",23190,"population","all households","persons","Jeollanam-do","Gurye-gun"
2020,36330,"male",11175,"population","all households","persons","Jeollanam-do","Gurye-gun"
2020,36330,"female",12015,"population","all households","persons","Jeollanam-do","Gurye-gun"
2020,36350,"total",58770,"population","all households","persons","Jeollanam-do","Goheung-gun"
2020,36350,"male",28626,"population","all households","persons","Jeollanam-do","Goheung-gun"
2020,36350,"female",30144,"population","all households","persons","Jeollanam-do","Goheung-gun"
2020,36360,"total",36466,"population","all households","persons","Jeollanam-do","Boseong-gun"
2020,36360,"male",17660,"population","all households","persons","Jeollanam-do","Boseong-gun"
2020,36360,"female",18806,"population","all households","persons","Jeollanam-do","Boseong-gun"
2020,36370,"total",56482,"population","all households","persons","Jeollanam-do","Hwasun-gun"
2020,36370,"male",27278,"population","all households","persons","Jeollanam-do","Hwasun-gun"
