"sggcd","type","class1","class2","unit","value","year"
"370022","medicine","doctors","plastic surgery","persons",0,2010
"370022","medicine","doctors","anesthesiology and pain medicine","persons",3,2010
"370022","medicine","doctors","obstetrics and gynecology","persons",1,2010
"370022","medicine","doctors","pediatrics","persons",2,2010
"370022","medicine","doctors","ophthalmology","persons",1,2010
"370022","medicine","doctors","otorhinolaryngology","persons",0,2010
"370022","medicine","doctors","dermatology","persons",0,2010
"370022","medicine","doctors","urology","persons",4,2010
"370022","medicine","doctors","radiology","persons",1,2010
"370022","medicine","doctors","radiation oncology","persons",0,2010
"370022","medicine","doctors","pathology","persons",0,2010
"370022","medicine","doctors","clinical laboratory medicine","persons",0,2010
"370022","medicine","doctors","tuberculosis","persons",0,2010
"370022","medicine","doctors","rehabilitation medicine","persons",1,2010
"370022","medicine","doctors","nuclear medicine","persons",0,2010
"370022","medicine","doctors","family medicine","persons",3,2010
"370022","medicine","doctors","emergency medicine","persons",0,2010
"370022","medicine","doctors","occupational and environmental medicine","persons",0,2010
"370022","medicine","doctors","preventive medicine","persons",0,2010
"370023","medicine","doctors","total","persons",21,2010
"370023","medicine","doctors","internal medicine","persons",3,2010
"370023","medicine","doctors","neurology","persons",1,2010
"370023","medicine","doctors","psychiatry","persons",3,2010
"370023","medicine","doctors","surgery","persons",3,2010
"370023","medicine","doctors","orthopedics","persons",1,2010
"370023","medicine","doctors","neurosurgery","persons",1,2010
"370023","medicine","doctors","thoracic and cardiovascular surgery","persons",2,2010
"370023","medicine","doctors","plastic surgery","persons",1,2010
"370023","medicine","doctors","anesthesiology and pain medicine","persons",0,2010
"370023","medicine","doctors","obstetrics and gynecology","persons",1,2010
"370023","medicine","doctors","pediatrics","persons",1,2010
"370023","medicine","doctors","ophthalmology","persons",0,2010
"370023","medicine","doctors","otorhinolaryngology","persons",1,2010
"370023","medicine","doctors","dermatology","persons",0,2010
"370023","medicine","doctors","urology","persons",0,2010
"370023","medicine","doctors","radiology","persons",0,2010
"370023","medicine","doctors","radiation oncology","persons",0,2010
"370023","medicine","doctors","pathology","persons",0,2010
"370023","medicine","doctors","clinical laboratory medicine","persons",0,2010
"370023","medicine","doctors","tuberculosis","persons",0,2010
"370023","medicine","doctors","rehabilitation medicine","persons",1,2010
"370023","medicine","doctors","nuclear medicine","persons",0,2010
"370023","medicine","doctors","family medicine","persons",2,2010
"370023","medicine","doctors","emergency medicine","persons",0,2010
"370023","medicine","doctors","occupational and environmental medicine","persons",0,2010
"370023","medicine","doctors","preventive medicine","persons",0,2010
"370024","medicine","doctors","total","persons",81,2010
"370024","medicine","doctors","internal medicine","persons",12,2010
"370024","medicine","doctors","neurology","persons",2,2010
"370024","medicine","doctors","psychiatry","persons",16,2010
"370024","medicine","doctors","surgery","persons",10,2010
"370024","medicine","doctors","orthopedics","persons",5,2010
"370024","medicine","doctors","neurosurgery","persons",0,2010
"370024","medicine","doctors","thoracic and cardiovascular surgery","persons",0,2010
"370024","medicine","doctors","plastic surgery","persons",0,2010
"370024","medicine","doctors","anesthesiology and pain medicine","persons",7,2010
"370024","medicine","doctors","obstetrics and gynecology","persons",4,2010
"370024","medicine","doctors","pediatrics","persons",6,2010
"370024","medicine","doctors","ophthalmology","persons",3,2010
"370024","medicine","doctors","otorhinolaryngology","persons",5,2010
"370024","medicine","doctors","dermatology","persons",1,2010
"370024","medicine","doctors","urology","persons",2,2010
"370024","medicine","doctors","radiology","persons",0,2010
"370024","medicine","doctors","radiation oncology","persons",0,2010
"370024","medicine","doctors","pathology","persons",0,2010
"370024","medicine","doctors","clinical laboratory medicine","persons",1,2010
"370024","medicine","doctors","tuberculosis","persons",0,2010
"370024","medicine","doctors","rehabilitation medicine","persons",0,2010
"370024","medicine","doctors","nuclear medicine","persons",0,2010
"370024","medicine","doctors","family medicine","persons",7,2010
"370024","medicine","doctors","emergency medicine","persons",0,2010
"370024","medicine","doctors","occupational and environmental medicine","persons",0,2010
"370024","medicine","doctors","preventive medicine","persons",0,2010
"370100","medicine","doctors","total","persons",251,2010
"370100","medicine","doctors","internal medicine","persons",37,2010
"370100","medicine","doctors","neurology","persons",7,2010
"370100","medicine","doctors","psychiatry","persons",12,2010
"370100","medicine","doctors","surgery","persons",27,2010
"370100","medicine","doctors","orthopedics","persons",22,2010
"370100","medicine","doctors","neurosurgery","persons",6,2010
"370100","medicine","doctors","thoracic and cardiovascular surgery","persons",4,2010
"370100","medicine","doctors","plastic surgery","persons",5,2010
"370100","medicine","doctors","anesthesiology and pain medicine","persons",13,2010
"370100","medicine","doctors","obstetrics and gynecology","persons",18,2010
"370100","medicine","doctors","pediatrics","persons",18,2010
"370100","medicine","doctors","ophthalmology","persons",10,2010
"370100","medicine","doctors","otorhinolaryngology","persons",13,2010
"370100","medicine","doctors","dermatology","persons",5,2010
"370100","medicine","doctors","urology","persons",6,2010
"370100","medicine","doctors","radiology","persons",9,2010
"370100","medicine","doctors","radiation oncology","persons",3,2010
"370100","medicine","doctors","pathology","persons",3,2010
"370100","medicine","doctors","clinical laboratory medicine","persons",2,2010
"370100","medicine","doctors","tuberculosis","persons",0,2010
"370100","medicine","doctors","rehabilitation medicine","persons",5,2010
"370100","medicine","doctors","nuclear medicine","persons",1,2010
"370100","medicine","doctors","family medicine","persons",18,2010
"370100","medicine","doctors","emergency medicine","persons",2,2010
"370100","medicine","doctors","occupational and environmental medicine","persons",2,2010
"370100","medicine","doctors","preventive medicine","persons",3,2010
"370200","medicine","doctors","total","persons",403,2010
"370200","medicine","doctors","internal medicine","persons",64,2010
"370200","medicine","doctors","neurology","persons",8,2010
"370200","medicine","doctors","psychiatry","persons",7,2010
"370200","medicine","doctors","surgery","persons",33,2010
"370200","medicine","doctors","orthopedics","persons",32,2010
"370200","medicine","doctors","neurosurgery","persons",15,2010
"370200","medicine","doctors","thoracic and cardiovascular surgery","persons",5,2010
"370200","medicine","doctors","plastic surgery","persons",10,2010
"370200","medicine","doctors","anesthesiology and pain medicine","persons",17,2010
"370200","medicine","doctors","obstetrics and gynecology","persons",49,2010
"370200","medicine","doctors","pediatrics","persons",41,2010
"370200","medicine","doctors","ophthalmology","persons",12,2010
"370200","medicine","doctors","otorhinolaryngology","persons",24,2010
"370200","medicine","doctors","dermatology","persons",4,2010
"370200","medicine","doctors","urology","persons",14,2010
"370200","medicine","doctors","radiology","persons",18,2010
"370200","medicine","doctors","radiation oncology","persons",0,2010
"370200","medicine","doctors","pathology","persons",3,2010
"370200","medicine","doctors","clinical laboratory medicine","persons",2,2010
"370200","medicine","doctors","tuberculosis","persons",0,2010
"370200","medicine","doctors","rehabilitation medicine","persons",2,2010
"370200","medicine","doctors","nuclear medicine","persons",0,2010
"370200","medicine","doctors","family medicine","persons",23,2010
"370200","medicine","doctors","emergency medicine","persons",8,2010
"370200","medicine","doctors","occupational and environmental medicine","persons",9,2010
"370200","medicine","doctors","preventive medicine","persons",3,2010
"370300","medicine","doctors","total","persons",139,2010
"370300","medicine","doctors","internal medicine","persons",22,2010
"370300","medicine","doctors","neurology","persons",1,2010
"370300","medicine","doctors","psychiatry","persons",16,2010
"370300","medicine","doctors","surgery","persons",10,2010
"370300","medicine","doctors","orthopedics","persons",9,2010
"370300","medicine","doctors","neurosurgery","persons",6,2010
"370300","medicine","doctors","thoracic and cardiovascular surgery","persons",1,2010
"370300","medicine","doctors","plastic surgery","persons",4,2010
"370300","medicine","doctors","anesthesiology and pain medicine","persons",10,2010
"370300","medicine","doctors","obstetrics and gynecology","persons",11,2010
"370300","medicine","doctors","pediatrics","persons",7,2010
"370300","medicine","doctors","ophthalmology","persons",7,2010
"370300","medicine","doctors","otorhinolaryngology","persons",5,2010
"370300","medicine","doctors","dermatology","persons",1,2010
"370300","medicine","doctors","urology","persons",6,2010
"370300","medicine","doctors","radiology","persons",4,2010
"370300","medicine","doctors","radiation oncology","persons",0,2010
"370300","medicine","doctors","pathology","persons",0,2010
"370300","medicine","doctors","clinical laboratory medicine","persons",2,2010
"370300","medicine","doctors","tuberculosis","persons",1,2010
"370300","medicine","doctors","rehabilitation medicine","persons",3,2010
"370300","medicine","doctors","nuclear medicine","persons",0,2010
"370300","medicine","doctors","family medicine","persons",9,2010
"370300","medicine","doctors","emergency medicine","persons",4,2010
"370300","medicine","doctors","occupational and environmental medicine","persons",0,2010
"370300","medicine","doctors","preventive medicine","persons",0,2010
"370400","medicine","doctors","total","persons",249,2010
"370400","medicine","doctors","internal medicine","persons",38,2010
"370400","medicine","doctors","neurology","persons",8,2010
"370400","medicine","doctors","psychiatry","persons",19,2010
"370400","medicine","doctors","surgery","persons",22,2010
"370400","medicine","doctors","orthopedics","persons",16,2010
"370400","medicine","doctors","neurosurgery","persons",10,2010
"370400","medicine","doctors","thoracic and cardiovascular surgery","persons",7,2010
"370400","medicine","doctors","plastic surgery","persons",4,2010
"370400","medicine","doctors","anesthesiology and pain medicine","persons",12,2010
"370400","medicine","doctors","obstetrics and gynecology","persons",21,2010
"370400","medicine","doctors","pediatrics","persons",13,2010
"370400","medicine","doctors","ophthalmology","persons",9,2010
"370400","medicine","doctors","otorhinolaryngology","persons",9,2010
"370400","medicine","doctors","dermatology","persons",2,2010
"370400","medicine","doctors","urology","persons",6,2010
"370400","medicine","doctors","radiology","persons",9,2010
"370400","medicine","doctors","radiation oncology","persons",2,2010
"370400","medicine","doctors","pathology","persons",3,2010
"370400","medicine","doctors","clinical laboratory medicine","persons",3,2010
"370400","medicine","doctors","tuberculosis","persons",0,2010
"370400","medicine","doctors","rehabilitation medicine","persons",6,2010
"370400","medicine","doctors","nuclear medicine","persons",0,2010
"370400","medicine","doctors","family medicine","persons",17,2010
"370400","medicine","doctors","emergency medicine","persons",9,2010
"370400","medicine","doctors","occupational and environmental medicine","persons",3,2010
"370400","medicine","doctors","preventive medicine","persons",1,2010
"370500","medicine","doctors","total","persons",87,2010
"370500","medicine","doctors","internal medicine","persons",13,2010
"370500","medicine","doctors","neurology","persons",1,2010
"370500","medicine","doctors","psychiatry","persons",6,2010
"370500","medicine","doctors","surgery","persons",10,2010
"370500","medicine","doctors","orthopedics","persons",9,2010
"370500","medicine","doctors","neurosurgery","persons",5,2010
"370500","medicine","doctors","thoracic and cardiovascular surgery","persons",1,2010
"370500","medicine","doctors","plastic surgery","persons",2,2010
"370500","medicine","doctors","anesthesiology and pain medicine","persons",6,2010
"370500","medicine","doctors","obstetrics and gynecology","persons",4,2010
"370500","medicine","doctors","pediatrics","persons",5,2010
"370500","medicine","doctors","ophthalmology","persons",6,2010
"370500","medicine","doctors","otorhinolaryngology","persons",2,2010
"370500","medicine","doctors","dermatology","persons",3,2010
"370500","medicine","doctors","urology","persons",3,2010
"370500","medicine","doctors","radiology","persons",3,2010
"370500","medicine","doctors","radiation oncology","persons",0,2010
"370500","medicine","doctors","pathology","persons",0,2010
"370500","medicine","doctors","clinical laboratory medicine","persons",0,2010
"370500","medicine","doctors","tuberculosis","persons",0,2010
"370500","medicine","doctors","rehabilitation medicine","persons",3,2010
"370500","medicine","doctors","nuclear medicine","persons",0,2010
"370500","medicine","doctors","family medicine","persons",5,2010
"370500","medicine","doctors","emergency medicine","persons",0,2010
"370500","medicine","doctors","occupational and environmental medicine","persons",0,2010
"370500","medicine","doctors","preventive medicine","persons",0,2010
"370600","medicine","doctors","total","persons",117,2010
"370600","medicine","doctors","internal medicine","persons",16,2010
"370600","medicine","doctors","neurology","persons",2,2010
"370600","medicine","doctors","psychiatry","persons",19,2010
"370600","medicine","doctors","surgery","persons",14,2010
"370600","medicine","doctors","orthopedics","persons",12,2010
"370600","medicine","doctors","neurosurgery","persons",4,2010
"370600","medicine","doctors","thoracic and cardiovascular surgery","persons",4,2010
"370600","medicine","doctors","plastic surgery","persons",2,2010
"370600","medicine","doctors","anesthesiology and pain medicine","persons",7,2010
"370600","medicine","doctors","obstetrics and gynecology","persons",5,2010
"370600","medicine","doctors","pediatrics","persons",5,2010
"370600","medicine","doctors","ophthalmology","persons",5,2010
"370600","medicine","doctors","otorhinolaryngology","persons",3,2010
"370600","medicine","doctors","dermatology","persons",1,2010
"370600","medicine","doctors","urology","persons",4,2010
"370600","medicine","doctors","radiology","persons",3,2010
"370600","medicine","doctors","radiation oncology","persons",0,2010
"370600","medicine","doctors","pathology","persons",1,2010
"370600","medicine","doctors","clinical laboratory medicine","persons",0,2010
"370600","medicine","doctors","tuberculosis","persons",0,2010
"370600","medicine","doctors","rehabilitation medicine","persons",0,2010
"370600","medicine","doctors","nuclear medicine","persons",0,2010
"370600","medicine","doctors","family medicine","persons",10,2010
"370600","medicine","doctors","emergency medicine","persons",0,2010
"370600","medicine","doctors","occupational and environmental medicine","persons",0,2010
"370600","medicine","doctors","preventive medicine","persons",0,2010
"370701","medicine","doctors","total","persons",230,2010
"370701","medicine","doctors","internal medicine","persons",41,2010
"370701","medicine","doctors","neurology","persons",4,2010
"370701","medicine","doctors","psychiatry","persons",5,2010
"370701","medicine","doctors","surgery","persons",30,2010
"370701","medicine","doctors","orthopedics","persons",23,2010
"370701","medicine","doctors","neurosurgery","persons",8,2010
"370701","medicine","doctors","thoracic and cardiovascular surgery","persons",4,2010
"370701","medicine","doctors","plastic surgery","persons",2,2010
"370701","medicine","doctors","anesthesiology and pain medicine","persons",13,2010
"370701","medicine","doctors","obstetrics and gynecology","persons",14,2010
"370701","medicine","doctors","pediatrics","persons",19,2010
"370701","medicine","doctors","ophthalmology","persons",6,2010
"370701","medicine","doctors","otorhinolaryngology","persons",9,2010
"370701","medicine","doctors","dermatology","persons",2,2010
"370701","medicine","doctors","urology","persons",8,2010
"370701","medicine","doctors","radiology","persons",13,2010
"370701","medicine","doctors","radiation oncology","persons",0,2010
"370701","medicine","doctors","pathology","persons",2,2010
"370701","medicine","doctors","clinical laboratory medicine","persons",2,2010
"370701","medicine","doctors","tuberculosis","persons",0,2010
"370701","medicine","doctors","rehabilitation medicine","persons",3,2010
"370701","medicine","doctors","nuclear medicine","persons",0,2010
"370701","medicine","doctors","family medicine","persons",8,2010
"370701","medicine","doctors","emergency medicine","persons",9,2010
"370701","medicine","doctors","occupational and environmental medicine","persons",5,2010
"370701","medicine","doctors","preventive medicine","persons",0,2010
"370702","medicine","doctors","total","persons",363,2010
"370702","medicine","doctors","internal medicine","persons",52,2010
"370702","medicine","doctors","neurology","persons",8,2010
"370702","medicine","doctors","psychiatry","persons",13,2010
"370702","medicine","doctors","surgery","persons",38,2010
"370702","medicine","doctors","orthopedics","persons",24,2010
"370702","medicine","doctors","neurosurgery","persons",20,2010
"370702","medicine","doctors","thoracic and cardiovascular surgery","persons",6,2010
"370702","medicine","doctors","plastic surgery","persons",5,2010
"370702","medicine","doctors","anesthesiology and pain medicine","persons",22,2010
"370702","medicine","doctors","obstetrics and gynecology","persons",34,2010
"370702","medicine","doctors","pediatrics","persons",28,2010
"370702","medicine","doctors","ophthalmology","persons",15,2010
"370702","medicine","doctors","otorhinolaryngology","persons",16,2010
"370702","medicine","doctors","dermatology","persons",9,2010
"370702","medicine","doctors","urology","persons",17,2010
"370702","medicine","doctors","radiology","persons",8,2010
"370702","medicine","doctors","radiation oncology","persons",1,2010
"370702","medicine","doctors","pathology","persons",0,2010
"370702","medicine","doctors","clinical laboratory medicine","persons",3,2010
"370702","medicine","doctors","tuberculosis","persons",1,2010
"370702","medicine","doctors","rehabilitation medicine","persons",8,2010
"370702","medicine","doctors","nuclear medicine","persons",1,2010
"370702","medicine","doctors","family medicine","persons",29,2010
"370702","medicine","doctors","emergency medicine","persons",2,2010
"370702","medicine","doctors","occupational and environmental medicine","persons",2,2010
"370702","medicine","doctors","preventive medicine","persons",1,2010
"370800","medicine","doctors","total","persons",87,2010
"370800","medicine","doctors","internal medicine","persons",15,2010
"370800","medicine","doctors","neurology","persons",0,2010
"370800","medicine","doctors","psychiatry","persons",5,2010
"370800","medicine","doctors","surgery","persons",11,2010
"370800","medicine","doctors","orthopedics","persons",6,2010
"370800","medicine","doctors","neurosurgery","persons",6,2010
"370800","medicine","doctors","thoracic and cardiovascular surgery","persons",4,2010
"370800","medicine","doctors","plastic surgery","persons",0,2010
"370800","medicine","doctors","anesthesiology and pain medicine","persons",9,2010
"370800","medicine","doctors","obstetrics and gynecology","persons",5,2010
"370800","medicine","doctors","pediatrics","persons",3,2010
"370800","medicine","doctors","ophthalmology","persons",2,2010
"370800","medicine","doctors","otorhinolaryngology","persons",3,2010
"370800","medicine","doctors","dermatology","persons",0,2010
"370800","medicine","doctors","urology","persons",4,2010
"370800","medicine","doctors","radiology","persons",1,2010
"370800","medicine","doctors","radiation oncology","persons",0,2010
"370800","medicine","doctors","pathology","persons",0,2010
"370800","medicine","doctors","clinical laboratory medicine","persons",1,2010
"370800","medicine","doctors","tuberculosis","persons",0,2010
"370800","medicine","doctors","rehabilitation medicine","persons",0,2010
"370800","medicine","doctors","nuclear medicine","persons",0,2010
"370800","medicine","doctors","family medicine","persons",7,2010
"370800","medicine","doctors","emergency medicine","persons",2,2010
"370800","medicine","doctors","occupational and environmental medicine","persons",3,2010
"370800","medicine","doctors","preventive medicine","persons",0,2010
"370900","medicine","doctors","total","persons",87,2010
"370900","medicine","doctors","internal medicine","persons",16,2010
"370900","medicine","doctors","neurology","persons",3,2010
"370900","medicine","doctors","psychiatry","persons",3,2010
"370900","medicine","doctors","surgery","persons",9,2010
"370900","medicine","doctors","orthopedics","persons",6,2010
"370900","medicine","doctors","neurosurgery","persons",5,2010
"370900","medicine","doctors","thoracic and cardiovascular surgery","persons",2,2010
"370900","medicine","doctors","plastic surgery","persons",2,2010
"370900","medicine","doctors","anesthesiology and pain medicine","persons",7,2010
"370900","medicine","doctors","obstetrics and gynecology","persons",6,2010
"370900","medicine","doctors","pediatrics","persons",6,2010
"370900","medicine","doctors","ophthalmology","persons",3,2010
"370900","medicine","doctors","otorhinolaryngology","persons",3,2010
"370900","medicine","doctors","dermatology","persons",1,2010
"370900","medicine","doctors","urology","persons",4,2010
"370900","medicine","doctors","radiology","persons",2,2010
"370900","medicine","doctors","radiation oncology","persons",0,2010
"370900","medicine","doctors","pathology","persons",1,2010
"370900","medicine","doctors","clinical laboratory medicine","persons",1,2010
"370900","medicine","doctors","tuberculosis","persons",0,2010
"370900","medicine","doctors","rehabilitation medicine","persons",1,2010
"370900","medicine","doctors","nuclear medicine","persons",0,2010
"370900","medicine","doctors","family medicine","persons",5,2010
"370900","medicine","doctors","emergency medicine","persons",1,2010
"370900","medicine","doctors","occupational and environmental medicine","persons",0,2010
"370900","medicine","doctors","preventive medicine","persons",0,2010
"371000","medicine","doctors","total","persons",230,2010
"371000","medicine","doctors","internal medicine","persons",37,2010
"371000","medicine","doctors","neurology","persons",4,2010
"371000","medicine","doctors","psychiatry","persons",6,2010
"371000","medicine","doctors","surgery","persons",24,2010
"371000","medicine","doctors","orthopedics","persons",21,2010
"371000","medicine","doctors","neurosurgery","persons",9,2010
"371000","medicine","doctors","thoracic and cardiovascular surgery","persons",2,2010
"371000","medicine","doctors","plastic surgery","persons",3,2010
"371000","medicine","doctors","anesthesiology and pain medicine","persons",11,2010
"371000","medicine","doctors","obstetrics and gynecology","persons",20,2010
"371000","medicine","doctors","pediatrics","persons",20,2010
"371000","medicine","doctors","ophthalmology","persons",9,2010
"371000","medicine","doctors","otorhinolaryngology","persons",16,2010
"371000","medicine","doctors","dermatology","persons",3,2010
"371000","medicine","doctors","urology","persons",8,2010
"371000","medicine","doctors","radiology","persons",6,2010
"371000","medicine","doctors","radiation oncology","persons",0,2010
"371000","medicine","doctors","pathology","persons",2,2010
"371000","medicine","doctors","clinical laboratory medicine","persons",1,2010
"371000","medicine","doctors","tuberculosis","persons",0,2010
"371000","medicine","doctors","rehabilitation medicine","persons",3,2010
"371000","medicine","doctors","nuclear medicine","persons",0,2010
"371000","medicine","doctors","family medicine","persons",21,2010
"371000","medicine","doctors","emergency medicine","persons",2,2010
"371000","medicine","doctors","occupational and environmental medicine","persons",1,2010
"371000","medicine","doctors","preventive medicine","persons",1,2010
"380002","medicine","doctors","total","persons",54,2010
"380002","medicine","doctors","internal medicine","persons",11,2010
"380002","medicine","doctors","neurology","persons",2,2010
"380002","medicine","doctors","psychiatry","persons",0,2010
"380002","medicine","doctors","surgery","persons",7,2010
"380002","medicine","doctors","orthopedics","persons",6,2010
"380002","medicine","doctors","neurosurgery","persons",1,2010
"380002","medicine","doctors","thoracic and cardiovascular surgery","persons",1,2010
"380002","medicine","doctors","plastic surgery","persons",2,2010
"380002","medicine","doctors","anesthesiology and pain medicine","persons",3,2010
"380002","medicine","doctors","obstetrics and gynecology","persons",4,2010
"380002","medicine","doctors","pediatrics","persons",4,2010
"380002","medicine","doctors","ophthalmology","persons",3,2010
"380002","medicine","doctors","otorhinolaryngology","persons",2,2010
"380002","medicine","doctors","dermatology","persons",0,2010
"380002","medicine","doctors","urology","persons",1,2010
"380002","medicine","doctors","radiology","persons",2,2010
"380002","medicine","doctors","radiation oncology","persons",0,2010
"380002","medicine","doctors","pathology","persons",0,2010
"380002","medicine","doctors","clinical laboratory medicine","persons",0,2010
"380002","medicine","doctors","tuberculosis","persons",0,2010
"380002","medicine","doctors","rehabilitation medicine","persons",2,2010
"380002","medicine","doctors","nuclear medicine","persons",0,2010
"380002","medicine","doctors","family medicine","persons",3,2010
"380002","medicine","doctors","emergency medicine","persons",0,2010
"380002","medicine","doctors","occupational and environmental medicine","persons",0,2010
"380002","medicine","doctors","preventive medicine","persons",0,2010
"380003","medicine","doctors","total","persons",34,2010
"380003","medicine","doctors","internal medicine","persons",9,2010
"380003","medicine","doctors","neurology","persons",1,2010
"380003","medicine","doctors","psychiatry","persons",3,2010
"380003","medicine","doctors","surgery","persons",3,2010
"380003","medicine","doctors","orthopedics","persons",3,2010
"380003","medicine","doctors","neurosurgery","persons",2,2010
"380003","medicine","doctors","thoracic and cardiovascular surgery","persons",0,2010
"380003","medicine","doctors","plastic surgery","persons",0,2010
"380003","medicine","doctors","anesthesiology and pain medicine","persons",4,2010
"380003","medicine","doctors","obstetrics and gynecology","persons",0,2010
"380003","medicine","doctors","pediatrics","persons",1,2010
"380003","medicine","doctors","ophthalmology","persons",1,2010
"380003","medicine","doctors","otorhinolaryngology","persons",1,2010
"380003","medicine","doctors","dermatology","persons",0,2010
"380003","medicine","doctors","urology","persons",1,2010
"380003","medicine","doctors","radiology","persons",1,2010
"380003","medicine","doctors","radiation oncology","persons",0,2010
"380003","medicine","doctors","pathology","persons",0,2010
"380003","medicine","doctors","clinical laboratory medicine","persons",0,2010
"380003","medicine","doctors","tuberculosis","persons",0,2010
"380003","medicine","doctors","rehabilitation medicine","persons",0,2010
"380003","medicine","doctors","nuclear medicine","persons",0,2010
"380003","medicine","doctors","family medicine","persons",4,2010
"380003","medicine","doctors","emergency medicine","persons",0,2010
"380003","medicine","doctors","occupational and environmental medicine","persons",0,2010
"380003","medicine","doctors","preventive medicine","persons",0,2010
"380005","medicine","doctors","total","persons",34,2010
"380005","medicine","doctors","internal medicine","persons",5,2010
"380005","medicine","doctors","neurology","persons",1,2010
"380005","medicine","doctors","psychiatry","persons",0,2010
"380005","medicine","doctors","surgery","persons",7,2010
"380005","medicine","doctors","orthopedics","persons",3,2010
"380005","medicine","doctors","neurosurgery","persons",1,2010
"380005","medicine","doctors","thoracic and cardiovascular surgery","persons",0,2010
"380005","medicine","doctors","plastic surgery","persons",0,2010
"380005","medicine","doctors","anesthesiology and pain medicine","persons",5,2010
"380005","medicine","doctors","obstetrics and gynecology","persons",3,2010
"380005","medicine","doctors","pediatrics","persons",1,2010
"380005","medicine","doctors","ophthalmology","persons",1,2010
"380005","medicine","doctors","otorhinolaryngology","persons",2,2010
"380005","medicine","doctors","dermatology","persons",0,2010
"380005","medicine","doctors","urology","persons",2,2010
"380005","medicine","doctors","radiology","persons",1,2010
"380005","medicine","doctors","radiation oncology","persons",0,2010
"380005","medicine","doctors","pathology","persons",0,2010
"380005","medicine","doctors","clinical laboratory medicine","persons",0,2010
"380005","medicine","doctors","tuberculosis","persons",0,2010
"380005","medicine","doctors","rehabilitation medicine","persons",0,2010
"380005","medicine","doctors","nuclear medicine","persons",0,2010
"380005","medicine","doctors","family medicine","persons",1,2010
"380005","medicine","doctors","emergency medicine","persons",1,2010
"380005","medicine","doctors","occupational and environmental medicine","persons",0,2010
"380005","medicine","doctors","preventive medicine","persons",0,2010
"380008","medicine","doctors","total","persons",11,2010
"380008","medicine","doctors","internal medicine","persons",1,2010
"380008","medicine","doctors","neurology","persons",0,2010
"380008","medicine","doctors","psychiatry","persons",0,2010
"380008","medicine","doctors","surgery","persons",4,2010
"380008","medicine","doctors","orthopedics","persons",0,2010
"380008","medicine","doctors","neurosurgery","persons",0,2010
"380008","medicine","doctors","thoracic and cardiovascular surgery","persons",0,2010
"380008","medicine","doctors","plastic surgery","persons",0,2010
"380008","medicine","doctors","anesthesiology and pain medicine","persons",0,2010
"380008","medicine","doctors","obstetrics and gynecology","persons",1,2010
"380008","medicine","doctors","pediatrics","persons",1,2010
"380008","medicine","doctors","ophthalmology","persons",1,2010
"380008","medicine","doctors","otorhinolaryngology","persons",0,2010
"380008","medicine","doctors","dermatology","persons",0,2010
"380008","medicine","doctors","urology","persons",1,2010
"380008","medicine","doctors","radiology","persons",0,2010
"380008","medicine","doctors","radiation oncology","persons",0,2010
"380008","medicine","doctors","pathology","persons",0,2010
"380008","medicine","doctors","clinical laboratory medicine","persons",0,2010
"380008","medicine","doctors","tuberculosis","persons",0,2010
"380008","medicine","doctors","rehabilitation medicine","persons",0,2010
"380008","medicine","doctors","nuclear medicine","persons",0,2010
"380008","medicine","doctors","family medicine","persons",2,2010
"380008","medicine","doctors","emergency medicine","persons",0,2010
"380008","medicine","doctors","occupational and environmental medicine","persons",0,2010
"380008","medicine","doctors","preventive medicine","persons",0,2010
"380011","medicine","doctors","total","persons",14,2010
"380011","medicine","doctors","internal medicine","persons",2,2010
"380011","medicine","doctors","neurology","persons",0,2010
"380011","medicine","doctors","psychiatry","persons",0,2010
"380011","medicine","doctors","surgery","persons",4,2010
"380011","medicine","doctors","orthopedics","persons",2,2010
"380011","medicine","doctors","neurosurgery","persons",1,2010
"380011","medicine","doctors","thoracic and cardiovascular surgery","persons",0,2010
"380011","medicine","doctors","plastic surgery","persons",0,2010
"380011","medicine","doctors","anesthesiology and pain medicine","persons",0,2010
"380011","medicine","doctors","obstetrics and gynecology","persons",1,2010
"380011","medicine","doctors","pediatrics","persons",1,2010
"380011","medicine","doctors","ophthalmology","persons",1,2010
"380011","medicine","doctors","otorhinolaryngology","persons",0,2010
"380011","medicine","doctors","dermatology","persons",0,2010
"380011","medicine","doctors","urology","persons",1,2010
"380011","medicine","doctors","radiology","persons",0,2010
"380011","medicine","doctors","radiation oncology","persons",0,2010
"380011","medicine","doctors","pathology","persons",0,2010
"380011","medicine","doctors","clinical laboratory medicine","persons",0,2010
"380011","medicine","doctors","tuberculosis","persons",0,2010
"380011","medicine","doctors","rehabilitation medicine","persons",0,2010
"380011","medicine","doctors","nuclear medicine","persons",0,2010
"380011","medicine","doctors","family medicine","persons",1,2010
"380011","medicine","doctors","emergency medicine","persons",0,2010
"380011","medicine","doctors","occupational and environmental medicine","persons",0,2010
"380011","medicine","doctors","preventive medicine","persons",0,2010
"380014","medicine","doctors","total","persons",65,2010
"380014","medicine","doctors","internal medicine","persons",10,2010
"380014","medicine","doctors","neurology","persons",1,2010
"380014","medicine","doctors","psychiatry","persons",13,2010
"380014","medicine","doctors","surgery","persons",15,2010
"380014","medicine","doctors","orthopedics","persons",4,2010
"380014","medicine","doctors","neurosurgery","persons",2,2010
"380014","medicine","doctors","thoracic and cardiovascular surgery","persons",1,2010
"380014","medicine","doctors","plastic surgery","persons",0,2010
