"sggcd","type","class1","class2","unit","value","year"
"320009","medicine","doctors","obstetrics and gynecology","persons",0,2015
"320009","medicine","doctors","pediatrics","persons",0,2015
"320009","medicine","doctors","ophthalmology","persons",2,2015
"320009","medicine","doctors","otorhinolaryngology","persons",1,2015
"320009","medicine","doctors","dermatology","persons",0,2015
"320009","medicine","doctors","urology","persons",1,2015
"320009","medicine","doctors","radiology","persons",1,2015
"320009","medicine","doctors","radiation oncology","persons",0,2015
"320009","medicine","doctors","pathology","persons",0,2015
"320009","medicine","doctors","clinical laboratory medicine","persons",0,2015
"320009","medicine","doctors","tuberculosis","persons",0,2015
"320009","medicine","doctors","rehabilitation medicine","persons",1,2015
"320009","medicine","doctors","nuclear medicine","persons",0,2015
"320009","medicine","doctors","family medicine","persons",2,2015
"320009","medicine","doctors","emergency medicine","persons",0,2015
"320009","medicine","doctors","occupational and environmental medicine","persons",1,2015
"320009","medicine","doctors","preventive medicine","persons",0,2015
"320010","medicine","doctors","total","persons",32,2015
"320010","medicine","doctors","internal medicine","persons",3,2015
"320010","medicine","doctors","neurology","persons",0,2015
"320010","medicine","doctors","psychiatry","persons",1,2015
"320010","medicine","doctors","surgery","persons",5,2015
"320010","medicine","doctors","orthopedics","persons",2,2015
"320010","medicine","doctors","neurosurgery","persons",3,2015
"320010","medicine","doctors","thoracic and cardiovascular surgery","persons",1,2015
"320010","medicine","doctors","plastic surgery","persons",0,2015
"320010","medicine","doctors","anesthesiology and pain medicine","persons",3,2015
"320010","medicine","doctors","obstetrics and gynecology","persons",3,2015
"320010","medicine","doctors","pediatrics","persons",1,2015
"320010","medicine","doctors","ophthalmology","persons",1,2015
"320010","medicine","doctors","otorhinolaryngology","persons",1,2015
"320010","medicine","doctors","dermatology","persons",0,2015
"320010","medicine","doctors","urology","persons",0,2015
"320010","medicine","doctors","radiology","persons",1,2015
"320010","medicine","doctors","radiation oncology","persons",0,2015
"320010","medicine","doctors","pathology","persons",0,2015
"320010","medicine","doctors","clinical laboratory medicine","persons",0,2015
"320010","medicine","doctors","tuberculosis","persons",0,2015
"320010","medicine","doctors","rehabilitation medicine","persons",0,2015
"320010","medicine","doctors","nuclear medicine","persons",0,2015
"320010","medicine","doctors","family medicine","persons",7,2015
"320010","medicine","doctors","emergency medicine","persons",0,2015
"320010","medicine","doctors","occupational and environmental medicine","persons",0,2015
"320010","medicine","doctors","preventive medicine","persons",0,2015
"320012","medicine","doctors","total","persons",31,2015
"320012","medicine","doctors","internal medicine","persons",5,2015
"320012","medicine","doctors","neurology","persons",0,2015
"320012","medicine","doctors","psychiatry","persons",1,2015
"320012","medicine","doctors","surgery","persons",5,2015
"320012","medicine","doctors","orthopedics","persons",2,2015
"320012","medicine","doctors","neurosurgery","persons",0,2015
"320012","medicine","doctors","thoracic and cardiovascular surgery","persons",0,2015
"320012","medicine","doctors","plastic surgery","persons",2,2015
"320012","medicine","doctors","anesthesiology and pain medicine","persons",3,2015
"320012","medicine","doctors","obstetrics and gynecology","persons",2,2015
"320012","medicine","doctors","pediatrics","persons",1,2015
"320012","medicine","doctors","ophthalmology","persons",1,2015
"320012","medicine","doctors","otorhinolaryngology","persons",0,2015
"320012","medicine","doctors","dermatology","persons",0,2015
"320012","medicine","doctors","urology","persons",3,2015
"320012","medicine","doctors","radiology","persons",0,2015
"320012","medicine","doctors","radiation oncology","persons",0,2015
"320012","medicine","doctors","pathology","persons",0,2015
"320012","medicine","doctors","clinical laboratory medicine","persons",1,2015
"320012","medicine","doctors","tuberculosis","persons",0,2015
"320012","medicine","doctors","rehabilitation medicine","persons",1,2015
"320012","medicine","doctors","nuclear medicine","persons",0,2015
"320012","medicine","doctors","family medicine","persons",4,2015
"320012","medicine","doctors","emergency medicine","persons",0,2015
"320012","medicine","doctors","occupational and environmental medicine","persons",0,2015
"320012","medicine","doctors","preventive medicine","persons",0,2015
"320013","medicine","doctors","total","persons",81,2015
"320013","medicine","doctors","internal medicine","persons",13,2015
"320013","medicine","doctors","neurology","persons",0,2015
"320013","medicine","doctors","psychiatry","persons",4,2015
"320013","medicine","doctors","surgery","persons",8,2015
"320013","medicine","doctors","orthopedics","persons",8,2015
"320013","medicine","doctors","neurosurgery","persons",4,2015
"320013","medicine","doctors","thoracic and cardiovascular surgery","persons",0,2015
"320013","medicine","doctors","plastic surgery","persons",0,2015
"320013","medicine","doctors","anesthesiology and pain medicine","persons",9,2015
"320013","medicine","doctors","obstetrics and gynecology","persons",4,2015
"320013","medicine","doctors","pediatrics","persons",4,2015
"320013","medicine","doctors","ophthalmology","persons",4,2015
"320013","medicine","doctors","otorhinolaryngology","persons",4,2015
"320013","medicine","doctors","dermatology","persons",3,2015
"320013","medicine","doctors","urology","persons",3,2015
"320013","medicine","doctors","radiology","persons",4,2015
"320013","medicine","doctors","radiation oncology","persons",0,2015
"320013","medicine","doctors","pathology","persons",0,2015
"320013","medicine","doctors","clinical laboratory medicine","persons",1,2015
"320013","medicine","doctors","tuberculosis","persons",0,2015
"320013","medicine","doctors","rehabilitation medicine","persons",1,2015
"320013","medicine","doctors","nuclear medicine","persons",0,2015
"320013","medicine","doctors","family medicine","persons",5,2015
"320013","medicine","doctors","emergency medicine","persons",2,2015
"320013","medicine","doctors","occupational and environmental medicine","persons",0,2015
"320013","medicine","doctors","preventive medicine","persons",0,2015
"320014","medicine","doctors","total","persons",16,2015
"320014","medicine","doctors","internal medicine","persons",4,2015
"320014","medicine","doctors","neurology","persons",0,2015
"320014","medicine","doctors","psychiatry","persons",0,2015
"320014","medicine","doctors","surgery","persons",5,2015
"320014","medicine","doctors","orthopedics","persons",1,2015
"320014","medicine","doctors","neurosurgery","persons",0,2015
"320014","medicine","doctors","thoracic and cardiovascular surgery","persons",0,2015
"320014","medicine","doctors","plastic surgery","persons",0,2015
"320014","medicine","doctors","anesthesiology and pain medicine","persons",0,2015
"320014","medicine","doctors","obstetrics and gynecology","persons",1,2015
"320014","medicine","doctors","pediatrics","persons",2,2015
"320014","medicine","doctors","ophthalmology","persons",0,2015
"320014","medicine","doctors","otorhinolaryngology","persons",0,2015
"320014","medicine","doctors","dermatology","persons",0,2015
"320014","medicine","doctors","urology","persons",0,2015
"320014","medicine","doctors","radiology","persons",1,2015
"320014","medicine","doctors","radiation oncology","persons",0,2015
"320014","medicine","doctors","pathology","persons",0,2015
"320014","medicine","doctors","clinical laboratory medicine","persons",0,2015
"320014","medicine","doctors","tuberculosis","persons",0,2015
"320014","medicine","doctors","rehabilitation medicine","persons",1,2015
"320014","medicine","doctors","nuclear medicine","persons",0,2015
"320014","medicine","doctors","family medicine","persons",0,2015
"320014","medicine","doctors","emergency medicine","persons",1,2015
"320014","medicine","doctors","occupational and environmental medicine","persons",0,2015
"320014","medicine","doctors","preventive medicine","persons",0,2015
"320015","medicine","doctors","total","persons",21,2015
"320015","medicine","doctors","internal medicine","persons",3,2015
"320015","medicine","doctors","neurology","persons",0,2015
"320015","medicine","doctors","psychiatry","persons",0,2015
"320015","medicine","doctors","surgery","persons",4,2015
"320015","medicine","doctors","orthopedics","persons",3,2015
"320015","medicine","doctors","neurosurgery","persons",1,2015
"320015","medicine","doctors","thoracic and cardiovascular surgery","persons",0,2015
"320015","medicine","doctors","plastic surgery","persons",0,2015
"320015","medicine","doctors","anesthesiology and pain medicine","persons",1,2015
"320015","medicine","doctors","obstetrics and gynecology","persons",1,2015
"320015","medicine","doctors","pediatrics","persons",1,2015
"320015","medicine","doctors","ophthalmology","persons",2,2015
"320015","medicine","doctors","otorhinolaryngology","persons",2,2015
"320015","medicine","doctors","dermatology","persons",0,2015
"320015","medicine","doctors","urology","persons",0,2015
"320015","medicine","doctors","radiology","persons",1,2015
"320015","medicine","doctors","radiation oncology","persons",0,2015
"320015","medicine","doctors","pathology","persons",0,2015
"320015","medicine","doctors","clinical laboratory medicine","persons",0,2015
"320015","medicine","doctors","tuberculosis","persons",0,2015
"320015","medicine","doctors","rehabilitation medicine","persons",0,2015
"320015","medicine","doctors","nuclear medicine","persons",0,2015
"320015","medicine","doctors","family medicine","persons",2,2015
"320015","medicine","doctors","emergency medicine","persons",0,2015
"320015","medicine","doctors","occupational and environmental medicine","persons",0,2015
"320015","medicine","doctors","preventive medicine","persons",0,2015
"320100","medicine","doctors","total","persons",355,2015
"320100","medicine","doctors","internal medicine","persons",72,2015
"320100","medicine","doctors","neurology","persons",11,2015
"320100","medicine","doctors","psychiatry","persons",19,2015
"320100","medicine","doctors","surgery","persons",26,2015
"320100","medicine","doctors","orthopedics","persons",27,2015
"320100","medicine","doctors","neurosurgery","persons",15,2015
"320100","medicine","doctors","thoracic and cardiovascular surgery","persons",5,2015
"320100","medicine","doctors","plastic surgery","persons",8,2015
"320100","medicine","doctors","anesthesiology and pain medicine","persons",19,2015
"320100","medicine","doctors","obstetrics and gynecology","persons",25,2015
"320100","medicine","doctors","pediatrics","persons",22,2015
"320100","medicine","doctors","ophthalmology","persons",13,2015
"320100","medicine","doctors","otorhinolaryngology","persons",15,2015
"320100","medicine","doctors","dermatology","persons",6,2015
"320100","medicine","doctors","urology","persons",12,2015
"320100","medicine","doctors","radiology","persons",17,2015
"320100","medicine","doctors","radiation oncology","persons",2,2015
"320100","medicine","doctors","pathology","persons",4,2015
"320100","medicine","doctors","clinical laboratory medicine","persons",5,2015
"320100","medicine","doctors","tuberculosis","persons",1,2015
"320100","medicine","doctors","rehabilitation medicine","persons",6,2015
"320100","medicine","doctors","nuclear medicine","persons",1,2015
"320100","medicine","doctors","family medicine","persons",14,2015
"320100","medicine","doctors","emergency medicine","persons",10,2015
"320100","medicine","doctors","occupational and environmental medicine","persons",0,2015
"320100","medicine","doctors","preventive medicine","persons",0,2015
"320200","medicine","doctors","total","persons",101,2015
"320200","medicine","doctors","internal medicine","persons",17,2015
"320200","medicine","doctors","neurology","persons",1,2015
"320200","medicine","doctors","psychiatry","persons",4,2015
"320200","medicine","doctors","surgery","persons",8,2015
"320200","medicine","doctors","orthopedics","persons",10,2015
"320200","medicine","doctors","neurosurgery","persons",5,2015
"320200","medicine","doctors","thoracic and cardiovascular surgery","persons",0,2015
"320200","medicine","doctors","plastic surgery","persons",1,2015
"320200","medicine","doctors","anesthesiology and pain medicine","persons",9,2015
"320200","medicine","doctors","obstetrics and gynecology","persons",6,2015
"320200","medicine","doctors","pediatrics","persons",6,2015
"320200","medicine","doctors","ophthalmology","persons",3,2015
"320200","medicine","doctors","otorhinolaryngology","persons",8,2015
"320200","medicine","doctors","dermatology","persons",1,2015
"320200","medicine","doctors","urology","persons",4,2015
"320200","medicine","doctors","radiology","persons",3,2015
"320200","medicine","doctors","radiation oncology","persons",0,2015
"320200","medicine","doctors","pathology","persons",0,2015
"320200","medicine","doctors","clinical laboratory medicine","persons",1,2015
"320200","medicine","doctors","tuberculosis","persons",0,2015
"320200","medicine","doctors","rehabilitation medicine","persons",3,2015
"320200","medicine","doctors","nuclear medicine","persons",0,2015
"320200","medicine","doctors","family medicine","persons",6,2015
"320200","medicine","doctors","emergency medicine","persons",2,2015
"320200","medicine","doctors","occupational and environmental medicine","persons",2,2015
"320200","medicine","doctors","preventive medicine","persons",1,2015
"320300","medicine","doctors","total","persons",98,2015
"320300","medicine","doctors","internal medicine","persons",20,2015
"320300","medicine","doctors","neurology","persons",1,2015
"320300","medicine","doctors","psychiatry","persons",4,2015
"320300","medicine","doctors","surgery","persons",7,2015
"320300","medicine","doctors","orthopedics","persons",6,2015
"320300","medicine","doctors","neurosurgery","persons",4,2015
"320300","medicine","doctors","thoracic and cardiovascular surgery","persons",0,2015
"320300","medicine","doctors","plastic surgery","persons",3,2015
"320300","medicine","doctors","anesthesiology and pain medicine","persons",9,2015
"320300","medicine","doctors","obstetrics and gynecology","persons",9,2015
"320300","medicine","doctors","pediatrics","persons",7,2015
"320300","medicine","doctors","ophthalmology","persons",4,2015
"320300","medicine","doctors","otorhinolaryngology","persons",3,2015
"320300","medicine","doctors","dermatology","persons",2,2015
"320300","medicine","doctors","urology","persons",5,2015
"320300","medicine","doctors","radiology","persons",3,2015
"320300","medicine","doctors","radiation oncology","persons",0,2015
"320300","medicine","doctors","pathology","persons",0,2015
"320300","medicine","doctors","clinical laboratory medicine","persons",1,2015
"320300","medicine","doctors","tuberculosis","persons",0,2015
"320300","medicine","doctors","rehabilitation medicine","persons",2,2015
"320300","medicine","doctors","nuclear medicine","persons",0,2015
"320300","medicine","doctors","family medicine","persons",4,2015
"320300","medicine","doctors","emergency medicine","persons",4,2015
"320300","medicine","doctors","occupational and environmental medicine","persons",0,2015
"320300","medicine","doctors","preventive medicine","persons",0,2015
"320400","medicine","doctors","total","persons",507,2015
"320400","medicine","doctors","internal medicine","persons",104,2015
"320400","medicine","doctors","neurology","persons",9,2015
"320400","medicine","doctors","psychiatry","persons",26,2015
"320400","medicine","doctors","surgery","persons",34,2015
"320400","medicine","doctors","orthopedics","persons",39,2015
"320400","medicine","doctors","neurosurgery","persons",25,2015
"320400","medicine","doctors","thoracic and cardiovascular surgery","persons",9,2015
"320400","medicine","doctors","plastic surgery","persons",11,2015
"320400","medicine","doctors","anesthesiology and pain medicine","persons",22,2015
"320400","medicine","doctors","obstetrics and gynecology","persons",39,2015
"320400","medicine","doctors","pediatrics","persons",28,2015
"320400","medicine","doctors","ophthalmology","persons",17,2015
"320400","medicine","doctors","otorhinolaryngology","persons",27,2015
"320400","medicine","doctors","dermatology","persons",10,2015
"320400","medicine","doctors","urology","persons",17,2015
"320400","medicine","doctors","radiology","persons",20,2015
"320400","medicine","doctors","radiation oncology","persons",3,2015
"320400","medicine","doctors","pathology","persons",5,2015
"320400","medicine","doctors","clinical laboratory medicine","persons",6,2015
"320400","medicine","doctors","tuberculosis","persons",0,2015
"320400","medicine","doctors","rehabilitation medicine","persons",18,2015
"320400","medicine","doctors","nuclear medicine","persons",1,2015
"320400","medicine","doctors","family medicine","persons",19,2015
"320400","medicine","doctors","emergency medicine","persons",13,2015
"320400","medicine","doctors","occupational and environmental medicine","persons",2,2015
"320400","medicine","doctors","preventive medicine","persons",3,2015
"320500","medicine","doctors","total","persons",504,2015
"320500","medicine","doctors","internal medicine","persons",93,2015
"320500","medicine","doctors","neurology","persons",15,2015
"320500","medicine","doctors","psychiatry","persons",37,2015
"320500","medicine","doctors","surgery","persons",30,2015
"320500","medicine","doctors","orthopedics","persons",39,2015
"320500","medicine","doctors","neurosurgery","persons",18,2015
"320500","medicine","doctors","thoracic and cardiovascular surgery","persons",7,2015
"320500","medicine","doctors","plastic surgery","persons",6,2015
"320500","medicine","doctors","anesthesiology and pain medicine","persons",28,2015
"320500","medicine","doctors","obstetrics and gynecology","persons",39,2015
"320500","medicine","doctors","pediatrics","persons",30,2015
"320500","medicine","doctors","ophthalmology","persons",19,2015
"320500","medicine","doctors","otorhinolaryngology","persons",21,2015
"320500","medicine","doctors","dermatology","persons",9,2015
"320500","medicine","doctors","urology","persons",12,2015
"320500","medicine","doctors","radiology","persons",19,2015
"320500","medicine","doctors","radiation oncology","persons",2,2015
"320500","medicine","doctors","pathology","persons",6,2015
"320500","medicine","doctors","clinical laboratory medicine","persons",5,2015
"320500","medicine","doctors","tuberculosis","persons",1,2015
"320500","medicine","doctors","rehabilitation medicine","persons",16,2015
"320500","medicine","doctors","nuclear medicine","persons",1,2015
"320500","medicine","doctors","family medicine","persons",37,2015
"320500","medicine","doctors","emergency medicine","persons",12,2015
"320500","medicine","doctors","occupational and environmental medicine","persons",0,2015
"320500","medicine","doctors","preventive medicine","persons",2,2015
"320600","medicine","doctors","total","persons",43,2015
"320600","medicine","doctors","internal medicine","persons",5,2015
"320600","medicine","doctors","neurology","persons",0,2015
"320600","medicine","doctors","psychiatry","persons",3,2015
"320600","medicine","doctors","surgery","persons",4,2015
"320600","medicine","doctors","orthopedics","persons",4,2015
"320600","medicine","doctors","neurosurgery","persons",3,2015
"320600","medicine","doctors","thoracic and cardiovascular surgery","persons",0,2015
"320600","medicine","doctors","plastic surgery","persons",0,2015
"320600","medicine","doctors","anesthesiology and pain medicine","persons",5,2015
"320600","medicine","doctors","obstetrics and gynecology","persons",4,2015
"320600","medicine","doctors","pediatrics","persons",4,2015
"320600","medicine","doctors","ophthalmology","persons",2,2015
"320600","medicine","doctors","otorhinolaryngology","persons",1,2015
"320600","medicine","doctors","dermatology","persons",0,2015
"320600","medicine","doctors","urology","persons",1,2015
"320600","medicine","doctors","radiology","persons",3,2015
"320600","medicine","doctors","radiation oncology","persons",0,2015
"320600","medicine","doctors","pathology","persons",0,2015
"320600","medicine","doctors","clinical laboratory medicine","persons",1,2015
"320600","medicine","doctors","tuberculosis","persons",2,2015
"320600","medicine","doctors","rehabilitation medicine","persons",1,2015
"320600","medicine","doctors","nuclear medicine","persons",0,2015
"320600","medicine","doctors","family medicine","persons",0,2015
"320600","medicine","doctors","emergency medicine","persons",0,2015
"320600","medicine","doctors","occupational and environmental medicine","persons",0,2015
"320600","medicine","doctors","preventive medicine","persons",0,2015
"320700","medicine","doctors","total","persons",53,2015
"320700","medicine","doctors","internal medicine","persons",7,2015
"320700","medicine","doctors","neurology","persons",1,2015
"320700","medicine","doctors","psychiatry","persons",1,2015
"320700","medicine","doctors","surgery","persons",7,2015
"320700","medicine","doctors","orthopedics","persons",4,2015
"320700","medicine","doctors","neurosurgery","persons",3,2015
"320700","medicine","doctors","thoracic and cardiovascular surgery","persons",0,2015
"320700","medicine","doctors","plastic surgery","persons",1,2015
"320700","medicine","doctors","anesthesiology and pain medicine","persons",4,2015
"320700","medicine","doctors","obstetrics and gynecology","persons",4,2015
"320700","medicine","doctors","pediatrics","persons",5,2015
"320700","medicine","doctors","ophthalmology","persons",2,2015
"320700","medicine","doctors","otorhinolaryngology","persons",3,2015
"320700","medicine","doctors","dermatology","persons",0,2015
"320700","medicine","doctors","urology","persons",2,2015
"320700","medicine","doctors","radiology","persons",2,2015
"320700","medicine","doctors","radiation oncology","persons",0,2015
"320700","medicine","doctors","pathology","persons",0,2015
"320700","medicine","doctors","clinical laboratory medicine","persons",1,2015
"320700","medicine","doctors","tuberculosis","persons",0,2015
"320700","medicine","doctors","rehabilitation medicine","persons",1,2015
"320700","medicine","doctors","nuclear medicine","persons",0,2015
"320700","medicine","doctors","family medicine","persons",2,2015
"320700","medicine","doctors","emergency medicine","persons",2,2015
"320700","medicine","doctors","occupational and environmental medicine","persons",0,2015
"320700","medicine","doctors","preventive medicine","persons",1,2015
"330001","medicine","doctors","total","persons",28,2015
"330001","medicine","doctors","internal medicine","persons",5,2015
"330001","medicine","doctors","neurology","persons",1,2015
"330001","medicine","doctors","psychiatry","persons",2,2015
"330001","medicine","doctors","surgery","persons",3,2015
"330001","medicine","doctors","orthopedics","persons",4,2015
"330001","medicine","doctors","neurosurgery","persons",2,2015
"330001","medicine","doctors","thoracic and cardiovascular surgery","persons",0,2015
"330001","medicine","doctors","plastic surgery","persons",0,2015
"330001","medicine","doctors","anesthesiology and pain medicine","persons",2,2015
"330001","medicine","doctors","obstetrics and gynecology","persons",0,2015
"330001","medicine","doctors","pediatrics","persons",2,2015
"330001","medicine","doctors","ophthalmology","persons",1,2015
"330001","medicine","doctors","otorhinolaryngology","persons",2,2015
"330001","medicine","doctors","dermatology","persons",0,2015
"330001","medicine","doctors","urology","persons",0,2015
"330001","medicine","doctors","radiology","persons",1,2015
"330001","medicine","doctors","radiation oncology","persons",0,2015
"330001","medicine","doctors","pathology","persons",0,2015
"330001","medicine","doctors","clinical laboratory medicine","persons",0,2015
"330001","medicine","doctors","tuberculosis","persons",0,2015
"330001","medicine","doctors","rehabilitation medicine","persons",1,2015
"330001","medicine","doctors","nuclear medicine","persons",0,2015
"330001","medicine","doctors","family medicine","persons",0,2015
"330001","medicine","doctors","emergency medicine","persons",1,2015
"330001","medicine","doctors","occupational and environmental medicine","persons",1,2015
"330001","medicine","doctors","preventive medicine","persons",0,2015
"330002","medicine","doctors","total","persons",14,2015
"330002","medicine","doctors","internal medicine","persons",1,2015
"330002","medicine","doctors","neurology","persons",1,2015
"330002","medicine","doctors","psychiatry","persons",0,2015
"330002","medicine","doctors","surgery","persons",2,2015
"330002","medicine","doctors","orthopedics","persons",1,2015
"330002","medicine","doctors","neurosurgery","persons",2,2015
"330002","medicine","doctors","thoracic and cardiovascular surgery","persons",0,2015
"330002","medicine","doctors","plastic surgery","persons",1,2015
"330002","medicine","doctors","anesthesiology and pain medicine","persons",0,2015
"330002","medicine","doctors","obstetrics and gynecology","persons",1,2015
"330002","medicine","doctors","pediatrics","persons",1,2015
"330002","medicine","doctors","ophthalmology","persons",0,2015
"330002","medicine","doctors","otorhinolaryngology","persons",0,2015
"330002","medicine","doctors","dermatology","persons",1,2015
"330002","medicine","doctors","urology","persons",1,2015
"330002","medicine","doctors","radiology","persons",0,2015
"330002","medicine","doctors","radiation oncology","persons",0,2015
"330002","medicine","doctors","pathology","persons",0,2015
"330002","medicine","doctors","clinical laboratory medicine","persons",1,2015
"330002","medicine","doctors","tuberculosis","persons",0,2015
"330002","medicine","doctors","rehabilitation medicine","persons",0,2015
"330002","medicine","doctors","nuclear medicine","persons",0,2015
"330002","medicine","doctors","family medicine","persons",1,2015
"330002","medicine","doctors","emergency medicine","persons",0,2015
"330002","medicine","doctors","occupational and environmental medicine","persons",0,2015
"330002","medicine","doctors","preventive medicine","persons",0,2015
"330003","medicine","doctors","total","persons",39,2015
"330003","medicine","doctors","internal medicine","persons",8,2015
"330003","medicine","doctors","neurology","persons",0,2015
"330003","medicine","doctors","psychiatry","persons",3,2015
"330003","medicine","doctors","surgery","persons",4,2015
"330003","medicine","doctors","orthopedics","persons",4,2015
"330003","medicine","doctors","neurosurgery","persons",1,2015
"330003","medicine","doctors","thoracic and cardiovascular surgery","persons",0,2015
"330003","medicine","doctors","plastic surgery","persons",1,2015
"330003","medicine","doctors","anesthesiology and pain medicine","persons",2,2015
"330003","medicine","doctors","obstetrics and gynecology","persons",3,2015
"330003","medicine","doctors","pediatrics","persons",1,2015
"330003","medicine","doctors","ophthalmology","persons",3,2015
"330003","medicine","doctors","otorhinolaryngology","persons",0,2015
"330003","medicine","doctors","dermatology","persons",0,2015
"330003","medicine","doctors","urology","persons",1,2015
"330003","medicine","doctors","radiology","persons",0,2015
"330003","medicine","doctors","radiation oncology","persons",0,2015
"330003","medicine","doctors","pathology","persons",0,2015
"330003","medicine","doctors","clinical laboratory medicine","persons",1,2015
"330003","medicine","doctors","tuberculosis","persons",0,2015
"330003","medicine","doctors","rehabilitation medicine","persons",1,2015
"330003","medicine","doctors","nuclear medicine","persons",0,2015
"330003","medicine","doctors","family medicine","persons",6,2015
"330003","medicine","doctors","emergency medicine","persons",0,2015
"330003","medicine","doctors","occupational and environmental medicine","persons",0,2015
"330003","medicine","doctors","preventive medicine","persons",0,2015
"330004","medicine","doctors","total","persons",43,2015
"330004","medicine","doctors","internal medicine","persons",8,2015
"330004","medicine","doctors","neurology","persons",2,2015
"330004","medicine","doctors","psychiatry","persons",2,2015
"330004","medicine","doctors","surgery","persons",4,2015
"330004","medicine","doctors","orthopedics","persons",3,2015
"330004","medicine","doctors","neurosurgery","persons",1,2015
"330004","medicine","doctors","thoracic and cardiovascular surgery","persons",0,2015
"330004","medicine","doctors","plastic surgery","persons",1,2015
"330004","medicine","doctors","anesthesiology and pain medicine","persons",3,2015
"330004","medicine","doctors","obstetrics and gynecology","persons",4,2015
"330004","medicine","doctors","pediatrics","persons",3,2015
"330004","medicine","doctors","ophthalmology","persons",1,2015
"330004","medicine","doctors","otorhinolaryngology","persons",0,2015
"330004","medicine","doctors","dermatology","persons",0,2015
"330004","medicine","doctors","urology","persons",3,2015
"330004","medicine","doctors","radiology","persons",3,2015
"330004","medicine","doctors","radiation oncology","persons",0,2015
"330004","medicine","doctors","pathology","persons",0,2015
"330004","medicine","doctors","clinical laboratory medicine","persons",0,2015
"330004","medicine","doctors","tuberculosis","persons",0,2015
"330004","medicine","doctors","rehabilitation medicine","persons",1,2015
"330004","medicine","doctors","nuclear medicine","persons",0,2015
"330004","medicine","doctors","family medicine","persons",4,2015
"330004","medicine","doctors","emergency medicine","persons",0,2015
"330004","medicine","doctors","occupational and environmental medicine","persons",0,2015
"330004","medicine","doctors","preventive medicine","persons",0,2015
"330005","medicine","doctors","total","persons",58,2015
"330005","medicine","doctors","internal medicine","persons",12,2015
"330005","medicine","doctors","neurology","persons",3,2015
"330005","medicine","doctors","psychiatry","persons",4,2015
"330005","medicine","doctors","surgery","persons",8,2015
"330005","medicine","doctors","orthopedics","persons",3,2015
"330005","medicine","doctors","neurosurgery","persons",2,2015
"330005","medicine","doctors","thoracic and cardiovascular surgery","persons",1,2015
"330005","medicine","doctors","plastic surgery","persons",0,2015
"330005","medicine","doctors","anesthesiology and pain medicine","persons",2,2015
"330005","medicine","doctors","obstetrics and gynecology","persons",1,2015
"330005","medicine","doctors","pediatrics","persons",3,2015
"330005","medicine","doctors","ophthalmology","persons",3,2015
"330005","medicine","doctors","otorhinolaryngology","persons",1,2015
"330005","medicine","doctors","dermatology","persons",0,2015
"330005","medicine","doctors","urology","persons",2,2015
"330005","medicine","doctors","radiology","persons",1,2015
"330005","medicine","doctors","radiation oncology","persons",0,2015
"330005","medicine","doctors","pathology","persons",0,2015
"330005","medicine","doctors","clinical laboratory medicine","persons",1,2015
"330005","medicine","doctors","tuberculosis","persons",0,2015
"330005","medicine","doctors","rehabilitation medicine","persons",1,2015
"330005","medicine","doctors","nuclear medicine","persons",0,2015
"330005","medicine","doctors","family medicine","persons",9,2015
"330005","medicine","doctors","emergency medicine","persons",1,2015
"330005","medicine","doctors","occupational and environmental medicine","persons",0,2015
"330005","medicine","doctors","preventive medicine","persons",0,2015
"330006","medicine","doctors","total","persons",86,2015
"330006","medicine","doctors","internal medicine","persons",10,2015
"330006","medicine","doctors","neurology","persons",0,2015
"330006","medicine","doctors","psychiatry","persons",19,2015
"330006","medicine","doctors","surgery","persons",13,2015
"330006","medicine","doctors","orthopedics","persons",6,2015
"330006","medicine","doctors","neurosurgery","persons",3,2015
"330006","medicine","doctors","thoracic and cardiovascular surgery","persons",2,2015
"330006","medicine","doctors","plastic surgery","persons",1,2015
"330006","medicine","doctors","anesthesiology and pain medicine","persons",3,2015
"330006","medicine","doctors","obstetrics and gynecology","persons",3,2015
"330006","medicine","doctors","pediatrics","persons",6,2015
"330006","medicine","doctors","ophthalmology","persons",2,2015
"330006","medicine","doctors","otorhinolaryngology","persons",2,2015
"330006","medicine","doctors","dermatology","persons",0,2015
"330006","medicine","doctors","urology","persons",2,2015
"330006","medicine","doctors","radiology","persons",1,2015
"330006","medicine","doctors","radiation oncology","persons",0,2015
"330006","medicine","doctors","pathology","persons",0,2015
"330006","medicine","doctors","clinical laboratory medicine","persons",0,2015
"330006","medicine","doctors","tuberculosis","persons",0,2015
"330006","medicine","doctors","rehabilitation medicine","persons",1,2015
"330006","medicine","doctors","nuclear medicine","persons",0,2015
"330006","medicine","doctors","family medicine","persons",12,2015
"330006","medicine","doctors","emergency medicine","persons",0,2015
"330006","medicine","doctors","occupational and environmental medicine","persons",0,2015
"330006","medicine","doctors","preventive medicine","persons",0,2015
"330009","medicine","doctors","total","persons",55,2015
"330009","medicine","doctors","internal medicine","persons",9,2015
"330009","medicine","doctors","neurology","persons",2,2015
"330009","medicine","doctors","psychiatry","persons",1,2015
"330009","medicine","doctors","surgery","persons",7,2015
"330009","medicine","doctors","orthopedics","persons",5,2015
"330009","medicine","doctors","neurosurgery","persons",1,2015
"330009","medicine","doctors","thoracic and cardiovascular surgery","persons",1,2015
"330009","medicine","doctors","plastic surgery","persons",1,2015
"330009","medicine","doctors","anesthesiology and pain medicine","persons",2,2015
"330009","medicine","doctors","obstetrics and gynecology","persons",2,2015
