adm,adm10,adm_2023,adm10_2023,adm_2024,adm10_2024,name,name_sido,name_eng,level,sgis_1998,sgis_1999,sgis_2000,sgis_2001,sgis_2002,sgis_2003,sgis_2004,sgis_2005,sgis_2006,sgis_2007,sgis_2008,sgis_2009,sgis_2010,sgis_2011,sgis_2012,sgis_2013,sgis_2014,sgis_2015,sgis_2016,sgis_2017,sgis_2018,sgis_2019,sgis_2020,sgis_2021,sgis_2022_old,sgis_2022,sgis_2023,sgis_2024
11,1100000000,11,1100000000,11,1100000000,서울특별시,Seoul,Seoul,Province,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,11000000,11000000,11000000
11110,1111000000,11110,1111000000,11110,1111000000,종로구,Seoul,Jongno-gu,District,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,11010000,11010000,11010000
1111051000,1111051000,1111051000,1111051000,1111051000,1111051000,청운동,Seoul,Cheongun-dong,Neighborhood,1101051,1101051,1101051,1101051,1101051,1101051,1101051,1101051,1101051,1101051,,,,,,,,,,,,,,,,,,
1111051500,1111051500,1111051500,1111051500,1111051500,1111051500,청운효자동,Seoul,Cheongunhyoja-dong,Neighborhood,,,,,,,,,,,1101072,1101072,1101072,1101072,1101072,1101072,1101072,1101072,1101072,1101072,1101072,1101072,1101072,1101072,1101072,11010720,11010720,11010720
1111052000,1111052000,1111052000,1111052000,1111052000,1111052000,효자동,Seoul,Hyoja-dong,Neighborhood,1101052,1101052,1101052,1101052,1101052,1101052,1101052,1101052,1101052,1101052,,,,,,,,,,,,,,,,,,
1111053000,1111053000,1111053000,1111053000,1111053000,1111053000,사직동,Seoul,Sajik-dong,Neighborhood,1101053,1101053,1101053,1101053,1101053,1101053,1101053,1101053,1101053,1101053,1101053,1101053,1101053,1101053,1101053,1101053,1101053,1101053,1101053,1101053,1101053,1101053,1101053,1101053,1101053,11010530,11010530,11010530
1111054000,1111054000,1111054000,1111054000,1111054000,1111054000,삼청동,Seoul,Samcheong-dong,Neighborhood,1101054,1101054,1101054,1101054,1101054,1101054,1101054,1101054,1101054,1101054,1101054,1101054,1101054,1101054,1101054,1101054,1101054,1101054,1101054,1101054,1101054,1101054,1101054,1101054,1101054,11010540,11010540,11010540
1111055000,1111055000,1111055000,1111055000,1111055000,1111055000,부암동,Seoul,Buam-dong,Neighborhood,1101055,1101055,1101055,1101055,1101055,1101055,1101055,1101055,1101055,1101055,1101055,1101055,1101055,1101055,1101055,1101055,1101055,1101055,1101055,1101055,1101055,1101055,1101055,1101055,1101055,11010550,11010550,11010550
1111056000,1111056000,1111056000,1111056000,1111056000,1111056000,평창동,Seoul,Pyeongchang-dong,Neighborhood,1101056,1101056,1101056,1101056,1101056,1101056,1101056,1101056,1101056,1101056,1101056,1101056,1101056,1101056,1101056,1101056,1101056,1101056,1101056,1101056,1101056,1101056,1101056,1101056,1101056,11010560,11010560,11010560
1111057000,1111057000,1111057000,1111057000,1111057000,1111057000,무악동,Seoul,Muak-dong,Neighborhood,1101057,1101057,1101057,1101057,1101057,1101057,1101057,1101057,1101057,1101057,1101057,1101057,1101057,1101057,1101057,1101057,1101057,1101057,1101057,1101057,1101057,1101057,1101057,1101057,1101057,11010570,11010570,11010570
1111058000,1111058000,1111058000,1111058000,1111058000,1111058000,교남동,Seoul,Gyonam-dong,Neighborhood,1101058,1101058,1101058,1101058,1101058,1101058,1101058,1101058,1101058,1101058,1101058,1101058,1101058,1101058,1101058,1101058,1101058,1101058,1101058,1101058,1101058,1101058,1101058,1101058,1101058,11010580,11010580,11010580
1111060000,1111060000,1111060000,1111060000,1111060000,1111060000,가회동,Seoul,Gahoe-dong,Neighborhood,1101060,1101060,1101060,1101060,1101060,1101060,1101060,1101060,1101060,1101060,1101060,1101060,1101060,1101060,1101060,1101060,1101060,1101060,1101060,1101060,1101060,1101060,1101060,1101060,1101060,11010600,11010600,11010600
1111061500,1111061500,1111061500,1111061500,1111061500,1111061500,종로1.2.3.4가동,Seoul,Jongno1.2.3.4ga-dong,Neighborhood,1101061,1101061,1101061,1101061,1101061,1101061,1101061,1101061,1101061,1101061,1101061,1101061,1101061,1101061,1101061,1101061,1101061,1101061,1101061,1101061,1101061,1101061,1101061,1101061,1101061,11010610,11010610,11010610
1111063000,1111063000,1111063000,1111063000,1111063000,1111063000,종로5.6가동,Seoul,Jongno5.6ga-dong,Neighborhood,1101063,1101063,1101063,1101063,1101063,1101063,1101063,1101063,1101063,1101063,1101063,1101063,1101063,1101063,1101063,1101063,1101063,1101063,1101063,1101063,1101063,1101063,1101063,1101063,1101063,11010630,11010630,11010630
1111064000,1111064000,1111064000,1111064000,1111064000,1111064000,이화동,Seoul,Ewha-dong,Neighborhood,1101064,1101064,1101064,1101064,1101064,1101064,1101064,1101064,1101064,1101064,1101064,1101064,1101064,1101064,1101064,1101064,1101064,1101064,1101064,1101064,1101064,1101064,1101064,1101064,1101064,11010640,11010640,11010640
1111065000,1111065000,1111065000,1111065000,1111065000,1111065000,혜화동,Seoul,Hyehwa-dong,Neighborhood,1101065,1101065,1101065,1101065,1101065,1101065,1101065,1101065,1101065,1101065,1101065,1101065,1101065,1101065,1101065,1101073,1101073,1101073,1101073,1101073,1101073,1101073,1101073,1101073,1101073,11010730,11010730,11010730
1111066000,1111066000,1111066000,1111066000,1111066000,1111066000,명륜3가동,Seoul,Myeongnyun3-ga-dong,Neighborhood,1101066,1101066,1101066,1101066,1101066,1101066,1101066,1101066,1101066,1101066,1101066,1101066,1101066,1101066,,,,,,,,,,,,,,
1111067000,1111067000,1111067000,1111067000,1111067000,1111067000,창신제1동,Seoul,Changsin1-dong,Neighborhood,1101067,1101067,1101067,1101067,1101067,1101067,1101067,1101067,1101067,1101067,1101067,1101067,1101067,1101067,1101067,1101067,1101067,1101067,1101067,1101067,1101067,1101067,1101067,1101067,1101067,11010670,11010670,11010670
1111068000,1111068000,1111068000,1111068000,1111068000,1111068000,창신제2동,Seoul,Changsin2-dong,Neighborhood,1101068,1101068,1101068,1101068,1101068,1101068,1101068,1101068,1101068,1101068,1101068,1101068,1101068,1101068,1101068,1101068,1101068,1101068,1101068,1101068,1101068,1101068,1101068,1101068,1101068,11010680,11010680,11010680
1111069000,1111069000,1111069000,1111069000,1111069000,1111069000,창신제3동,Seoul,Changsin3-dong,Neighborhood,1101069,1101069,1101069,1101069,1101069,1101069,1101069,1101069,1101069,1101069,1101069,1101069,1101069,1101069,1101069,1101069,1101069,1101069,1101069,1101069,1101069,1101069,1101069,1101069,1101069,11010690,11010690,11010690
1111070000,1111070000,1111070000,1111070000,1111070000,1111070000,숭인제1동,Seoul,Soongin1-dong,Neighborhood,1101070,1101070,1101070,1101070,1101070,1101070,1101070,1101070,1101070,1101070,1101070,1101070,1101070,1101070,1101070,1101070,1101070,1101070,1101070,1101070,1101070,1101070,1101070,1101070,1101070,11010700,11010700,11010700
1111071000,1111071000,1111071000,1111071000,1111071000,1111071000,숭인제2동,Seoul,Soongin2-dong,Neighborhood,1101071,1101071,1101071,1101071,1101071,1101071,1101071,1101071,1101071,1101071,1101071,1101071,1101071,1101071,1101071,1101071,1101071,1101071,1101071,1101071,1101071,1101071,1101071,1101071,1101071,11010710,11010710,11010710
11140,1114000000,11140,1114000000,11140,1114000000,중구,Seoul,Jung-gu,District,1102000,1102000,1102000,1102000,1102000,1102000,1102000,1102000,1102000,1102000,1102000,1102000,1102000,1102000,1102000,1102000,1102000,1102000,1102000,1102000,1102000,1102000,1102000,1102000,1102000,11020000,11020000,11020000
1114052000,1114052000,1114052000,1114052000,1114052000,1114052000,소공동,Seoul,Sogong-dong,Neighborhood,1102052,1102052,1102052,1102052,1102052,1102052,1102052,1102052,1102052,1102052,1102052,1102052,1102052,1102052,1102052,1102052,1102052,1102052,1102052,1102052,1102052,1102052,1102052,1102052,1102052,11020520,11020520,11020520
1114054000,1114054000,1114054000,1114054000,1114054000,1114054000,회현동,Seoul,Hoehyeon-dong,Neighborhood,1102054,1102054,1102054,1102054,1102054,1102054,1102054,1102054,1102054,1102054,1102054,1102054,1102054,1102054,1102054,1102054,1102054,1102054,1102054,1102054,1102054,1102054,1102054,1102054,1102054,11020540,11020540,11020540
1114055000,1114055000,1114055000,1114055000,1114055000,1114055000,명동,Seoul,Myeong-dong,Neighborhood,1102055,1102055,1102055,1102055,1102055,1102055,1102055,1102055,1102055,1102055,1102055,1102055,1102055,1102055,1102055,1102055,1102055,1102055,1102055,1102055,1102055,1102055,1102055,1102055,1102055,11020550,11020550,11020550
1114057000,1114057000,1114057000,1114057000,1114057000,1114057000,필동,Seoul,Pil-dong,Neighborhood,1102057,1102057,1102057,1102057,1102057,1102057,1102057,1102057,1102057,1102057,1102057,1102057,1102057,1102057,1102057,1102057,1102057,1102057,1102057,1102057,1102057,1102057,1102057,1102057,1102057,11020570,11020570,11020570
1114058000,1114058000,1114058000,1114058000,1114058000,1114058000,장충동,Seoul,Jangchung-dong,Neighborhood,1102058,1102058,1102058,1102058,1102058,1102058,1102058,1102058,1102058,1102058,1102058,1102058,1102058,1102058,1102058,1102058,1102058,1102058,1102058,1102058,1102058,1102058,1102058,1102058,1102058,11020580,11020580,11020580
1114059000,1114059000,1114059000,1114059000,1114059000,1114059000,광희동,Seoul,Gwanghui-dong,Neighborhood,1102059,1102059,1102059,1102059,1102059,1102059,1102059,1102059,1102059,1102059,1102059,1102059,1102059,1102059,1102059,1102059,1102059,1102059,1102059,1102059,1102059,1102059,1102059,1102059,1102059,11020590,11020590,11020590
1114060000,1114060000,1114060000,1114060000,1114060000,1114060000,을지로3.4.5가동,Seoul,Uljiro3.4.5ga-dong,Neighborhood,1102060,1102060,1102060,1102060,1102060,1102060,1102060,,,,,,,,,,,,,,,,,,,,,
1114060500,1114060500,1114060500,1114060500,1114060500,1114060500,을지로동,Seoul,Uljiro-dong,Neighborhood,,,,,,,,1102060,1102060,1102060,1102060,1102060,1102060,1102060,1102060,1102060,1102060,1102060,1102060,1102060,1102060,1102060,1102060,1102060,1102060,11020600,11020600,11020600
1114061000,1114061000,1114061000,1114061000,1114061000,1114061000,신당제1동,Seoul,Sindang1-dong,Neighborhood,1102061,1102061,1102061,1102061,1102061,1102061,1102061,1102061,1102061,1102061,1102061,1102061,1102061,1102061,1102061,,,,,,,,,,,,,
1114061500,1114061500,1114061500,1114061500,1114061500,1114061500,신당동,Seoul,Sindang-dong,Neighborhood,,,,,,,,,,,,,,,,1102069,1102069,1102069,1102069,1102069,1102069,1102069,1102069,1102069,1102069,11020690,11020690,11020690
1114062000,1114062000,1114062000,1114062000,1114062000,1114062000,신당제2동,Seoul,Sindang2-dong,Neighborhood,1102062,1102062,1102062,1102062,1102062,1102062,1102062,1102062,1102062,1102062,1102062,1102062,1102062,1102062,1102062,,,,,,,,,,,,,
1114062500,1114062500,1114062500,1114062500,1114062500,1114062500,다산동,Seoul,Dasan-dong,Neighborhood,,,,,,,,,,,,,,,,1102070,1102070,1102070,1102070,1102070,1102070,1102070,1102070,1102070,1102070,11020700,11020700,11020700
1114063000,1114063000,1114063000,1114063000,1114063000,1114063000,신당제3동,Seoul,Sindang3-dong,Neighborhood,1102063,1102063,1102063,1102063,1102063,1102063,1102063,1102063,1102063,1102063,1102063,1102063,1102063,1102063,1102063,,,,,,,,,,,,,
1114063500,1114063500,1114063500,1114063500,1114063500,1114063500,약수동,Seoul,Yaksu-dong,Neighborhood,,,,,,,,,,,,,,,,1102071,1102071,1102071,1102071,1102071,1102071,1102071,1102071,1102071,1102071,11020710,11020710,11020710
1114064000,1114064000,1114064000,1114064000,1114064000,1114064000,신당제4동,Seoul,Sindang4-dong,Neighborhood,1102064,1102064,1102064,1102064,1102064,1102064,1102064,1102064,1102064,1102064,1102064,1102064,1102064,1102064,1102064,,,,,,,,,,,,,
1114064500,1114064500,1114064500,1114064500,1114064500,1114064500,청구동,Seoul,Cheonggu-dong,Neighborhood,,,,,,,,,,,,,,,,1102072,1102072,1102072,1102072,1102072,1102072,1102072,1102072,1102072,1102072,11020720,11020720,11020720
1114065000,1114065000,1114065000,1114065000,1114065000,1114065000,신당제5동,Seoul,Sindang5-dong,Neighborhood,1102065,1102065,1102065,1102065,1102065,1102065,1102065,1102065,1102065,1102065,1102065,1102065,1102065,1102065,1102065,1102065,1102065,1102065,1102065,1102065,1102065,1102065,1102065,1102065,1102065,11020650,11020650,11020650
1114066000,1114066000,1114066000,1114066000,1114066000,1114066000,신당제6동,Seoul,Sindang6-dong,Neighborhood,1102066,1102066,1102066,1102066,1102066,1102066,1102066,1102066,1102066,1102066,1102066,1102066,1102066,1102066,1102066,,,,,,,,,,,,,
1114066500,1114066500,1114066500,1114066500,1114066500,1114066500,동화동,Seoul,Donghwa-dong,Neighborhood,,,,,,,,,,,,,,,,1102073,1102073,1102073,1102073,1102073,1102073,1102073,1102073,1102073,1102073,11020730,11020730,11020730
1114067000,1114067000,1114067000,1114067000,1114067000,1114067000,황학동,Seoul,Hwanghak-dong,Neighborhood,1102067,1102067,1102067,1102067,1102067,1102067,1102067,1102067,1102067,1102067,1102067,1102067,1102067,1102067,1102067,1102067,1102067,1102067,1102067,1102067,1102067,1102067,1102067,1102067,1102067,11020670,11020670,11020670
1114068000,1114068000,1114068000,1114068000,1114068000,1114068000,중림동,Seoul,Jungnim-dong,Neighborhood,1102068,1102068,1102068,1102068,1102068,1102068,1102068,1102068,1102068,1102068,1102068,1102068,1102068,1102068,1102068,1102068,1102068,1102068,1102068,1102068,1102068,1102068,1102068,1102068,1102068,11020680,11020680,11020680
11170,1117000000,11170,1117000000,11170,1117000000,용산구,Seoul,Yongsan-gu,District,1103000,1103000,1103000,1103000,1103000,1103000,1103000,1103000,1103000,1103000,1103000,1103000,1103000,1103000,1103000,1103000,1103000,1103000,1103000,1103000,1103000,1103000,1103000,1103000,1103000,11030000,11030000,11030000
1117051000,1117051000,1117051000,1117051000,1117051000,1117051000,후암동,Seoul,,Neighborhood,1103051,1103051,1103051,1103051,1103051,1103051,1103051,1103051,1103051,1103051,1103051,1103051,1103051,1103051,1103051,1103051,1103051,1103051,1103051,1103051,1103051,1103051,1103051,1103051,1103051,11030510,11030510,11030510
1117052000,1117052000,1117052000,1117052000,1117052000,1117052000,용산2가동,Seoul,,Neighborhood,1103052,1103052,1103052,1103052,1103052,1103052,1103052,1103052,1103052,1103052,1103052,1103052,1103052,1103052,1103052,1103052,1103052,1103052,1103052,1103052,1103052,1103052,1103052,1103052,1103052,11030520,11030520,11030520
1117053000,1117053000,1117053000,1117053000,1117053000,1117053000,남영동,Seoul,,Neighborhood,1103053,1103053,1103053,1103053,1103053,1103053,1103053,1103053,1103053,1103053,1103053,1103053,1103053,1103053,1103053,1103053,1103053,1103053,1103053,1103053,1103053,1103053,1103053,1103053,1103053,11030530,11030530,11030530
1117054000,1117054000,1117054000,1117054000,1117054000,1117054000,청파제1동,Seoul,,Neighborhood,1103054,1103054,1103054,1103054,1103054,1103054,1103054,1103054,1103054,1103054,,,,,,,,,,,,,,,,,,
1117055000,1117055000,1117055000,1117055000,1117055000,1117055000,청파제2동,Seoul,,Neighborhood,1103055,1103055,1103055,1103055,1103055,1103055,1103055,1103055,1103055,1103055,,,,,,,,,,,,,,,,,,
1117055500,1117055500,1117055500,1117055500,1117055500,1117055500,청파동,Seoul,,Neighborhood,,,,,,,,,,,1103071,1103071,1103071,1103071,1103071,1103071,1103071,1103071,1103071,1103071,1103071,1103071,1103071,1103071,1103071,11030710,11030710,11030710
1117056000,1117056000,1117056000,1117056000,1117056000,1117056000,원효로제1동,Seoul,,Neighborhood,1103056,1103056,1103056,1103056,1103056,1103056,1103056,1103056,1103056,1103056,1103072,1103072,1103072,1103072,1103072,1103072,1103072,1103072,1103072,1103072,1103072,1103072,1103072,1103072,1103072,11030720,11030720,11030720
1117057000,1117057000,1117057000,1117057000,1117057000,1117057000,원효로제2동,Seoul,,Neighborhood,1103057,1103057,1103057,1103057,1103057,1103057,1103057,1103057,1103057,1103057,1103057,1103057,1103057,1103057,1103057,1103057,1103057,1103057,1103057,1103057,1103057,1103057,1103057,1103057,1103057,11030570,11030570,11030570
1117058000,1117058000,1117058000,1117058000,1117058000,1117058000,효창동,Seoul,,Neighborhood,1103058,1103058,1103058,1103058,1103058,1103058,1103058,1103058,1103058,1103058,1103058,1103058,1103058,1103058,1103058,1103058,1103058,1103058,1103058,1103058,1103058,1103058,1103058,1103058,1103058,11030580,11030580,11030580
1117059000,1117059000,1117059000,1117059000,1117059000,1117059000,용문동,Seoul,,Neighborhood,1103059,1103059,1103059,1103059,1103059,1103059,1103059,1103059,1103059,1103059,1103059,1103059,1103059,1103059,1103059,1103059,1103059,1103059,1103059,1103059,1103059,1103059,1103059,1103059,1103059,11030590,11030590,11030590
1117060000,1117060000,1117060000,1117060000,1117060000,1117060000,한강로제1동,Seoul,,Neighborhood,1103060,1103060,1103060,1103060,1103060,1103060,1103060,1103060,1103060,1103060,,,,,,,,,,,,,,,,,,
1117061000,1117061000,1117061000,1117061000,1117061000,1117061000,한강로제2동,Seoul,,Neighborhood,1103061,1103061,1103061,1103061,1103061,1103061,1103061,1103061,1103061,1103061,,,,,,,,,,,,,,,,,,
1117062000,1117062000,1117062000,1117062000,1117062000,1117062000,한강로제3동,Seoul,,Neighborhood,1103062,1103062,1103062,1103062,1103062,1103062,1103062,1103062,1103062,1103062,,,,,,,,,,,,,,,,,,
1117062500,1117062500,1117062500,1117062500,1117062500,1117062500,한강로동,Seoul,,Neighborhood,,,,,,,,,,,1103073,1103073,1103073,1103073,1103073,1103073,1103073,1103073,1103073,1103073,1103073,1103073,1103073,1103073,1103073,11030730,11030730,11030730
1117063000,1117063000,1117063000,1117063000,1117063000,1117063000,이촌제1동,Seoul,,Neighborhood,1103063,1103063,1103063,1103063,1103063,1103063,1103063,1103063,1103063,1103063,1103063,1103063,1103063,1103063,1103063,1103063,1103063,1103063,1103063,1103063,1103063,1103063,1103063,1103063,1103063,11030630,11030630,11030630
1117064000,1117064000,1117064000,1117064000,1117064000,1117064000,이촌제2동,Seoul,,Neighborhood,1103064,1103064,1103064,1103064,1103064,1103064,1103064,1103064,1103064,1103064,1103064,1103064,1103064,1103064,1103064,1103064,1103064,1103064,1103064,1103064,1103064,1103064,1103064,1103064,1103064,11030640,11030640,11030640
1117065000,1117065000,1117065000,1117065000,1117065000,1117065000,이태원제1동,Seoul,,Neighborhood,1103065,1103065,1103065,1103065,1103065,1103065,1103065,1103065,1103065,1103065,1103065,1103065,1103065,1103065,1103065,1103065,1103065,1103065,1103065,1103065,1103065,1103065,1103065,1103065,1103065,11030650,11030650,11030650
1117066000,1117066000,1117066000,1117066000,1117066000,1117066000,이태원제2동,Seoul,,Neighborhood,1103066,1103066,1103066,1103066,1103066,1103066,1103066,1103066,1103066,1103066,1103066,1103066,1103066,1103066,1103066,1103066,1103066,1103066,1103066,1103066,1103066,1103066,1103066,1103066,1103066,11030660,11030660,11030660
1117067000,1117067000,1117067000,1117067000,1117067000,1117067000,한남제1동,Seoul,,Neighborhood,1103067,1103067,1103067,1103067,1103067,1103067,1103067,1103067,1103067,1103067,,,,,,,,,,,,,,,,,,
1117068000,1117068000,1117068000,1117068000,1117068000,1117068000,한남제2동,Seoul,,Neighborhood,1103068,1103068,1103068,1103068,1103068,1103068,1103068,1103068,1103068,1103068,,,,,,,,,,,,,,,,,,
1117068500,1117068500,1117068500,1117068500,1117068500,1117068500,한남동,Seoul,,Neighborhood,,,,,,,,,,,1103074,1103074,1103074,1103074,1103074,1103074,1103074,1103074,1103074,1103074,1103074,1103074,1103074,1103074,1103074,11030740,11030740,11030740
1117069000,1117069000,1117069000,1117069000,1117069000,1117069000,서빙고동,Seoul,,Neighborhood,1103069,1103069,1103069,1103069,1103069,1103069,1103069,1103069,1103069,1103069,1103069,1103069,1103069,1103069,1103069,1103069,1103069,1103069,1103069,1103069,1103069,1103069,1103069,1103069,1103069,11030690,11030690,11030690
1117070000,1117070000,1117070000,1117070000,1117070000,1117070000,보광동,Seoul,,Neighborhood,1103070,1103070,1103070,1103070,1103070,1103070,1103070,1103070,1103070,1103070,1103070,1103070,1103070,1103070,1103070,1103070,1103070,1103070,1103070,1103070,1103070,1103070,1103070,1103070,1103070,11030700,11030700,11030700
11200,1120000000,11200,1120000000,11200,1120000000,성동구,Seoul,Seongdong-gu,District,1104000,1104000,1104000,1104000,1104000,1104000,1104000,1104000,1104000,1104000,1104000,1104000,1104000,1104000,1104000,1104000,1104000,1104000,1104000,1104000,1104000,1104000,1104000,1104000,1104000,11040000,11040000,11040000
1120051000,1120051000,1120051000,1120051000,1120051000,1120051000,왕십리제1동,Seoul,,Neighborhood,1104051,1104051,1104051,1104051,1104051,1104051,1104051,1104051,1104051,1104051,,,,,,,,,,,,,,,,,,
1120052000,1120052000,1120052000,1120052000,1120052000,1120052000,왕십리제2동,Seoul,,Neighborhood,1104052,1104052,1104052,1104052,1104052,1104052,1104052,1104052,1104052,1104052,1104052,1104052,1104052,1104052,1104052,1104052,1104052,1104052,1104052,1104052,1104052,1104052,1104052,1104052,1104052,11040520,11040520,11040520
1120053000,1120053000,1120053000,1120053000,1120053000,1120053000,도선동,Seoul,,Neighborhood,1104053,1104053,1104053,1104053,1104053,1104053,1104053,1104053,1104053,1104053,,,,,,,,,,,,,,,,,,
1120053500,1120053500,1120053500,1120053500,1120053500,1120053500,왕십리도선동,Seoul,,Neighborhood,,,,,,,,,,,1104071,1104071,1104071,1104071,1104071,1104071,1104071,1104071,1104071,1104071,1104071,1104071,1104071,1104071,1104071,11040710,11040710,11040710
1120054000,1120054000,1120054000,1120054000,1120054000,1120054000,마장동,Seoul,,Neighborhood,1104054,1104054,1104054,1104054,1104054,1104054,1104054,1104054,1104054,1104054,1104054,1104054,1104054,1104054,1104054,1104054,1104054,1104054,1104054,1104054,1104054,1104054,1104054,1104054,1104054,11040540,11040540,11040540
1120055000,1120055000,1120055000,1120055000,1120055000,1120055000,사근동,Seoul,,Neighborhood,1104055,1104055,1104055,1104055,1104055,1104055,1104055,1104055,1104055,1104055,1104055,1104055,1104055,1104055,1104055,1104055,1104055,1104055,1104055,1104055,1104055,1104055,1104055,1104055,1104055,11040550,11040550,11040550
1120056000,1120056000,1120056000,1120056000,1120056000,1120056000,행당제1동,Seoul,,Neighborhood,1104056,1104056,1104056,1104056,1104056,1104056,1104056,1104056,1104056,1104056,1104056,1104056,1104056,1104056,1104056,1104056,1104056,1104056,1104056,1104056,1104056,1104056,1104056,1104056,1104056,11040560,11040560,11040560
1120057000,1120057000,1120057000,1120057000,1120057000,1120057000,행당제2동,Seoul,,Neighborhood,1104057,1104057,1104057,1104057,1104057,1104057,1104057,1104057,1104057,1104057,1104057,1104057,1104057,1104057,1104057,1104057,1104057,1104057,1104057,1104057,1104057,1104057,1104057,1104057,1104057,11040570,11040570,11040570
1120058000,1120058000,1120058000,1120058000,1120058000,1120058000,응봉동,Seoul,,Neighborhood,1104058,1104058,1104058,1104058,1104058,1104058,1104058,1104058,1104058,1104058,1104058,1104058,1104058,1104058,1104058,1104058,1104058,1104058,1104058,1104058,1104058,1104058,1104058,1104058,1104058,11040580,11040580,11040580
1120059000,1120059000,1120059000,1120059000,1120059000,1120059000,금호1가동,Seoul,,Neighborhood,1104059,1104059,1104059,1104059,1104059,1104059,1104059,1104059,1104059,1104059,1104059,1104059,1104059,1104059,1104059,1104059,1104059,1104059,1104059,1104059,1104059,1104059,1104059,1104059,1104059,11040590,11040590,11040590
1120060000,1120060000,1120060000,1120060000,1120060000,1120060000,금호2가동,Seoul,,Neighborhood,1104060,1104060,1104060,1104060,1104060,1104060,1104060,1104060,1104060,1104060,,,,,,,,,,,,,,,,,,
1120061000,1120061000,1120061000,1120061000,1120061000,1120061000,금호3가동,Seoul,,Neighborhood,1104061,1104061,1104061,1104061,1104061,1104061,1104061,1104061,1104061,1104061,,,,,,,,,,,,,,,,,,
1120061500,1120061500,1120061500,1120061500,1120061500,1120061500,금호2.3가동,Seoul,,Neighborhood,,,,,,,,,,,1104072,1104072,1104072,1104072,1104072,1104072,1104072,1104072,1104072,1104072,1104072,1104072,1104072,1104072,1104072,11040720,11040720,11040720
1120062000,1120062000,1120062000,1120062000,1120062000,1120062000,금호4가동,Seoul,,Neighborhood,1104062,1104062,1104062,1104062,1104062,1104062,1104062,1104062,1104062,1104062,1104062,1104062,1104062,1104062,1104062,1104062,1104062,1104062,1104062,1104062,1104062,1104062,1104062,1104062,1104062,11040620,11040620,11040620
1120063000,1120063000,1120063000,1120063000,1120063000,1120063000,옥수제1동,Seoul,,Neighborhood,1104063,1104063,1104063,1104063,1104063,1104063,1104063,1104063,1104063,1104063,,,,,,,,,,,,,,,,,,
1120064000,1120064000,1120064000,1120064000,1120064000,1120064000,옥수제2동,Seoul,,Neighborhood,1104064,1104064,1104064,1104064,1104064,1104064,1104064,1104064,1104064,1104064,,,,,,,,,,,,,,,,,,
1120064500,1120064500,1120064500,1120064500,1120064500,1120064500,옥수동,Seoul,,Neighborhood,,,,,,,,,,,1104073,1104073,1104073,1104073,1104073,1104073,1104073,1104073,1104073,1104073,1104073,1104073,1104073,1104073,1104073,11040730,11040730,11040730
1120065000,1120065000,1120065000,1120065000,1120065000,1120065000,성수1가제1동,Seoul,,Neighborhood,1104065,1104065,1104065,1104065,1104065,1104065,1104065,1104065,1104065,1104065,1104065,1104065,1104065,1104065,1104065,1104065,1104065,1104065,1104065,1104065,1104065,1104065,1104065,1104065,1104065,11040650,11040650,11040650
1120066000,1120066000,1120066000,1120066000,1120066000,1120066000,성수1가제2동,Seoul,,Neighborhood,1104066,1104066,1104066,1104066,1104066,1104066,1104066,1104066,1104066,1104066,1104066,1104066,1104066,1104066,1104066,1104066,1104066,1104066,1104066,1104066,1104066,1104066,1104066,1104066,1104066,11040660,11040660,11040660
1120067000,1120067000,1120067000,1120067000,1120067000,1120067000,성수2가제1동,Seoul,,Neighborhood,1104067,1104067,1104067,1104067,1104067,1104067,1104067,1104067,1104067,1104067,1104067,1104067,1104067,1104067,1104067,1104067,1104067,1104067,1104067,1104067,1104067,1104067,1104067,1104067,1104067,11040670,11040670,11040670
1120069000,1120069000,1120069000,1120069000,1120069000,1120069000,성수2가제3동,Seoul,,Neighborhood,1104068,1104068,1104068,1104068,1104068,1104068,1104068,1104068,1104068,1104068,1104068,1104068,1104068,1104068,1104068,1104068,1104068,1104068,1104068,1104068,1104068,1104068,1104068,1104068,1104068,11040680,11040680,11040680
1120072000,1120072000,1120072000,1120072000,1120072000,1120072000,송정동,Seoul,,Neighborhood,1104069,1104069,1104069,1104069,1104069,1104069,1104069,1104069,1104069,1104069,1104069,1104069,1104069,1104069,1104069,1104069,1104069,1104069,1104069,1104069,1104069,1104069,1104069,1104069,1104069,11040690,11040690,11040690
1120079000,1120079000,1120079000,1120079000,1120079000,1120079000,용답동,Seoul,,Neighborhood,1104070,1104070,1104070,1104070,1104070,1104070,1104070,1104070,1104070,1104070,1104070,1104070,1104070,1104070,1104070,1104070,1104070,1104070,1104070,1104070,1104070,1104070,1104070,1104070,1104070,11040700,11040700,11040700
11215,1121500000,11215,1121500000,11215,1121500000,광진구,Seoul,Gwangjin-gu,District,1105000,1105000,1105000,1105000,1105000,1105000,1105000,1105000,1105000,1105000,1105000,1105000,1105000,1105000,1105000,1105000,1105000,1105000,1105000,1105000,1105000,1105000,1105000,1105000,1105000,11050000,11050000,11050000
