adm,adm10,adm_2023,adm10_2023,adm_2024,adm10_2024,name,name_sido,name_eng,level,sgis_1998,sgis_1999,sgis_2000,sgis_2001,sgis_2002,sgis_2003,sgis_2004,sgis_2005,sgis_2006,sgis_2007,sgis_2008,sgis_2009,sgis_2010,sgis_2011,sgis_2012,sgis_2013,sgis_2014,sgis_2015,sgis_2016,sgis_2017,sgis_2018,sgis_2019,sgis_2020,sgis_2021,sgis_2022_old,sgis_2022,sgis_2023,sgis_2024
4161054000,4161054000,4161054000,4161054000,4161054000,4161054000,쌍령동,Gyeonggi-do,,Neighborhood,,,,,,,,,,,,,,,,,,,,,,,3125056,3125056,3125056,31250560,31250560,31250560
4161055000,4161055000,4161055000,4161055000,4161055000,4161055000,탄벌동,Gyeonggi-do,,Neighborhood,,,,,,,,,,,,,,,,,,,,,,,3125057,3125057,3125057,31250570,31250570,31250570
4161056000,4161056000,4161056000,4161056000,4161056000,4161056000,광남1동,Gyeonggi-do,,Neighborhood,,,,,,,,,,,,,,,,,,,,,,,3125058,3125058,3125058,31250580,31250580,31250580
4161057000,4161057000,4161057000,4161057000,4161057000,4161057000,광남2동,Gyeonggi-do,,Neighborhood,,,,,,,,,,,,,,,,,,,,,,,3125059,3125059,3125059,31250590,31250590,31250590
4161058000,4161058000,4161058000,4161058000,4161058000,4161058000,오포1동,Gyeonggi-do,,Neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,3125060,31250511,31250511,31250511
4161059000,4161059000,4161059000,4161059000,4161059000,4161059000,오포2동,Gyeonggi-do,,Neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,3125061,31250512,31250512,31250512
4161060000,4161060000,4161060000,4161060000,4161060000,4161060000,신현동,Gyeonggi-do,,Neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,3125062,31250513,31250513,31250513
4161061000,4161061000,4161061000,4161061000,4161061000,4161061000,능평동,Gyeonggi-do,,Neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,3125063,31250514,31250514,31250514
41630,4163000000,41630,4163000000,41630,4163000000,양주시,Gyeonggi-do,Yangju-si,District,,,,,,3126000,3126000,3126000,3126000,3126000,3126000,3126000,3126000,3126000,3126000,3126000,3126000,3126000,3126000,3126000,3126000,3126000,3126000,3126000,3126000,31260000,31260000,31260000
4163025000,4163025000,4163025000,4163025000,4163025000,4163025000,백석읍,Gyeonggi-do,,Neighborhood,,,,,,3126011,3126011,3126011,3126011,3126011,3126011,3126011,3126011,3126011,3126011,3126011,3126011,3126011,3126011,3126011,3126011,3126011,3126011,3126011,3126011,31260110,31260110,31260110
4163031000,4163031000,4163031000,4163031000,4163031000,4163031000,은현면,Gyeonggi-do,,Neighborhood,,,,,,3126031,3126031,3126031,3126031,3126031,3126031,3126031,3126031,3126031,3126031,3126031,3126031,3126031,3126031,3126031,3126031,3126031,3126031,3126031,3126031,31260310,31260310,31260310
4163032000,4163032000,4163032000,4163032000,4163032000,4163032000,남면,Gyeonggi-do,,Neighborhood,,,,,,3126032,3126032,3126032,3126032,3126032,3126032,3126032,3126032,3126032,3126032,3126032,3126032,3126032,3126032,3126032,3126032,3126032,3126032,3126032,3126032,31260320,31260320,31260320
4163033000,4163033000,4163033000,4163033000,4163033000,4163033000,광적면,Gyeonggi-do,,Neighborhood,,,,,,3126033,3126033,3126033,3126033,3126033,3126033,3126033,3126033,3126033,3126033,3126033,3126033,3126033,3126033,3126033,3126033,3126033,3126033,3126033,3126033,31260330,31260330,31260330
4163034000,4163034000,4163034000,4163034000,4163034000,4163034000,장흥면,Gyeonggi-do,,Neighborhood,,,,,,3126034,3126034,3126034,3126034,3126034,3126034,3126034,3126034,3126034,3126034,3126034,3126034,3126034,3126034,3126034,3126034,3126034,3126034,3126034,3126034,31260340,31260340,31260340
4163051000,4163051000,4163051000,4163051000,4163051000,4163051000,양주1동,Gyeonggi-do,,Neighborhood,,,,,,3126051,3126051,3126051,3126051,3126051,3126051,3126051,3126051,3126051,3126051,3126051,3126051,3126051,3126051,3126051,3126051,3126051,3126051,3126051,3126051,31260510,31260510,31260510
4163052000,4163052000,4163052000,4163052000,4163052000,4163052000,양주2동,Gyeonggi-do,,Neighborhood,,,,,,3126052,3126052,3126052,3126052,3126052,3126052,3126052,3126052,3126052,3126052,3126052,3126052,3126052,3126052,3126052,3126052,3126052,3126052,3126052,3126052,31260520,31260520,31260520
4163053000,4163053000,4163053000,4163053000,4163053000,4163053000,회천1동,Gyeonggi-do,,Neighborhood,,,,,,3126053,3126053,3126053,3126053,3126053,3126053,3126053,3126053,3126053,3126053,3126053,3126053,3126053,3126053,3126053,3126053,3126053,3126053,3126053,3126053,31260530,31260530,31260530
4163054000,4163054000,4163054000,4163054000,4163054000,4163054000,회천2동,Gyeonggi-do,,Neighborhood,,,,,,3126054,3126054,3126054,3126054,3126054,3126054,3126054,3126054,3126054,3126054,3126054,3126054,3126054,3126054,3126054,3126054,3126054,3126054,3126054,3126054,31260540,31260540,31260540
4163055000,4163055000,4163055000,4163055000,4163055000,4163055000,회천3동,Gyeonggi-do,,Neighborhood,,,,,,3126055,3126055,3126055,3126055,3126055,3126055,3126055,3126055,3126055,3126055,3126055,3126055,3126055,3126055,3126055,3126055,3126055,3126055,3126055,3126055,31260550,31260550,31260550
4163056000,4163056000,4163056000,4163056000,4163056000,4163056000,회천4동,Gyeonggi-do,,Neighborhood,,,,,,3126056,3126056,3126056,3126056,3126056,3126056,3126056,3126056,3126056,3126056,3126056,3126056,3126056,3126056,3126056,3126056,3126056,3126056,3126056,3126056,31260560,,
4163057000,4163057000,4163057000,4163057000,4163057000,4163057000,옥정1동,Gyeonggi-do,,Neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,31260561,31260561
4163058000,4163058000,4163058000,4163058000,4163058000,4163058000,옥정2동,Gyeonggi-do,,Neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,31260571,31260571
41650,4165000000,41650,4165000000,41650,4165000000,포천시,Gyeonggi-do,Pocheon-si,District,,,,,,3127000,3127000,3127000,3127000,3127000,3127000,3127000,3127000,3127000,3127000,3127000,3127000,3127000,3127000,3127000,3127000,3127000,3127000,3127000,3127000,31270000,31270000,31270000
4165025000,4165025000,4165025000,4165025000,4165025000,4165025000,소흘읍,Gyeonggi-do,,Neighborhood,,,,,,3127011,3127011,3127011,3127011,3127011,3127011,3127011,3127011,3127011,3127011,3127011,3127011,3127011,3127011,3127011,3127011,3127011,3127011,3127011,3127011,31270110,31270110,31270110
4165031000,4165031000,4165031000,4165031000,4165031000,4165031000,군내면,Gyeonggi-do,,Neighborhood,,,,,,3127031,3127031,3127031,3127031,3127031,3127031,3127031,3127031,3127031,3127031,3127031,3127031,3127031,3127031,3127031,3127031,3127031,3127031,3127031,3127031,31270310,31270310,31270310
4165032000,4165032000,4165032000,4165032000,4165032000,4165032000,내촌면,Gyeonggi-do,,Neighborhood,,,,,,3127032,3127032,3127032,3127032,3127032,3127032,3127032,3127032,3127032,3127032,3127032,3127032,3127032,3127032,3127032,3127032,3127032,3127032,3127032,3127032,31270320,31270320,31270320
4165033000,4165033000,4165033000,4165033000,4165033000,4165033000,가산면,Gyeonggi-do,,Neighborhood,,,,,,3127033,3127033,3127033,3127033,3127033,3127033,3127033,3127033,3127033,3127033,3127033,3127033,3127033,3127033,3127033,3127033,3127033,3127033,3127033,3127033,31270330,31270330,31270330
4165034000,4165034000,4165034000,4165034000,4165034000,4165034000,신북면,Gyeonggi-do,,Neighborhood,,,,,,3127034,3127034,3127034,3127034,3127034,3127034,3127034,3127034,3127034,3127034,3127034,3127034,3127034,3127034,3127034,3127034,3127034,3127034,3127034,3127034,31270340,31270340,31270340
4165035000,4165035000,4165035000,4165035000,4165035000,4165035000,창수면,Gyeonggi-do,,Neighborhood,,,,,,3127035,3127035,3127035,3127035,3127035,3127035,3127035,3127035,3127035,3127035,3127035,3127035,3127035,3127035,3127035,3127035,3127035,3127035,3127035,3127035,31270350,31270350,31270350
4165036000,4165036000,4165036000,4165036000,4165036000,4165036000,영중면,Gyeonggi-do,,Neighborhood,,,,,,3127036,3127036,3127036,3127036,3127036,3127036,3127036,3127036,3127036,3127036,3127036,3127036,3127036,3127036,3127036,3127036,3127036,3127036,3127036,3127036,31270360,31270360,31270360
4165037000,4165037000,4165037000,4165037000,4165037000,4165037000,일동면,Gyeonggi-do,,Neighborhood,,,,,,3127037,3127037,3127037,3127037,3127037,3127037,3127037,3127037,3127037,3127037,3127037,3127037,3127037,3127037,3127037,3127037,3127037,3127037,3127037,3127037,31270370,31270370,31270370
4165038000,4165038000,4165038000,4165038000,4165038000,4165038000,이동면,Gyeonggi-do,,Neighborhood,,,,,,3127038,3127038,3127038,3127038,3127038,3127038,3127038,3127038,3127038,3127038,3127038,3127038,3127038,3127038,3127038,3127038,3127038,3127038,3127038,3127038,31270380,31270380,31270380
4165039000,4165039000,4165039000,4165039000,4165039000,4165039000,영북면,Gyeonggi-do,,Neighborhood,,,,,,3127039,3127039,3127039,3127039,3127039,3127039,3127039,3127039,3127039,3127039,3127039,3127039,3127039,3127039,3127039,3127039,3127039,3127039,3127039,3127039,31270390,31270390,31270390
4165040000,4165040000,4165040000,4165040000,4165040000,4165040000,관인면,Gyeonggi-do,,Neighborhood,,,,,,3127040,3127040,3127040,3127040,3127040,3127040,3127040,3127040,3127040,3127040,3127040,3127040,3127040,3127040,3127040,3127040,3127040,3127040,3127040,3127040,31270400,31270400,31270400
4165041000,4165041000,4165041000,4165041000,4165041000,4165041000,화현면,Gyeonggi-do,,Neighborhood,,,,,,3127041,3127041,3127041,3127041,3127041,3127041,3127041,3127041,3127041,3127041,3127041,3127041,3127041,3127041,3127041,3127041,3127041,3127041,3127041,3127041,31270410,31270410,31270410
4165051000,4165051000,4165051000,4165051000,4165051000,4165051000,포천동,Gyeonggi-do,,Neighborhood,,,,,,3127051,3127051,3127051,3127051,3127051,3127051,3127051,3127051,3127051,3127051,3127051,3127051,3127051,3127051,3127051,3127051,3127051,3127051,3127051,3127051,31270510,31270510,31270510
4165052000,4165052000,4165052000,4165052000,4165052000,4165052000,선단동,Gyeonggi-do,,Neighborhood,,,,,,3127052,3127052,3127052,3127052,3127052,3127052,3127052,3127052,3127052,3127052,3127052,3127052,3127052,3127052,3127052,3127052,3127052,3127052,3127052,3127052,31270520,31270520,31270520
41670,4167000000,41670,4167000000,41670,4167000000,여주시,Gyeonggi-do,Yeoju-si,District,,,,,,,,,,,,,,,,3128000,3128000,3128000,3128000,3128000,3128000,3128000,3128000,3128000,3128000,31280000,31280000,31280000
4167025000,4167025000,4167025000,4167025000,4167025000,4167025000,가남읍,Gyeonggi-do,,Neighborhood,,,,,,,,,,,,,,,,3128011,3128011,3128011,3128011,3128011,3128011,3128011,3128011,3128011,3128011,31280110,31280110,31280110
4167031000,4167031000,4167031000,4167031000,4167031000,4167031000,점동면,Gyeonggi-do,,Neighborhood,,,,,,,,,,,,,,,,3128031,3128031,3128031,3128031,3128031,3128031,3128031,3128031,3128031,3128031,31280310,31280310,31280310
4167032000,4167032000,4167032000,4167032000,4167032000,4167032000,흥천면,Gyeonggi-do,,Neighborhood,,,,,,,,,,,,,,,,3128033,3128033,3128033,3128033,3128033,3128033,3128033,3128033,3128033,3128033,31280330,31280330,31280330
4167033000,4167033000,4167033000,4167033000,4167033000,4167033000,금사면,Gyeonggi-do,,Neighborhood,,,,,,,,,,,,,,,,3128034,3128034,3128034,3128034,3128034,3128034,3128034,3128034,3128034,3128034,31280340,31280340,31280340
4167034000,4167034000,4167034000,4167034000,4167034000,4167034000,능서면,Gyeonggi-do,,Neighborhood,,,,,,,,,,,,,,,,3128032,3128032,3128032,3128032,3128032,3128032,3128032,3128032,,,,,
4167034500,4167034500,4167034500,4167034500,4167034500,4167034500,세종대왕면,Gyeonggi-do,,Neighborhood,,,,,,,,,,,,,,,,,,,,,,,,3128039,3128039,31280390,31280390,31280390
4167035000,4167035000,4167035000,4167035000,4167035000,4167035000,대신면,Gyeonggi-do,,Neighborhood,,,,,,,,,,,,,,,,3128036,3128036,3128036,3128036,3128036,3128036,3128036,3128036,3128036,3128036,31280360,31280360,31280360
4167036000,4167036000,4167036000,4167036000,4167036000,4167036000,북내면,Gyeonggi-do,,Neighborhood,,,,,,,,,,,,,,,,3128037,3128037,3128037,3128037,3128037,3128037,3128037,3128037,3128037,3128037,31280370,31280370,31280370
4167037000,4167037000,4167037000,4167037000,4167037000,4167037000,강천면,Gyeonggi-do,,Neighborhood,,,,,,,,,,,,,,,,3128038,3128038,3128038,3128038,3128038,3128038,3128038,3128038,3128038,3128038,31280380,31280380,31280380
4167038000,4167038000,4167038000,4167038000,4167038000,4167038000,산북면,Gyeonggi-do,,Neighborhood,,,,,,,,,,,,,,,,3128035,3128035,3128035,3128035,3128035,3128035,3128035,3128035,3128035,3128035,31280350,31280350,31280350
4167051000,4167051000,4167051000,4167051000,4167051000,4167051000,여흥동,Gyeonggi-do,,Neighborhood,,,,,,,,,,,,,,,,3128051,3128051,3128051,3128051,3128051,3128051,3128051,3128051,3128051,3128051,31280510,31280510,31280510
4167052000,4167052000,4167052000,4167052000,4167052000,4167052000,중앙동,Gyeonggi-do,,Neighborhood,,,,,,,,,,,,,,,,3128052,3128052,3128052,3128052,3128052,3128052,3128052,3128052,3128052,3128052,31280520,31280520,31280520
4167053000,4167053000,4167053000,4167053000,4167053000,4167053000,오학동,Gyeonggi-do,,Neighborhood,,,,,,,,,,,,,,,,3128053,3128053,3128053,3128053,3128053,3128053,3128053,3128053,3128053,3128053,31280530,31280530,31280530
41710,4171000000,41710,4171000000,41710,4171000000,양주군,Gyeonggi-do,Yangju-gun,District,3131000,3131000,3131000,3131000,3131000,,,,,,,,,,,,,,,,,,,,,,,
4171025000,4171025000,4171025000,4171025000,4171025000,4171025000,회천읍,Gyeonggi-do,,Neighborhood,3131011,3131011,3131011,3131011,3131011,,,,,,,,,,,,,,,,,,,,,,,
4171025300,4171025300,4171025300,4171025300,4171025300,4171025300,양주읍,Gyeonggi-do,,Neighborhood,,,3131012,3131012,3131012,,,,,,,,,,,,,,,,,,,,,,,
4171025600,4171025600,4171025600,4171025600,4171025600,4171025600,백석읍,Gyeonggi-do,,Neighborhood,,,,3131013,3131013,,,,,,,,,,,,,,,,,,,,,,,
4171031000,4171031000,4171031000,4171031000,4171031000,4171031000,주내면,Gyeonggi-do,,Neighborhood,3131031,3131031,,,,,,,,,,,,,,,,,,,,,,,,,,
4171032000,4171032000,4171032000,4171032000,4171032000,4171032000,은현면,Gyeonggi-do,,Neighborhood,3131032,3131032,3131032,3131032,3131032,,,,,,,,,,,,,,,,,,,,,,,
4171033000,4171033000,4171033000,4171033000,4171033000,4171033000,남면,Gyeonggi-do,,Neighborhood,3131033,3131033,3131033,3131033,3131033,,,,,,,,,,,,,,,,,,,,,,,
4171034000,4171034000,4171034000,4171034000,4171034000,4171034000,광적면,Gyeonggi-do,,Neighborhood,3131034,3131034,3131034,3131034,3131034,,,,,,,,,,,,,,,,,,,,,,,
4171035000,4171035000,4171035000,4171035000,4171035000,4171035000,백석면,Gyeonggi-do,,Neighborhood,3131035,3131035,3131035,,,,,,,,,,,,,,,,,,,,,,,,,
4171036000,4171036000,4171036000,4171036000,4171036000,4171036000,장흥면,Gyeonggi-do,,Neighborhood,3131036,3131036,3131036,3131036,3131036,,,,,,,,,,,,,,,,,,,,,,,
41730,4173000000,41730,4173000000,41730,4173000000,여주군,Gyeonggi-do,Yeoju-gun,District,3132000,3132000,3132000,3132000,3132000,3132000,3132000,3132000,3132000,3132000,3132000,3132000,3132000,3132000,3132000,,,,,,,,,,,,,
4173025000,4173025000,4173025000,4173025000,4173025000,4173025000,여주읍,Gyeonggi-do,,Neighborhood,3132011,3132011,3132011,3132011,3132011,3132011,3132011,3132011,3132011,3132011,3132011,3132011,3132011,3132011,3132011,,,,,,,,,,,,,
4173031000,4173031000,4173031000,4173031000,4173031000,4173031000,점동면,Gyeonggi-do,,Neighborhood,3132031,3132031,3132031,3132031,3132031,3132031,3132031,3132031,3132031,3132031,3132031,3132031,3132031,3132031,3132031,,,,,,,,,,,,,
4173032000,4173032000,4173032000,4173032000,4173032000,4173032000,가남면,Gyeonggi-do,,Neighborhood,3132032,3132032,3132032,3132032,3132032,3132032,3132032,3132032,3132032,3132032,3132032,3132032,3132032,3132032,3132032,,,,,,,,,,,,,
4173033000,4173033000,4173033000,4173033000,4173033000,4173033000,흥천면,Gyeonggi-do,,Neighborhood,3132034,3132034,3132034,3132034,3132034,3132034,3132034,3132034,3132034,3132034,3132034,3132034,3132034,3132034,3132034,,,,,,,,,,,,,
4173034000,4173034000,4173034000,4173034000,4173034000,4173034000,금사면,Gyeonggi-do,,Neighborhood,3132035,3132035,3132035,3132035,3132035,3132035,3132035,3132035,3132035,3132035,3132035,3132035,3132035,3132035,3132035,,,,,,,,,,,,,
4173035000,4173035000,4173035000,4173035000,4173035000,4173035000,능서면,Gyeonggi-do,,Neighborhood,3132033,3132033,3132033,3132033,3132033,3132033,3132033,3132033,3132033,3132033,3132033,3132033,3132033,3132033,3132033,,,,,,,,,,,,,
4173036000,4173036000,4173036000,4173036000,4173036000,4173036000,대신면,Gyeonggi-do,,Neighborhood,3132037,3132037,3132037,3132037,3132037,3132037,3132037,3132037,3132037,3132037,3132037,3132037,3132037,3132037,3132037,,,,,,,,,,,,,
4173037000,4173037000,4173037000,4173037000,4173037000,4173037000,북내면,Gyeonggi-do,,Neighborhood,3132038,3132038,3132038,3132038,3132038,3132038,3132038,3132038,3132038,3132038,3132038,3132038,3132038,3132038,3132038,,,,,,,,,,,,,
4173038000,4173038000,4173038000,4173038000,4173038000,4173038000,강천면,Gyeonggi-do,,Neighborhood,3132039,3132039,3132039,3132039,3132039,3132039,3132039,3132039,3132039,3132039,3132039,3132039,3132039,3132039,3132039,,,,,,,,,,,,,
4173039000,4173039000,4173039000,4173039000,4173039000,4173039000,산북면,Gyeonggi-do,,Neighborhood,3132036,3132036,3132036,3132036,3132036,3132036,3132036,3132036,3132036,3132036,3132036,3132036,3132036,3132036,3132036,,,,,,,,,,,,,
41750,4175000000,41750,4175000000,41750,4175000000,화성군,Gyeonggi-do,Hwaseong-gun,District,3133000,3133000,3133000,,,,,,,,,,,,,,,,,,,,,,,,,
4175025000,4175025000,4175025000,4175025000,4175025000,4175025000,태안읍,Gyeonggi-do,,Neighborhood,3133011,3133011,3133011,,,,,,,,,,,,,,,,,,,,,,,,,
4175025300,4175025300,4175025300,4175025300,4175025300,4175025300,봉담읍,Gyeonggi-do,,Neighborhood,3133012,3133012,3133012,,,,,,,,,,,,,,,,,,,,,,,,,
4175032000,4175032000,4175032000,4175032000,4175032000,4175032000,매송면,Gyeonggi-do,,Neighborhood,3133031,3133031,3133031,,,,,,,,,,,,,,,,,,,,,,,,,
4175034000,4175034000,4175034000,4175034000,4175034000,4175034000,비봉면,Gyeonggi-do,,Neighborhood,3133033,3133033,3133033,,,,,,,,,,,,,,,,,,,,,,,,,
4175035000,4175035000,4175035000,4175035000,4175035000,4175035000,남양면,Gyeonggi-do,,Neighborhood,3133034,3133034,3133034,,,,,,,,,,,,,,,,,,,,,,,,,
4175036000,4175036000,4175036000,4175036000,4175036000,4175036000,마도면,Gyeonggi-do,,Neighborhood,3133035,3133035,3133035,,,,,,,,,,,,,,,,,,,,,,,,,
4175037000,4175037000,4175037000,4175037000,4175037000,4175037000,송산면,Gyeonggi-do,,Neighborhood,3133036,3133036,3133036,,,,,,,,,,,,,,,,,,,,,,,,,
4175038000,4175038000,4175038000,4175038000,4175038000,4175038000,서신면,Gyeonggi-do,,Neighborhood,3133037,3133037,3133037,,,,,,,,,,,,,,,,,,,,,,,,,
4175039000,4175039000,4175039000,4175039000,4175039000,4175039000,팔탄면,Gyeonggi-do,,Neighborhood,3133038,3133038,3133038,,,,,,,,,,,,,,,,,,,,,,,,,
4175040000,4175040000,4175040000,4175040000,4175040000,4175040000,장안면,Gyeonggi-do,,Neighborhood,3133039,3133039,3133039,,,,,,,,,,,,,,,,,,,,,,,,,
4175041000,4175041000,4175041000,4175041000,4175041000,4175041000,우정면,Gyeonggi-do,,Neighborhood,3133040,3133040,3133040,,,,,,,,,,,,,,,,,,,,,,,,,
4175042000,4175042000,4175042000,4175042000,4175042000,4175042000,향남면,Gyeonggi-do,,Neighborhood,3133041,3133041,3133041,,,,,,,,,,,,,,,,,,,,,,,,,
4175043000,4175043000,4175043000,4175043000,4175043000,4175043000,양감면,Gyeonggi-do,,Neighborhood,3133042,3133042,3133042,,,,,,,,,,,,,,,,,,,,,,,,,
4175044000,4175044000,4175044000,4175044000,4175044000,4175044000,정남면,Gyeonggi-do,,Neighborhood,3133043,3133043,3133043,,,,,,,,,,,,,,,,,,,,,,,,,
4175045000,4175045000,4175045000,4175045000,4175045000,4175045000,동탄면,Gyeonggi-do,,Neighborhood,3133044,3133044,3133044,,,,,,,,,,,,,,,,,,,,,,,,,
41790,4179000000,41790,4179000000,41790,4179000000,광주군,Gyeonggi-do,Gwangju-gun,District,3134000,3134000,3134000,,,,,,,,,,,,,,,,,,,,,,,,,
4179025000,4179025000,4179025000,4179025000,4179025000,4179025000,광주읍,Gyeonggi-do,,Neighborhood,3134011,3134011,3134011,,,,,,,,,,,,,,,,,,,,,,,,,
4179031000,4179031000,4179031000,4179031000,4179031000,4179031000,오포면,Gyeonggi-do,,Neighborhood,3134031,3134031,3134031,,,,,,,,,,,,,,,,,,,,,,,,,
4179032000,4179032000,4179032000,4179032000,4179032000,4179032000,초월면,Gyeonggi-do,,Neighborhood,3134032,3134032,3134032,,,,,,,,,,,,,,,,,,,,,,,,,
4179033000,4179033000,4179033000,4179033000,4179033000,4179033000,실촌면,Gyeonggi-do,,Neighborhood,3134033,3134033,3134033,,,,,,,,,,,,,,,,,,,,,,,,,
4179034000,4179034000,4179034000,4179034000,4179034000,4179034000,도척면,Gyeonggi-do,,Neighborhood,3134034,3134034,3134034,,,,,,,,,,,,,,,,,,,,,,,,,
4179035000,4179035000,4179035000,4179035000,4179035000,4179035000,퇴촌면,Gyeonggi-do,,Neighborhood,3134035,3134035,3134035,,,,,,,,,,,,,,,,,,,,,,,,,
4179036000,4179036000,4179036000,4179036000,4179036000,4179036000,남종면,Gyeonggi-do,,Neighborhood,3134036,3134036,3134036,,,,,,,,,,,,,,,,,,,,,,,,,
4179037000,4179037000,4179037000,4179037000,4179037000,4179037000,중부면,Gyeonggi-do,,Neighborhood,3134037,3134037,3134037,,,,,,,,,,,,,,,,,,,,,,,,,
41800,4180000000,41800,4180000000,41800,4180000000,연천군,Gyeonggi-do,Yeoncheon-gun,District,3135000,3135000,3135000,3135000,3135000,3135000,3135000,3135000,3135000,3135000,3135000,3135000,3135000,3135000,3135000,3135000,3135000,3135000,3135000,3135000,3135000,3135000,3135000,3135000,3135000,31550000,31550000,31550000
4180025000,4180025000,4180025000,4180025000,4180025000,4180025000,연천읍,Gyeonggi-do,,Neighborhood,3135011,3135011,3135011,3135011,3135011,3135011,3135011,3135011,3135011,3135011,3135011,3135011,3135011,3135011,3135011,3135011,3135011,3135011,3135011,3135011,3135011,3135011,3135011,3135011,3135011,31550110,31550110,31550110
4180025300,4180025300,4180025300,4180025300,4180025300,4180025300,전곡읍,Gyeonggi-do,,Neighborhood,3135012,3135012,3135012,3135012,3135012,3135012,3135012,3135012,3135012,3135012,3135012,3135012,3135012,3135012,3135012,3135012,3135012,3135012,3135012,3135012,3135012,3135012,3135012,3135012,3135012,31550120,31550120,31550120
4180031000,4180031000,4180031000,4180031000,4180031000,4180031000,군남면,Gyeonggi-do,,Neighborhood,3135031,3135031,3135031,3135031,3135031,3135031,3135031,3135031,3135031,3135031,3135031,3135031,3135031,3135031,3135031,3135031,3135031,3135031,3135031,3135031,3135031,3135031,3135031,3135031,3135031,31550310,31550310,31550310
4180032000,4180032000,4180032000,4180032000,4180032000,4180032000,청산면,Gyeonggi-do,,Neighborhood,3135032,3135032,3135032,3135032,3135032,3135032,3135032,3135032,3135032,3135032,3135032,3135032,3135032,3135032,3135032,3135032,3135032,3135032,3135032,3135032,3135032,3135032,3135032,3135032,3135032,31550320,31550320,31550320
4180033000,4180033000,4180033000,4180033000,4180033000,4180033000,백학면,Gyeonggi-do,,Neighborhood,3135033,3135033,3135033,3135033,3135033,3135033,3135033,3135033,3135033,3135033,3135033,3135033,3135033,3135033,3135033,3135033,3135033,3135033,3135033,3135033,3135033,3135033,3135033,3135033,3135033,31550330,31550330,31550330
4180034000,4180034000,4180034000,4180034000,4180034000,4180034000,미산면,Gyeonggi-do,,Neighborhood,3135034,3135034,3135034,3135034,3135034,3135034,3135034,3135034,3135034,3135034,3135034,3135034,3135034,3135034,3135034,3135034,3135034,3135034,3135034,3135034,3135034,3135034,3135034,3135034,3135034,31550340,31550340,31550340
4180035000,4180035000,4180035000,4180035000,4180035000,4180035000,왕징면,Gyeonggi-do,,Neighborhood,3135035,3135035,3135035,3135035,3135035,3135035,3135035,3135035,3135035,3135035,3135035,3135035,3135035,3135035,3135035,3135035,3135035,3135035,3135035,3135035,3135035,3135035,3135035,3135035,3135035,31550350,31550350,31550350
4180036000,4180036000,4180036000,4180036000,4180036000,4180036000,신서면,Gyeonggi-do,,Neighborhood,3135036,3135036,3135036,3135036,3135036,3135036,3135036,3135036,3135036,3135036,3135036,3135036,3135036,3135036,3135036,3135036,3135036,3135036,3135036,3135036,3135036,3135036,3135036,3135036,3135036,31550360,31550360,31550360
4180037000,4180037000,4180037000,4180037000,4180037000,4180037000,중면,Gyeonggi-do,,Neighborhood,3135037,3135037,3135037,3135037,3135037,3135037,3135037,3135037,3135037,3135037,3135037,3135037,3135037,3135037,3135037,3135037,3135037,3135037,3135037,3135037,3135037,3135037,3135037,3135037,3135037,31550370,31550370,31550370
4180038000,4180038000,4180038000,4180038000,4180038000,4180038000,장남면,Gyeonggi-do,,Neighborhood,3135038,3135038,3135038,3135038,3135038,3135038,3135038,3135038,3135038,3135038,3135038,3135038,3135038,3135038,3135038,3135038,3135038,3135038,3135038,3135038,3135038,3135038,3135038,3135038,3135038,31550380,31550380,31550380
41810,4181000000,41810,4181000000,41810,4181000000,포천군,Gyeonggi-do,Pocheon-gun,District,3136000,3136000,3136000,3136000,3136000,,,,,,,,,,,,,,,,,,,,,,,
4181025000,4181025000,4181025000,4181025000,4181025000,4181025000,포천읍,Gyeonggi-do,,Neighborhood,3136011,3136011,3136011,3136011,3136011,,,,,,,,,,,,,,,,,,,,,,,
4181025300,4181025300,4181025300,4181025300,4181025300,4181025300,소흘읍,Gyeonggi-do,,Neighborhood,3136012,3136012,3136012,3136012,3136012,,,,,,,,,,,,,,,,,,,,,,,
4181031000,4181031000,4181031000,4181031000,4181031000,4181031000,군내면,Gyeonggi-do,,Neighborhood,3136031,3136031,3136031,3136031,3136031,,,,,,,,,,,,,,,,,,,,,,,
4181032000,4181032000,4181032000,4181032000,4181032000,4181032000,내촌면,Gyeonggi-do,,Neighborhood,3136032,3136032,3136032,3136032,3136032,,,,,,,,,,,,,,,,,,,,,,,
4181033000,4181033000,4181033000,4181033000,4181033000,4181033000,가산면,Gyeonggi-do,,Neighborhood,3136033,3136033,3136033,3136033,3136033,,,,,,,,,,,,,,,,,,,,,,,
4181035000,4181035000,4181035000,4181035000,4181035000,4181035000,신북면,Gyeonggi-do,,Neighborhood,3136034,3136034,3136034,3136034,3136034,,,,,,,,,,,,,,,,,,,,,,,
4181036000,4181036000,4181036000,4181036000,4181036000,4181036000,관인면,Gyeonggi-do,,Neighborhood,3136040,3136040,3136040,3136040,3136040,,,,,,,,,,,,,,,,,,,,,,,
