"year","adm2_code","type","unit","class1","class2","value","adm1","adm2"
2010,36410,"mortality","per 100k population","All causes","total",462.2,"Jeollanam-do","Yeongam-gun"
2010,36410,"mortality","per 100k population","All causes","male",666.4,"Jeollanam-do","Yeongam-gun"
2010,36410,"mortality","per 100k population","All causes","female",311.1,"Jeollanam-do","Yeongam-gun"
2010,36420,"mortality","per 100k population","All causes","total",491.7,"Jeollanam-do","Muan-gun"
2010,36420,"mortality","per 100k population","All causes","male",703.7,"Jeollanam-do","Muan-gun"
2010,36420,"mortality","per 100k population","All causes","female",343.4,"Jeollanam-do","Muan-gun"
2010,36430,"mortality","per 100k population","All causes","total",449.6,"Jeollanam-do","Hampyeong-gun"
2010,36430,"mortality","per 100k population","All causes","male",706.9,"Jeollanam-do","Hampyeong-gun"
2010,36430,"mortality","per 100k population","All causes","female",242.9,"Jeollanam-do","Hampyeong-gun"
2010,36440,"mortality","per 100k population","All causes","total",470.8,"Jeollanam-do","Yeonggwang-gun"
2010,36440,"mortality","per 100k population","All causes","male",700,"Jeollanam-do","Yeonggwang-gun"
2010,36440,"mortality","per 100k population","All causes","female",296.6,"Jeollanam-do","Yeonggwang-gun"
2010,36450,"mortality","per 100k population","All causes","total",464.6,"Jeollanam-do","Jangseong-gun"
2010,36450,"mortality","per 100k population","All causes","male",653.8,"Jeollanam-do","Jangseong-gun"
2010,36450,"mortality","per 100k population","All causes","female",317.8,"Jeollanam-do","Jangseong-gun"
2010,36460,"mortality","per 100k population","All causes","total",441.5,"Jeollanam-do","Wando-gun"
2010,36460,"mortality","per 100k population","All causes","male",650.2,"Jeollanam-do","Wando-gun"
2010,36460,"mortality","per 100k population","All causes","female",282.8,"Jeollanam-do","Wando-gun"
2010,36470,"mortality","per 100k population","All causes","total",509.6,"Jeollanam-do","Jindo-gun"
2010,36470,"mortality","per 100k population","All causes","male",748.9,"Jeollanam-do","Jindo-gun"
2010,36470,"mortality","per 100k population","All causes","female",355.5,"Jeollanam-do","Jindo-gun"
2010,36480,"mortality","per 100k population","All causes","total",463.5,"Jeollanam-do","Sinan-gun"
2010,36480,"mortality","per 100k population","All causes","male",696.9,"Jeollanam-do","Sinan-gun"
2010,36480,"mortality","per 100k population","All causes","female",257.9,"Jeollanam-do","Sinan-gun"
2010,37010,"mortality","per 100k population","All causes","total",462.2,"Gyeongsangbuk-do","Pohang-si"
2010,37010,"mortality","per 100k population","All causes","male",652.9,"Gyeongsangbuk-do","Pohang-si"
2010,37010,"mortality","per 100k population","All causes","female",330.2,"Gyeongsangbuk-do","Pohang-si"
2010,37011,"mortality","per 100k population","All causes","total",483.2,"Gyeongsangbuk-do","Nam-gu"
2010,37011,"mortality","per 100k population","All causes","male",654,"Gyeongsangbuk-do","Nam-gu"
2010,37011,"mortality","per 100k population","All causes","female",360.2,"Gyeongsangbuk-do","Nam-gu"
2010,37012,"mortality","per 100k population","All causes","total",443.3,"Gyeongsangbuk-do","Buk-gu"
2010,37012,"mortality","per 100k population","All causes","male",651.3,"Gyeongsangbuk-do","Buk-gu"
2010,37012,"mortality","per 100k population","All causes","female",303.5,"Gyeongsangbuk-do","Buk-gu"
2010,37020,"mortality","per 100k population","All causes","total",451.3,"Gyeongsangbuk-do","Gyeongju-si"
2010,37020,"mortality","per 100k population","All causes","male",644.4,"Gyeongsangbuk-do","Gyeongju-si"
2010,37020,"mortality","per 100k population","All causes","female",307.4,"Gyeongsangbuk-do","Gyeongju-si"
2010,37030,"mortality","per 100k population","All causes","total",444,"Gyeongsangbuk-do","Gimcheon-si"
2010,37030,"mortality","per 100k population","All causes","male",646.2,"Gyeongsangbuk-do","Gimcheon-si"
2010,37030,"mortality","per 100k population","All causes","female",288.9,"Gyeongsangbuk-do","Gimcheon-si"
2010,37040,"mortality","per 100k population","All causes","total",466.6,"Gyeongsangbuk-do","Andong-si"
2010,37040,"mortality","per 100k population","All causes","male",659.5,"Gyeongsangbuk-do","Andong-si"
2010,37040,"mortality","per 100k population","All causes","female",318.5,"Gyeongsangbuk-do","Andong-si"
2010,37050,"mortality","per 100k population","All causes","total",427.7,"Gyeongsangbuk-do","Gumi-si"
2010,37050,"mortality","per 100k population","All causes","male",618.9,"Gyeongsangbuk-do","Gumi-si"
2010,37050,"mortality","per 100k population","All causes","female",296.1,"Gyeongsangbuk-do","Gumi-si"
2010,37060,"mortality","per 100k population","All causes","total",424.2,"Gyeongsangbuk-do","Yeongju-si"
2010,37060,"mortality","per 100k population","All causes","male",602.1,"Gyeongsangbuk-do","Yeongju-si"
2010,37060,"mortality","per 100k population","All causes","female",285.8,"Gyeongsangbuk-do","Yeongju-si"
2010,37070,"mortality","per 100k population","All causes","total",468.3,"Gyeongsangbuk-do","Yeongcheon-si"
2010,37070,"mortality","per 100k population","All causes","male",667.4,"Gyeongsangbuk-do","Yeongcheon-si"
2010,37070,"mortality","per 100k population","All causes","female",315.6,"Gyeongsangbuk-do","Yeongcheon-si"
2010,37080,"mortality","per 100k population","All causes","total",456.2,"Gyeongsangbuk-do","Sangju-si"
2010,37080,"mortality","per 100k population","All causes","male",659.4,"Gyeongsangbuk-do","Sangju-si"
2010,37080,"mortality","per 100k population","All causes","female",297.6,"Gyeongsangbuk-do","Sangju-si"
2010,37090,"mortality","per 100k population","All causes","total",459.5,"Gyeongsangbuk-do","Mungyeong-si"
2010,37090,"mortality","per 100k population","All causes","male",658.9,"Gyeongsangbuk-do","Mungyeong-si"
2010,37090,"mortality","per 100k population","All causes","female",302.9,"Gyeongsangbuk-do","Mungyeong-si"
2010,37100,"mortality","per 100k population","All causes","total",453.4,"Gyeongsangbuk-do","Gyeongsan-si"
2010,37100,"mortality","per 100k population","All causes","male",635.5,"Gyeongsangbuk-do","Gyeongsan-si"
2010,37100,"mortality","per 100k population","All causes","female",315.9,"Gyeongsangbuk-do","Gyeongsan-si"
2010,37310,"mortality","per 100k population","All causes","total",514.1,"Gyeongsangbuk-do","Gunwi-gun"
2010,37310,"mortality","per 100k population","All causes","male",756,"Gyeongsangbuk-do","Gunwi-gun"
2010,37310,"mortality","per 100k population","All causes","female",314.7,"Gyeongsangbuk-do","Gunwi-gun"
2010,37320,"mortality","per 100k population","All causes","total",461.9,"Gyeongsangbuk-do","Uiseong-gun"
2010,37320,"mortality","per 100k population","All causes","male",651.6,"Gyeongsangbuk-do","Uiseong-gun"
2010,37320,"mortality","per 100k population","All causes","female",313.2,"Gyeongsangbuk-do","Uiseong-gun"
2010,37330,"mortality","per 100k population","All causes","total",496.8,"Gyeongsangbuk-do","Cheongseong-gun"
2010,37330,"mortality","per 100k population","All causes","male",729.6,"Gyeongsangbuk-do","Cheongseong-gun"
2010,37330,"mortality","per 100k population","All causes","female",300.5,"Gyeongsangbuk-do","Cheongseong-gun"
2010,37340,"mortality","per 100k population","All causes","total",549.2,"Gyeongsangbuk-do","Yeongyang-gun"
2010,37340,"mortality","per 100k population","All causes","male",811.4,"Gyeongsangbuk-do","Yeongyang-gun"
2010,37340,"mortality","per 100k population","All causes","female",319.8,"Gyeongsangbuk-do","Yeongyang-gun"
2010,37350,"mortality","per 100k population","All causes","total",504.9,"Gyeongsangbuk-do","Yeongdeok-gun"
2010,37350,"mortality","per 100k population","All causes","male",707.7,"Gyeongsangbuk-do","Yeongdeok-gun"
2010,37350,"mortality","per 100k population","All causes","female",347.7,"Gyeongsangbuk-do","Yeongdeok-gun"
2010,37360,"mortality","per 100k population","All causes","total",488,"Gyeongsangbuk-do","Cheongdo-gun"
2010,37360,"mortality","per 100k population","All causes","male",689.1,"Gyeongsangbuk-do","Cheongdo-gun"
2010,37360,"mortality","per 100k population","All causes","female",335.1,"Gyeongsangbuk-do","Cheongdo-gun"
2010,37370,"mortality","per 100k population","All causes","total",465.5,"Gyeongsangbuk-do","Goryeong-gun"
2010,37370,"mortality","per 100k population","All causes","male",577.6,"Gyeongsangbuk-do","Goryeong-gun"
2010,37370,"mortality","per 100k population","All causes","female",365.3,"Gyeongsangbuk-do","Goryeong-gun"
2010,37380,"mortality","per 100k population","All causes","total",499.9,"Gyeongsangbuk-do","Seongju-gun"
2010,37380,"mortality","per 100k population","All causes","male",748.9,"Gyeongsangbuk-do","Seongju-gun"
2010,37380,"mortality","per 100k population","All causes","female",308.4,"Gyeongsangbuk-do","Seongju-gun"
2010,37390,"mortality","per 100k population","All causes","total",522.5,"Gyeongsangbuk-do","Chilgok-gun"
2010,37390,"mortality","per 100k population","All causes","male",745.5,"Gyeongsangbuk-do","Chilgok-gun"
2010,37390,"mortality","per 100k population","All causes","female",340.6,"Gyeongsangbuk-do","Chilgok-gun"
2010,37400,"mortality","per 100k population","All causes","total",494.8,"Gyeongsangbuk-do","Yecheon-gun"
2010,37400,"mortality","per 100k population","All causes","male",740.3,"Gyeongsangbuk-do","Yecheon-gun"
2010,37400,"mortality","per 100k population","All causes","female",292.1,"Gyeongsangbuk-do","Yecheon-gun"
2010,37410,"mortality","per 100k population","All causes","total",465,"Gyeongsangbuk-do","Bonghwa-gun"
2010,37410,"mortality","per 100k population","All causes","male",670.3,"Gyeongsangbuk-do","Bonghwa-gun"
2010,37410,"mortality","per 100k population","All causes","female",307.4,"Gyeongsangbuk-do","Bonghwa-gun"
2010,37420,"mortality","per 100k population","All causes","total",452,"Gyeongsangbuk-do","Uljin-gun"
2010,37420,"mortality","per 100k population","All causes","male",730.7,"Gyeongsangbuk-do","Uljin-gun"
2010,37420,"mortality","per 100k population","All causes","female",253.4,"Gyeongsangbuk-do","Uljin-gun"
2010,37430,"mortality","per 100k population","All causes","total",430,"Gyeongsangbuk-do","Ulleung-gun"
2010,37430,"mortality","per 100k population","All causes","male",634.8,"Gyeongsangbuk-do","Ulleung-gun"
2010,37430,"mortality","per 100k population","All causes","female",296.9,"Gyeongsangbuk-do","Ulleung-gun"
2010,38030,"mortality","per 100k population","All causes","total",420.2,"Gyeongsangnam-do","Jinju-si"
2010,38030,"mortality","per 100k population","All causes","male",589.5,"Gyeongsangnam-do","Jinju-si"
2010,38030,"mortality","per 100k population","All causes","female",300.9,"Gyeongsangnam-do","Jinju-si"
2010,38050,"mortality","per 100k population","All causes","total",520.7,"Gyeongsangnam-do","Tongyeong-si"
2010,38050,"mortality","per 100k population","All causes","male",801.8,"Gyeongsangnam-do","Tongyeong-si"
2010,38050,"mortality","per 100k population","All causes","female",324.8,"Gyeongsangnam-do","Tongyeong-si"
2010,38060,"mortality","per 100k population","All causes","total",506.1,"Gyeongsangnam-do","Sacheon-si"
2010,38060,"mortality","per 100k population","All causes","male",811.5,"Gyeongsangnam-do","Sacheon-si"
2010,38060,"mortality","per 100k population","All causes","female",298.2,"Gyeongsangnam-do","Sacheon-si"
2010,38110,"mortality","per 100k population","All causes","total",444,"Gyeongsangnam-do","Changwon-si"
2010,38110,"mortality","per 100k population","All causes","male",608.1,"Gyeongsangnam-do","Changwon-si"
2010,38110,"mortality","per 100k population","All causes","female",325.8,"Gyeongsangnam-do","Changwon-si"
2010,38111,"mortality","per 100k population","All causes","total",434.7,"Gyeongsangnam-do","Uichang-gu"
2010,38111,"mortality","per 100k population","All causes","male",609.7,"Gyeongsangnam-do","Uichang-gu"
2010,38111,"mortality","per 100k population","All causes","female",307.8,"Gyeongsangnam-do","Uichang-gu"
2010,38112,"mortality","per 100k population","All causes","total",432.3,"Gyeongsangnam-do","Seongsan-gu"
2010,38112,"mortality","per 100k population","All causes","male",620,"Gyeongsangnam-do","Seongsan-gu"
2010,38112,"mortality","per 100k population","All causes","female",321.9,"Gyeongsangnam-do","Seongsan-gu"
2010,38113,"mortality","per 100k population","All causes","total",435.4,"Gyeongsangnam-do","Masan Happo-gu"
2010,38113,"mortality","per 100k population","All causes","male",597.1,"Gyeongsangnam-do","Masan Happo-gu"
2010,38113,"mortality","per 100k population","All causes","female",320,"Gyeongsangnam-do","Masan Happo-gu"
2010,38114,"mortality","per 100k population","All causes","total",458.2,"Gyeongsangnam-do","Masan Hoewon-gu"
2010,38114,"mortality","per 100k population","All causes","male",651.7,"Gyeongsangnam-do","Masan Hoewon-gu"
2010,38114,"mortality","per 100k population","All causes","female",317.6,"Gyeongsangnam-do","Masan Hoewon-gu"
2010,38115,"mortality","per 100k population","All causes","total",465.2,"Gyeongsangnam-do","Jinhae-gu"
2010,38115,"mortality","per 100k population","All causes","male",580.1,"Gyeongsangnam-do","Jinhae-gu"
2010,38115,"mortality","per 100k population","All causes","female",375.7,"Gyeongsangnam-do","Jinhae-gu"
2010,38070,"mortality","per 100k population","All causes","total",465.6,"Gyeongsangnam-do","Gimhae-si"
2010,38070,"mortality","per 100k population","All causes","male",682.4,"Gyeongsangnam-do","Gimhae-si"
2010,38070,"mortality","per 100k population","All causes","female",320.9,"Gyeongsangnam-do","Gimhae-si"
2010,38080,"mortality","per 100k population","All causes","total",503.4,"Gyeongsangnam-do","Miryang-si"
2010,38080,"mortality","per 100k population","All causes","male",754.6,"Gyeongsangnam-do","Miryang-si"
2010,38080,"mortality","per 100k population","All causes","female",320.4,"Gyeongsangnam-do","Miryang-si"
2010,38090,"mortality","per 100k population","All causes","total",473.2,"Gyeongsangnam-do","Geojae-si"
2010,38090,"mortality","per 100k population","All causes","male",677,"Gyeongsangnam-do","Geojae-si"
2010,38090,"mortality","per 100k population","All causes","female",327.9,"Gyeongsangnam-do","Geojae-si"
2010,38100,"mortality","per 100k population","All causes","total",416.6,"Gyeongsangnam-do","Yangsan-si"
2010,38100,"mortality","per 100k population","All causes","male",584.2,"Gyeongsangnam-do","Yangsan-si"
2010,38100,"mortality","per 100k population","All causes","female",300.1,"Gyeongsangnam-do","Yangsan-si"
2010,38310,"mortality","per 100k population","All causes","total",423.6,"Gyeongsangnam-do","Uiryeong-gun"
2010,38310,"mortality","per 100k population","All causes","male",621.9,"Gyeongsangnam-do","Uiryeong-gun"
2010,38310,"mortality","per 100k population","All causes","female",267.4,"Gyeongsangnam-do","Uiryeong-gun"
2010,38320,"mortality","per 100k population","All causes","total",475.3,"Gyeongsangnam-do","Haman-gun"
2010,38320,"mortality","per 100k population","All causes","male",656.9,"Gyeongsangnam-do","Haman-gun"
2010,38320,"mortality","per 100k population","All causes","female",340,"Gyeongsangnam-do","Haman-gun"
2010,38330,"mortality","per 100k population","All causes","total",538,"Gyeongsangnam-do","Changnyeong-gun"
2010,38330,"mortality","per 100k population","All causes","male",798.8,"Gyeongsangnam-do","Changnyeong-gun"
2010,38330,"mortality","per 100k population","All causes","female",342.2,"Gyeongsangnam-do","Changnyeong-gun"
2010,38340,"mortality","per 100k population","All causes","total",486.4,"Gyeongsangnam-do","Goseong-gun"
2010,38340,"mortality","per 100k population","All causes","male",728.6,"Gyeongsangnam-do","Goseong-gun"
2010,38340,"mortality","per 100k population","All causes","female",307.8,"Gyeongsangnam-do","Goseong-gun"
2010,38350,"mortality","per 100k population","All causes","total",473.5,"Gyeongsangnam-do","Namhae-gun"
2010,38350,"mortality","per 100k population","All causes","male",739.6,"Gyeongsangnam-do","Namhae-gun"
2010,38350,"mortality","per 100k population","All causes","female",271.3,"Gyeongsangnam-do","Namhae-gun"
2010,38360,"mortality","per 100k population","All causes","total",462.6,"Gyeongsangnam-do","Hadong-gun"
2010,38360,"mortality","per 100k population","All causes","male",708.5,"Gyeongsangnam-do","Hadong-gun"
2010,38360,"mortality","per 100k population","All causes","female",265.7,"Gyeongsangnam-do","Hadong-gun"
2010,38370,"mortality","per 100k population","All causes","total",433.5,"Gyeongsangnam-do","Sancheong-gun"
2010,38370,"mortality","per 100k population","All causes","male",590.2,"Gyeongsangnam-do","Sancheong-gun"
2010,38370,"mortality","per 100k population","All causes","female",313,"Gyeongsangnam-do","Sancheong-gun"
2010,38380,"mortality","per 100k population","All causes","total",448.8,"Gyeongsangnam-do","Hamyang-gun"
2010,38380,"mortality","per 100k population","All causes","male",657.8,"Gyeongsangnam-do","Hamyang-gun"
2010,38380,"mortality","per 100k population","All causes","female",292.8,"Gyeongsangnam-do","Hamyang-gun"
2010,38390,"mortality","per 100k population","All causes","total",494.6,"Gyeongsangnam-do","Geochang-gun"
2010,38390,"mortality","per 100k population","All causes","male",678.4,"Gyeongsangnam-do","Geochang-gun"
2010,38390,"mortality","per 100k population","All causes","female",371.1,"Gyeongsangnam-do","Geochang-gun"
2010,38400,"mortality","per 100k population","All causes","total",471.4,"Gyeongsangnam-do","Hapcheon-gun"
2010,38400,"mortality","per 100k population","All causes","male",657.9,"Gyeongsangnam-do","Hapcheon-gun"
2010,38400,"mortality","per 100k population","All causes","female",355.1,"Gyeongsangnam-do","Hapcheon-gun"
2010,39010,"mortality","per 100k population","All causes","total",391.7,"Jeju Special Self-Governing Province","Jeju-si"
2010,39010,"mortality","per 100k population","All causes","male",567.4,"Jeju Special Self-Governing Province","Jeju-si"
2010,39010,"mortality","per 100k population","All causes","female",262.8,"Jeju Special Self-Governing Province","Jeju-si"
2010,39020,"mortality","per 100k population","All causes","total",393.5,"Jeju Special Self-Governing Province","Seogwipo-si"
2010,39020,"mortality","per 100k population","All causes","male",561.8,"Jeju Special Self-Governing Province","Seogwipo-si"
2010,39020,"mortality","per 100k population","All causes","female",267.4,"Jeju Special Self-Governing Province","Seogwipo-si"
2015,11010,"mortality","per 100k population","All causes","total",316.9,"Seoul","Jongno-gu"
2015,11010,"mortality","per 100k population","All causes","male",438.1,"Seoul","Jongno-gu"
2015,11010,"mortality","per 100k population","All causes","female",213.5,"Seoul","Jongno-gu"
2015,11020,"mortality","per 100k population","All causes","total",323.1,"Seoul","Jung-gu"
2015,11020,"mortality","per 100k population","All causes","male",458.9,"Seoul","Jung-gu"
2015,11020,"mortality","per 100k population","All causes","female",204.7,"Seoul","Jung-gu"
2015,11030,"mortality","per 100k population","All causes","total",299.2,"Seoul","Yongsan-gu"
2015,11030,"mortality","per 100k population","All causes","male",411.5,"Seoul","Yongsan-gu"
2015,11030,"mortality","per 100k population","All causes","female",209.9,"Seoul","Yongsan-gu"
2015,11040,"mortality","per 100k population","All causes","total",297.2,"Seoul","Seongdong-gu"
2015,11040,"mortality","per 100k population","All causes","male",404.9,"Seoul","Seongdong-gu"
2015,11040,"mortality","per 100k population","All causes","female",211,"Seoul","Seongdong-gu"
2015,11050,"mortality","per 100k population","All causes","total",322.3,"Seoul","Gwangjin-gu"
2015,11050,"mortality","per 100k population","All causes","male",433.4,"Seoul","Gwangjin-gu"
2015,11050,"mortality","per 100k population","All causes","female",225.3,"Seoul","Gwangjin-gu"
2015,11060,"mortality","per 100k population","All causes","total",331.5,"Seoul","Dongdaemun-gu"
2015,11060,"mortality","per 100k population","All causes","male",443.1,"Seoul","Dongdaemun-gu"
2015,11060,"mortality","per 100k population","All causes","female",238.5,"Seoul","Dongdaemun-gu"
2015,11070,"mortality","per 100k population","All causes","total",345.8,"Seoul","Jungnang-gu"
2015,11070,"mortality","per 100k population","All causes","male",494.5,"Seoul","Jungnang-gu"
2015,11070,"mortality","per 100k population","All causes","female",228.6,"Seoul","Jungnang-gu"
2015,11080,"mortality","per 100k population","All causes","total",313.5,"Seoul","Seongbuk-gu"
2015,11080,"mortality","per 100k population","All causes","male",428.9,"Seoul","Seongbuk-gu"
2015,11080,"mortality","per 100k population","All causes","female",224.6,"Seoul","Seongbuk-gu"
2015,11090,"mortality","per 100k population","All causes","total",352.7,"Seoul","Gangbuk-gu"
2015,11090,"mortality","per 100k population","All causes","male",502.1,"Seoul","Gangbuk-gu"
2015,11090,"mortality","per 100k population","All causes","female",234.3,"Seoul","Gangbuk-gu"
2015,11100,"mortality","per 100k population","All causes","total",323.7,"Seoul","Dobong-gu"
2015,11100,"mortality","per 100k population","All causes","male",427.4,"Seoul","Dobong-gu"
2015,11100,"mortality","per 100k population","All causes","female",239.6,"Seoul","Dobong-gu"
2015,11110,"mortality","per 100k population","All causes","total",334.7,"Seoul","Nowon-gu"
2015,11110,"mortality","per 100k population","All causes","male",465.7,"Seoul","Nowon-gu"
2015,11110,"mortality","per 100k population","All causes","female",240.6,"Seoul","Nowon-gu"
2015,11120,"mortality","per 100k population","All causes","total",313.3,"Seoul","Eunpyeong-gu"
2015,11120,"mortality","per 100k population","All causes","male",435.6,"Seoul","Eunpyeong-gu"
2015,11120,"mortality","per 100k population","All causes","female",212.7,"Seoul","Eunpyeong-gu"
2015,11130,"mortality","per 100k population","All causes","total",305.1,"Seoul","Seodaemun-gu"
2015,11130,"mortality","per 100k population","All causes","male",412.2,"Seoul","Seodaemun-gu"
2015,11130,"mortality","per 100k population","All causes","female",221.2,"Seoul","Seodaemun-gu"
2015,11140,"mortality","per 100k population","All causes","total",295.4,"Seoul","Mapo-gu"
2015,11140,"mortality","per 100k population","All causes","male",412.2,"Seoul","Mapo-gu"
2015,11140,"mortality","per 100k population","All causes","female",207.5,"Seoul","Mapo-gu"
2015,11150,"mortality","per 100k population","All causes","total",310.4,"Seoul","Yangcheon-gu"
2015,11150,"mortality","per 100k population","All causes","male",406.9,"Seoul","Yangcheon-gu"
2015,11150,"mortality","per 100k population","All causes","female",233.8,"Seoul","Yangcheon-gu"
2015,11160,"mortality","per 100k population","All causes","total",326.2,"Seoul","Gangseo-gu"
2015,11160,"mortality","per 100k population","All causes","male",447.9,"Seoul","Gangseo-gu"
2015,11160,"mortality","per 100k population","All causes","female",228.3,"Seoul","Gangseo-gu"
2015,11170,"mortality","per 100k population","All causes","total",303.1,"Seoul","Guro-gu"
2015,11170,"mortality","per 100k population","All causes","male",406.4,"Seoul","Guro-gu"
2015,11170,"mortality","per 100k population","All causes","female",217.5,"Seoul","Guro-gu"
2015,11180,"mortality","per 100k population","All causes","total",352.4,"Seoul","Geumcheon-gu"
2015,11180,"mortality","per 100k population","All causes","male",469.2,"Seoul","Geumcheon-gu"
2015,11180,"mortality","per 100k population","All causes","female",255.3,"Seoul","Geumcheon-gu"
2015,11190,"mortality","per 100k population","All causes","total",310.4,"Seoul","Yeongdeungpo-gu"
2015,11190,"mortality","per 100k population","All causes","male",413.4,"Seoul","Yeongdeungpo-gu"
2015,11190,"mortality","per 100k population","All causes","female",225,"Seoul","Yeongdeungpo-gu"
2015,11200,"mortality","per 100k population","All causes","total",287.7,"Seoul","Dongjak-gu"
2015,11200,"mortality","per 100k population","All causes","male",381.3,"Seoul","Dongjak-gu"
2015,11200,"mortality","per 100k population","All causes","female",212.4,"Seoul","Dongjak-gu"
2015,11210,"mortality","per 100k population","All causes","total",305.8,"Seoul","Gwanak-gu"
2015,11210,"mortality","per 100k population","All causes","male",414.7,"Seoul","Gwanak-gu"
2015,11210,"mortality","per 100k population","All causes","female",215,"Seoul","Gwanak-gu"
2015,11220,"mortality","per 100k population","All causes","total",241.8,"Seoul","Seocho-gu"
2015,11220,"mortality","per 100k population","All causes","male",309,"Seoul","Seocho-gu"
2015,11220,"mortality","per 100k population","All causes","female",190.1,"Seoul","Seocho-gu"
2015,11230,"mortality","per 100k population","All causes","total",246.7,"Seoul","Gangnam-gu"
2015,11230,"mortality","per 100k population","All causes","male",311.9,"Seoul","Gangnam-gu"
2015,11230,"mortality","per 100k population","All causes","female",196.2,"Seoul","Gangnam-gu"
2015,11240,"mortality","per 100k population","All causes","total",265.9,"Seoul","Songpa-gu"
2015,11240,"mortality","per 100k population","All causes","male",342.2,"Seoul","Songpa-gu"
2015,11240,"mortality","per 100k population","All causes","female",204.3,"Seoul","Songpa-gu"
2015,11250,"mortality","per 100k population","All causes","total",305.3,"Seoul","Gangdong-gu"
2015,11250,"mortality","per 100k population","All causes","male",425.2,"Seoul","Gangdong-gu"
2015,11250,"mortality","per 100k population","All causes","female",213.4,"Seoul","Gangdong-gu"
2015,21010,"mortality","per 100k population","All causes","total",383.3,"Busan","Jung-gu"
2015,21010,"mortality","per 100k population","All causes","male",527.8,"Busan","Jung-gu"
2015,21010,"mortality","per 100k population","All causes","female",262.9,"Busan","Jung-gu"
2015,21020,"mortality","per 100k population","All causes","total",434.5,"Busan","Seo-gu"
2015,21020,"mortality","per 100k population","All causes","male",610.9,"Busan","Seo-gu"
2015,21020,"mortality","per 100k population","All causes","female",289,"Busan","Seo-gu"
2015,21030,"mortality","per 100k population","All causes","total",446.7,"Busan","Dong-gu"
2015,21030,"mortality","per 100k population","All causes","male",629.7,"Busan","Dong-gu"
2015,21030,"mortality","per 100k population","All causes","female",293.3,"Busan","Dong-gu"
2015,21040,"mortality","per 100k population","All causes","total",432.8,"Busan","Yeongdo-gu"
2015,21040,"mortality","per 100k population","All causes","male",622.5,"Busan","Yeongdo-gu"
2015,21040,"mortality","per 100k population","All causes","female",281,"Busan","Yeongdo-gu"
2015,21050,"mortality","per 100k population","All causes","total",379.7,"Busan","Busanjin-gu"
2015,21050,"mortality","per 100k population","All causes","male",527.6,"Busan","Busanjin-gu"
2015,21050,"mortality","per 100k population","All causes","female",266.1,"Busan","Busanjin-gu"
2015,21060,"mortality","per 100k population","All causes","total",324.8,"Busan","Dongnae-gu"
2015,21060,"mortality","per 100k population","All causes","male",441.7,"Busan","Dongnae-gu"
2015,21060,"mortality","per 100k population","All causes","female",228.9,"Busan","Dongnae-gu"
2015,21070,"mortality","per 100k population","All causes","total",353.4,"Busan","Nam-gu"
2015,21070,"mortality","per 100k population","All causes","male",482.7,"Busan","Nam-gu"
2015,21070,"mortality","per 100k population","All causes","female",255.3,"Busan","Nam-gu"
2015,21080,"mortality","per 100k population","All causes","total",376.2,"Busan","Buk-gu"
2015,21080,"mortality","per 100k population","All causes","male",498.8,"Busan","Buk-gu"
2015,21080,"mortality","per 100k population","All causes","female",283.3,"Busan","Buk-gu"
2015,21090,"mortality","per 100k population","All causes","total",359.5,"Busan","Haeundae-gu"
2015,21090,"mortality","per 100k population","All causes","male",481.7,"Busan","Haeundae-gu"
2015,21090,"mortality","per 100k population","All causes","female",270,"Busan","Haeundae-gu"
2015,21100,"mortality","per 100k population","All causes","total",390.8,"Busan","Saha-gu"
2015,21100,"mortality","per 100k population","All causes","male",512.4,"Busan","Saha-gu"
2015,21100,"mortality","per 100k population","All causes","female",289.9,"Busan","Saha-gu"
2015,21110,"mortality","per 100k population","All causes","total",362.5,"Busan","Geumjeong-gu"
2015,21110,"mortality","per 100k population","All causes","male",480.5,"Busan","Geumjeong-gu"
2015,21110,"mortality","per 100k population","All causes","female",267.5,"Busan","Geumjeong-gu"
2015,21120,"mortality","per 100k population","All causes","total",351.4,"Busan","Gangseo-gu"
2015,21120,"mortality","per 100k population","All causes","male",475.7,"Busan","Gangseo-gu"
2015,21120,"mortality","per 100k population","All causes","female",261,"Busan","Gangseo-gu"
2015,21130,"mortality","per 100k population","All causes","total",343.2,"Busan","Yeonjae-gu"
2015,21130,"mortality","per 100k population","All causes","male",460.8,"Busan","Yeonjae-gu"
2015,21130,"mortality","per 100k population","All causes","female",249.5,"Busan","Yeonjae-gu"
2015,21140,"mortality","per 100k population","All causes","total",335.8,"Busan","Suyeong-gu"
2015,21140,"mortality","per 100k population","All causes","male",444.3,"Busan","Suyeong-gu"
2015,21140,"mortality","per 100k population","All causes","female",253,"Busan","Suyeong-gu"
2015,21150,"mortality","per 100k population","All causes","total",442.3,"Busan","Sasang-gu"
2015,21150,"mortality","per 100k population","All causes","male",596.9,"Busan","Sasang-gu"
2015,21150,"mortality","per 100k population","All causes","female",331.4,"Busan","Sasang-gu"
2015,21310,"mortality","per 100k population","All causes","total",392.3,"Busan","Gijang-gun"
2015,21310,"mortality","per 100k population","All causes","male",541.9,"Busan","Gijang-gun"
2015,21310,"mortality","per 100k population","All causes","female",285,"Busan","Gijang-gun"
2015,22010,"mortality","per 100k population","All causes","total",371,"Daegu","Jung-gu"
2015,22010,"mortality","per 100k population","All causes","male",502.9,"Daegu","Jung-gu"
2015,22010,"mortality","per 100k population","All causes","female",265.9,"Daegu","Jung-gu"
