"adm1","adm1_code","adm2","adm2_code","year","type","class1","class2","unit","value"
NA,NA,NA,NA,2020,"housing","vacant housing","number of vacant housing","count",14385
NA,NA,NA,NA,2020,"housing","vacant housing","total number of housing","count",136887
"Gyeonggi-do",31,"Suwon-si",31010,2020,"housing","vacant housing","fraction","percent",3.6
"Gyeonggi-do",31,"Suwon-si",31010,2020,"housing","vacant housing","number of vacant housing","count",13387
"Gyeonggi-do",31,"Suwon-si",31010,2020,"housing","vacant housing","total number of housing","count",372228
"Gyeonggi-do",31,"Seongnam-si",31020,2020,"housing","vacant housing","fraction","percent",2
"Gyeonggi-do",31,"Seongnam-si",31020,2020,"housing","vacant housing","number of vacant housing","count",5252
"Gyeonggi-do",31,"Seongnam-si",31020,2020,"housing","vacant housing","total number of housing","count",262573
"Gyeonggi-do",31,"Uijeongbu-si",31030,2020,"housing","vacant housing","fraction","percent",5
"Gyeonggi-do",31,"Uijeongbu-si",31030,2020,"housing","vacant housing","number of vacant housing","count",7875
"Gyeonggi-do",31,"Uijeongbu-si",31030,2020,"housing","vacant housing","total number of housing","count",157778
"Gyeonggi-do",31,"Anyang-si",31040,2020,"housing","vacant housing","fraction","percent",5.6
"Gyeonggi-do",31,"Anyang-si",31040,2020,"housing","vacant housing","number of vacant housing","count",9955
"Gyeonggi-do",31,"Anyang-si",31040,2020,"housing","vacant housing","total number of housing","count",178613
"Gyeonggi-do",31,"Bucheon-si",31050,2020,"housing","vacant housing","fraction","percent",4.8
"Gyeonggi-do",31,"Bucheon-si",31050,2020,"housing","vacant housing","number of vacant housing","count",12930
"Gyeonggi-do",31,"Bucheon-si",31050,2020,"housing","vacant housing","total number of housing","count",271570
"Gyeonggi-do",31,"Gwangmyeong-si",31060,2020,"housing","vacant housing","fraction","percent",7.3
"Gyeonggi-do",31,"Gwangmyeong-si",31060,2020,"housing","vacant housing","number of vacant housing","count",7580
"Gyeonggi-do",31,"Gwangmyeong-si",31060,2020,"housing","vacant housing","total number of housing","count",103493
"Gyeonggi-do",31,"Pyeongtaek-si",31070,2020,"housing","vacant housing","fraction","percent",16.1
"Gyeonggi-do",31,"Pyeongtaek-si",31070,2020,"housing","vacant housing","number of vacant housing","count",35395
"Gyeonggi-do",31,"Pyeongtaek-si",31070,2020,"housing","vacant housing","total number of housing","count",219871
"Gyeonggi-do",31,"Dongducheon-si",31080,2020,"housing","vacant housing","fraction","percent",10.1
"Gyeonggi-do",31,"Dongducheon-si",31080,2020,"housing","vacant housing","number of vacant housing","count",3811
"Gyeonggi-do",31,"Dongducheon-si",31080,2020,"housing","vacant housing","total number of housing","count",37755
"Gyeonggi-do",31,"Ansan-si",31090,2020,"housing","vacant housing","fraction","percent",7.8
"Gyeonggi-do",31,"Ansan-si",31090,2020,"housing","vacant housing","number of vacant housing","count",17216
"Gyeonggi-do",31,"Ansan-si",31090,2020,"housing","vacant housing","total number of housing","count",220241
"Gyeonggi-do",31,"Goyang-si",31100,2020,"housing","vacant housing","fraction","percent",3.5
"Gyeonggi-do",31,"Goyang-si",31100,2020,"housing","vacant housing","number of vacant housing","count",11809
"Gyeonggi-do",31,"Goyang-si",31100,2020,"housing","vacant housing","total number of housing","count",334425
"Gyeonggi-do",31,"Gwacheon-si",31110,2020,"housing","vacant housing","fraction","percent",1.5
"Gyeonggi-do",31,"Gwacheon-si",31110,2020,"housing","vacant housing","number of vacant housing","count",224
"Gyeonggi-do",31,"Gwacheon-si",31110,2020,"housing","vacant housing","total number of housing","count",14819
"Gyeonggi-do",31,"Guri-si",31120,2020,"housing","vacant housing","fraction","percent",3.3
"Gyeonggi-do",31,"Guri-si",31120,2020,"housing","vacant housing","number of vacant housing","count",2004
"Gyeonggi-do",31,"Guri-si",31120,2020,"housing","vacant housing","total number of housing","count",60554
"Gyeonggi-do",31,"Namyangju-si",31130,2020,"housing","vacant housing","fraction","percent",5.1
"Gyeonggi-do",31,"Namyangju-si",31130,2020,"housing","vacant housing","number of vacant housing","count",12272
"Gyeonggi-do",31,"Namyangju-si",31130,2020,"housing","vacant housing","total number of housing","count",240547
"Gyeonggi-do",31,"Osan-si",31140,2020,"housing","vacant housing","fraction","percent",5.9
"Gyeonggi-do",31,"Osan-si",31140,2020,"housing","vacant housing","number of vacant housing","count",4886
"Gyeonggi-do",31,"Osan-si",31140,2020,"housing","vacant housing","total number of housing","count",82323
"Gyeonggi-do",31,"Siheung-si",31150,2020,"housing","vacant housing","fraction","percent",7.7
"Gyeonggi-do",31,"Siheung-si",31150,2020,"housing","vacant housing","number of vacant housing","count",13811
"Gyeonggi-do",31,"Siheung-si",31150,2020,"housing","vacant housing","total number of housing","count",179205
"Gyeonggi-do",31,"Gunpo-si",31160,2020,"housing","vacant housing","fraction","percent",3.1
"Gyeonggi-do",31,"Gunpo-si",31160,2020,"housing","vacant housing","number of vacant housing","count",2866
"Gyeonggi-do",31,"Gunpo-si",31160,2020,"housing","vacant housing","total number of housing","count",91152
"Gyeonggi-do",31,"Uiwang-si",31170,2020,"housing","vacant housing","fraction","percent",7.4
"Gyeonggi-do",31,"Uiwang-si",31170,2020,"housing","vacant housing","number of vacant housing","count",4277
"Gyeonggi-do",31,"Uiwang-si",31170,2020,"housing","vacant housing","total number of housing","count",57799
"Gyeonggi-do",31,"Hanam-si",31180,2020,"housing","vacant housing","fraction","percent",3.7
"Gyeonggi-do",31,"Hanam-si",31180,2020,"housing","vacant housing","number of vacant housing","count",3106
"Gyeonggi-do",31,"Hanam-si",31180,2020,"housing","vacant housing","total number of housing","count",84875
"Gyeonggi-do",31,"Yongin-si",31190,2020,"housing","vacant housing","fraction","percent",3.8
"Gyeonggi-do",31,"Yongin-si",31190,2020,"housing","vacant housing","number of vacant housing","count",13346
"Gyeonggi-do",31,"Yongin-si",31190,2020,"housing","vacant housing","total number of housing","count",349222
"Gyeonggi-do",31,"Paju-si",31200,2020,"housing","vacant housing","fraction","percent",6.8
"Gyeonggi-do",31,"Paju-si",31200,2020,"housing","vacant housing","number of vacant housing","count",10965
"Gyeonggi-do",31,"Paju-si",31200,2020,"housing","vacant housing","total number of housing","count",160504
"Gyeonggi-do",31,"Icheon-si",31210,2020,"housing","vacant housing","fraction","percent",9
"Gyeonggi-do",31,"Icheon-si",31210,2020,"housing","vacant housing","number of vacant housing","count",7052
"Gyeonggi-do",31,"Icheon-si",31210,2020,"housing","vacant housing","total number of housing","count",78117
"Gyeonggi-do",31,"Anseong-si",31220,2020,"housing","vacant housing","fraction","percent",11.4
"Gyeonggi-do",31,"Anseong-si",31220,2020,"housing","vacant housing","number of vacant housing","count",8747
"Gyeonggi-do",31,"Anseong-si",31220,2020,"housing","vacant housing","total number of housing","count",76636
"Gyeonggi-do",31,"Gimpo-si",31230,2020,"housing","vacant housing","fraction","percent",4.7
"Gyeonggi-do",31,"Gimpo-si",31230,2020,"housing","vacant housing","number of vacant housing","count",7458
"Gyeonggi-do",31,"Gimpo-si",31230,2020,"housing","vacant housing","total number of housing","count",159766
"Gyeonggi-do",31,"Hwaseong-si",31240,2020,"housing","vacant housing","fraction","percent",7.9
"Gyeonggi-do",31,"Hwaseong-si",31240,2020,"housing","vacant housing","number of vacant housing","count",23817
"Gyeonggi-do",31,"Hwaseong-si",31240,2020,"housing","vacant housing","total number of housing","count",300372
"Gyeonggi-do",31,"Gwangju-si",31250,2020,"housing","vacant housing","fraction","percent",5.5
"Gyeonggi-do",31,"Gwangju-si",31250,2020,"housing","vacant housing","number of vacant housing","count",6995
"Gyeonggi-do",31,"Gwangju-si",31250,2020,"housing","vacant housing","total number of housing","count",128175
"Gyeonggi-do",31,"Yangju-si",31260,2020,"housing","vacant housing","fraction","percent",7.4
"Gyeonggi-do",31,"Yangju-si",31260,2020,"housing","vacant housing","number of vacant housing","count",6329
"Gyeonggi-do",31,"Yangju-si",31260,2020,"housing","vacant housing","total number of housing","count",85563
"Gyeonggi-do",31,"Pocheon-si",31270,2020,"housing","vacant housing","fraction","percent",8.3
"Gyeonggi-do",31,"Pocheon-si",31270,2020,"housing","vacant housing","number of vacant housing","count",4547
"Gyeonggi-do",31,"Pocheon-si",31270,2020,"housing","vacant housing","total number of housing","count",55033
"Gyeonggi-do",31,"Yeoju-si",31280,2020,"housing","vacant housing","fraction","percent",9.2
"Gyeonggi-do",31,"Yeoju-si",31280,2020,"housing","vacant housing","number of vacant housing","count",3824
"Gyeonggi-do",31,"Yeoju-si",31280,2020,"housing","vacant housing","total number of housing","count",41610
NA,31,NA,31350,2020,"housing","vacant housing","fraction","percent",6.9
NA,31,NA,31350,2020,"housing","vacant housing","number of vacant housing","count",1182
NA,31,NA,31350,2020,"housing","vacant housing","total number of housing","count",17241
NA,31,NA,31370,2020,"housing","vacant housing","fraction","percent",15.6
NA,31,NA,31370,2020,"housing","vacant housing","number of vacant housing","count",4143
NA,31,NA,31370,2020,"housing","vacant housing","total number of housing","count",26538
NA,31,NA,31380,2020,"housing","vacant housing","fraction","percent",11.4
NA,31,NA,31380,2020,"housing","vacant housing","number of vacant housing","count",5297
NA,31,NA,31380,2020,"housing","vacant housing","total number of housing","count",46517
"Gangwon-do",32,"Chuncheon-si",32010,2020,"housing","vacant housing","fraction","percent",8.4
"Gangwon-do",32,"Chuncheon-si",32010,2020,"housing","vacant housing","number of vacant housing","count",8682
"Gangwon-do",32,"Chuncheon-si",32010,2020,"housing","vacant housing","total number of housing","count",103078
"Gangwon-do",32,"Wonju-si",32020,2020,"housing","vacant housing","fraction","percent",12.2
"Gangwon-do",32,"Wonju-si",32020,2020,"housing","vacant housing","number of vacant housing","count",17457
"Gangwon-do",32,"Wonju-si",32020,2020,"housing","vacant housing","total number of housing","count",142591
"Gangwon-do",32,"Gangneung-si",32030,2020,"housing","vacant housing","fraction","percent",11.8
"Gangwon-do",32,"Gangneung-si",32030,2020,"housing","vacant housing","number of vacant housing","count",10300
"Gangwon-do",32,"Gangneung-si",32030,2020,"housing","vacant housing","total number of housing","count",87579
"Gangwon-do",32,"Donghae-si",32040,2020,"housing","vacant housing","fraction","percent",16.8
"Gangwon-do",32,"Donghae-si",32040,2020,"housing","vacant housing","number of vacant housing","count",6923
"Gangwon-do",32,"Donghae-si",32040,2020,"housing","vacant housing","total number of housing","count",41116
"Gangwon-do",32,"Taebaek-si",32050,2020,"housing","vacant housing","fraction","percent",15.2
"Gangwon-do",32,"Taebaek-si",32050,2020,"housing","vacant housing","number of vacant housing","count",3124
"Gangwon-do",32,"Taebaek-si",32050,2020,"housing","vacant housing","total number of housing","count",20504
"Gangwon-do",32,"Sokcho-si",32060,2020,"housing","vacant housing","fraction","percent",15.5
"Gangwon-do",32,"Sokcho-si",32060,2020,"housing","vacant housing","number of vacant housing","count",5833
"Gangwon-do",32,"Sokcho-si",32060,2020,"housing","vacant housing","total number of housing","count",37736
"Gangwon-do",32,"Samcheok-si",32070,2020,"housing","vacant housing","fraction","percent",17.2
"Gangwon-do",32,"Samcheok-si",32070,2020,"housing","vacant housing","number of vacant housing","count",5293
"Gangwon-do",32,"Samcheok-si",32070,2020,"housing","vacant housing","total number of housing","count",30818
NA,32,NA,32310,2020,"housing","vacant housing","fraction","percent",13.1
NA,32,NA,32310,2020,"housing","vacant housing","number of vacant housing","count",3930
NA,32,NA,32310,2020,"housing","vacant housing","total number of housing","count",30099
NA,32,NA,32320,2020,"housing","vacant housing","fraction","percent",13.2
NA,32,NA,32320,2020,"housing","vacant housing","number of vacant housing","count",2643
NA,32,NA,32320,2020,"housing","vacant housing","total number of housing","count",20098
NA,32,NA,32330,2020,"housing","vacant housing","fraction","percent",11.3
NA,32,NA,32330,2020,"housing","vacant housing","number of vacant housing","count",1967
NA,32,NA,32330,2020,"housing","vacant housing","total number of housing","count",17343
NA,32,NA,32340,2020,"housing","vacant housing","fraction","percent",25.2
NA,32,NA,32340,2020,"housing","vacant housing","number of vacant housing","count",5504
NA,32,NA,32340,2020,"housing","vacant housing","total number of housing","count",21801
NA,32,NA,32350,2020,"housing","vacant housing","fraction","percent",14.3
NA,32,NA,32350,2020,"housing","vacant housing","number of vacant housing","count",2456
NA,32,NA,32350,2020,"housing","vacant housing","total number of housing","count",17137
NA,32,NA,32360,2020,"housing","vacant housing","fraction","percent",7.7
NA,32,NA,32360,2020,"housing","vacant housing","number of vacant housing","count",1285
NA,32,NA,32360,2020,"housing","vacant housing","total number of housing","count",16673
NA,32,NA,32370,2020,"housing","vacant housing","fraction","percent",9.9
NA,32,NA,32370,2020,"housing","vacant housing","number of vacant housing","count",972
NA,32,NA,32370,2020,"housing","vacant housing","total number of housing","count",9850
NA,32,NA,32380,2020,"housing","vacant housing","fraction","percent",7.8
NA,32,NA,32380,2020,"housing","vacant housing","number of vacant housing","count",643
NA,32,NA,32380,2020,"housing","vacant housing","total number of housing","count",8275
NA,32,NA,32390,2020,"housing","vacant housing","fraction","percent",14
NA,32,NA,32390,2020,"housing","vacant housing","number of vacant housing","count",1825
NA,32,NA,32390,2020,"housing","vacant housing","total number of housing","count",13014
NA,32,NA,32400,2020,"housing","vacant housing","fraction","percent",15.6
NA,32,NA,32400,2020,"housing","vacant housing","number of vacant housing","count",1855
NA,32,NA,32400,2020,"housing","vacant housing","total number of housing","count",11910
NA,32,NA,32410,2020,"housing","vacant housing","fraction","percent",23.7
NA,32,NA,32410,2020,"housing","vacant housing","number of vacant housing","count",3414
NA,32,NA,32410,2020,"housing","vacant housing","total number of housing","count",14401
"Chungcheongbuk-do",33,"Chungju-si",33020,2020,"housing","vacant housing","fraction","percent",15.6
"Chungcheongbuk-do",33,"Chungju-si",33020,2020,"housing","vacant housing","number of vacant housing","count",14524
"Chungcheongbuk-do",33,"Chungju-si",33020,2020,"housing","vacant housing","total number of housing","count",93399
"Chungcheongbuk-do",33,"Jecheon-si",33030,2020,"housing","vacant housing","fraction","percent",11.6
"Chungcheongbuk-do",33,"Jecheon-si",33030,2020,"housing","vacant housing","number of vacant housing","count",6722
"Chungcheongbuk-do",33,"Jecheon-si",33030,2020,"housing","vacant housing","total number of housing","count",57840
"Chungcheongbuk-do",33,"Cheongju-si",33040,2020,"housing","vacant housing","fraction","percent",9.4
"Chungcheongbuk-do",33,"Cheongju-si",33040,2020,"housing","vacant housing","number of vacant housing","count",28333
"Chungcheongbuk-do",33,"Cheongju-si",33040,2020,"housing","vacant housing","total number of housing","count",302927
NA,33,NA,33320,2020,"housing","vacant housing","fraction","percent",15.6
NA,33,NA,33320,2020,"housing","vacant housing","number of vacant housing","count",2447
NA,33,NA,33320,2020,"housing","vacant housing","total number of housing","count",15702
NA,33,NA,33330,2020,"housing","vacant housing","fraction","percent",11.7
NA,33,NA,33330,2020,"housing","vacant housing","number of vacant housing","count",2541
NA,33,NA,33330,2020,"housing","vacant housing","total number of housing","count",21677
NA,33,NA,33340,2020,"housing","vacant housing","fraction","percent",13.1
NA,33,NA,33340,2020,"housing","vacant housing","number of vacant housing","count",2776
NA,33,NA,33340,2020,"housing","vacant housing","total number of housing","count",21218
NA,33,NA,33350,2020,"housing","vacant housing","fraction","percent",17.1
NA,33,NA,33350,2020,"housing","vacant housing","number of vacant housing","count",6567
NA,33,NA,33350,2020,"housing","vacant housing","total number of housing","count",38332
NA,33,NA,33360,2020,"housing","vacant housing","fraction","percent",8.4
NA,33,NA,33360,2020,"housing","vacant housing","number of vacant housing","count",1437
NA,33,NA,33360,2020,"housing","vacant housing","total number of housing","count",17021
NA,33,NA,33370,2020,"housing","vacant housing","fraction","percent",17.3
NA,33,NA,33370,2020,"housing","vacant housing","number of vacant housing","count",7436
NA,33,NA,33370,2020,"housing","vacant housing","total number of housing","count",42939
NA,33,NA,33380,2020,"housing","vacant housing","fraction","percent",15.2
NA,33,NA,33380,2020,"housing","vacant housing","number of vacant housing","count",2107
NA,33,NA,33380,2020,"housing","vacant housing","total number of housing","count",13898
NA,33,NA,33390,2020,"housing","vacant housing","fraction","percent",13
NA,33,NA,33390,2020,"housing","vacant housing","number of vacant housing","count",1987
NA,33,NA,33390,2020,"housing","vacant housing","total number of housing","count",15303
"Chungcheongnam-do",34,"Cheonan-si",34010,2020,"housing","vacant housing","fraction","percent",10.1
"Chungcheongnam-do",34,"Cheonan-si",34010,2020,"housing","vacant housing","number of vacant housing","count",24730
"Chungcheongnam-do",34,"Cheonan-si",34010,2020,"housing","vacant housing","total number of housing","count",244364
"Chungcheongnam-do",34,"Gongju-si",34020,2020,"housing","vacant housing","fraction","percent",13
"Chungcheongnam-do",34,"Gongju-si",34020,2020,"housing","vacant housing","number of vacant housing","count",5896
"Chungcheongnam-do",34,"Gongju-si",34020,2020,"housing","vacant housing","total number of housing","count",45266
"Chungcheongnam-do",34,"Boryeong-si",34030,2020,"housing","vacant housing","fraction","percent",12.7
"Chungcheongnam-do",34,"Boryeong-si",34030,2020,"housing","vacant housing","number of vacant housing","count",5582
"Chungcheongnam-do",34,"Boryeong-si",34030,2020,"housing","vacant housing","total number of housing","count",44089
"Chungcheongnam-do",34,"Asan-si",34040,2020,"housing","vacant housing","fraction","percent",12.5
"Chungcheongnam-do",34,"Asan-si",34040,2020,"housing","vacant housing","number of vacant housing","count",15826
"Chungcheongnam-do",34,"Asan-si",34040,2020,"housing","vacant housing","total number of housing","count",126319
"Chungcheongnam-do",34,"Seosan-si",34050,2020,"housing","vacant housing","fraction","percent",12.9
"Chungcheongnam-do",34,"Seosan-si",34050,2020,"housing","vacant housing","number of vacant housing","count",9457
"Chungcheongnam-do",34,"Seosan-si",34050,2020,"housing","vacant housing","total number of housing","count",73069
"Chungcheongnam-do",34,"Nonsan-si",34060,2020,"housing","vacant housing","fraction","percent",11.9
"Chungcheongnam-do",34,"Nonsan-si",34060,2020,"housing","vacant housing","number of vacant housing","count",5825
"Chungcheongnam-do",34,"Nonsan-si",34060,2020,"housing","vacant housing","total number of housing","count",48936
"Chungcheongnam-do",34,"Gyeryong-si",34070,2020,"housing","vacant housing","fraction","percent",17.3
"Chungcheongnam-do",34,"Gyeryong-si",34070,2020,"housing","vacant housing","number of vacant housing","count",2960
"Chungcheongnam-do",34,"Gyeryong-si",34070,2020,"housing","vacant housing","total number of housing","count",17152
"Chungcheongnam-do",34,"Dangjin-si",34080,2020,"housing","vacant housing","fraction","percent",11.7
"Chungcheongnam-do",34,"Dangjin-si",34080,2020,"housing","vacant housing","number of vacant housing","count",7524
"Chungcheongnam-do",34,"Dangjin-si",34080,2020,"housing","vacant housing","total number of housing","count",64504
NA,34,NA,34310,2020,"housing","vacant housing","fraction","percent",13.3
NA,34,NA,34310,2020,"housing","vacant housing","number of vacant housing","count",3105
NA,34,NA,34310,2020,"housing","vacant housing","total number of housing","count",23266
NA,34,NA,34330,2020,"housing","vacant housing","fraction","percent",12.2
NA,34,NA,34330,2020,"housing","vacant housing","number of vacant housing","count",3620
NA,34,NA,34330,2020,"housing","vacant housing","total number of housing","count",29661
NA,34,NA,34340,2020,"housing","vacant housing","fraction","percent",17.5
NA,34,NA,34340,2020,"housing","vacant housing","number of vacant housing","count",4479
NA,34,NA,34340,2020,"housing","vacant housing","total number of housing","count",25647
NA,34,NA,34350,2020,"housing","vacant housing","fraction","percent",11.5
NA,34,NA,34350,2020,"housing","vacant housing","number of vacant housing","count",1613
NA,34,NA,34350,2020,"housing","vacant housing","total number of housing","count",14062
NA,34,NA,34360,2020,"housing","vacant housing","fraction","percent",13.9
NA,34,NA,34360,2020,"housing","vacant housing","number of vacant housing","count",6042
NA,34,NA,34360,2020,"housing","vacant housing","total number of housing","count",43472
NA,34,NA,34370,2020,"housing","vacant housing","fraction","percent",15.1
NA,34,NA,34370,2020,"housing","vacant housing","number of vacant housing","count",5492
NA,34,NA,34370,2020,"housing","vacant housing","total number of housing","count",36369
NA,34,NA,34380,2020,"housing","vacant housing","fraction","percent",14.8
NA,34,NA,34380,2020,"housing","vacant housing","number of vacant housing","count",4279
NA,34,NA,34380,2020,"housing","vacant housing","total number of housing","count",28832
"Jeollabuk-do",35,"Jeonju-si",35010,2020,"housing","vacant housing","fraction","percent",9.4
"Jeollabuk-do",35,"Jeonju-si",35010,2020,"housing","vacant housing","number of vacant housing","count",22532
"Jeollabuk-do",35,"Jeonju-si",35010,2020,"housing","vacant housing","total number of housing","count",240012
"Jeollabuk-do",35,"Gunsan-si",35020,2020,"housing","vacant housing","fraction","percent",16.3
"Jeollabuk-do",35,"Gunsan-si",35020,2020,"housing","vacant housing","number of vacant housing","count",19033
"Jeollabuk-do",35,"Gunsan-si",35020,2020,"housing","vacant housing","total number of housing","count",116663
"Jeollabuk-do",35,"Iksan-si",35030,2020,"housing","vacant housing","fraction","percent",12
"Jeollabuk-do",35,"Iksan-si",35030,2020,"housing","vacant housing","number of vacant housing","count",14032
"Jeollabuk-do",35,"Iksan-si",35030,2020,"housing","vacant housing","total number of housing","count",117355
"Jeollabuk-do",35,"Jeongeup-si",35040,2020,"housing","vacant housing","fraction","percent",14.7
"Jeollabuk-do",35,"Jeongeup-si",35040,2020,"housing","vacant housing","number of vacant housing","count",7072
"Jeollabuk-do",35,"Jeongeup-si",35040,2020,"housing","vacant housing","total number of housing","count",48152
"Jeollabuk-do",35,"Namwon-si",35050,2020,"housing","vacant housing","fraction","percent",12.9
"Jeollabuk-do",35,"Namwon-si",35050,2020,"housing","vacant housing","number of vacant housing","count",4524
"Jeollabuk-do",35,"Namwon-si",35050,2020,"housing","vacant housing","total number of housing","count",34965
"Jeollabuk-do",35,"Gimje-si",35060,2020,"housing","vacant housing","fraction","percent",15.8
"Jeollabuk-do",35,"Gimje-si",35060,2020,"housing","vacant housing","number of vacant housing","count",5944
"Jeollabuk-do",35,"Gimje-si",35060,2020,"housing","vacant housing","total number of housing","count",37736
NA,35,NA,35310,2020,"housing","vacant housing","fraction","percent",15.4
NA,35,NA,35310,2020,"housing","vacant housing","number of vacant housing","count",5991
NA,35,NA,35310,2020,"housing","vacant housing","total number of housing","count",38905
NA,35,NA,35320,2020,"housing","vacant housing","fraction","percent",11.3
NA,35,NA,35320,2020,"housing","vacant housing","number of vacant housing","count",1235
NA,35,NA,35320,2020,"housing","vacant housing","total number of housing","count",10908
NA,35,NA,35330,2020,"housing","vacant housing","fraction","percent",15.6
NA,35,NA,35330,2020,"housing","vacant housing","number of vacant housing","count",1745
NA,35,NA,35330,2020,"housing","vacant housing","total number of housing","count",11195
NA,35,NA,35340,2020,"housing","vacant housing","fraction","percent",10.7
NA,35,NA,35340,2020,"housing","vacant housing","number of vacant housing","count",1021
NA,35,NA,35340,2020,"housing","vacant housing","total number of housing","count",9555
NA,35,NA,35350,2020,"housing","vacant housing","fraction","percent",14.8
NA,35,NA,35350,2020,"housing","vacant housing","number of vacant housing","count",1896
NA,35,NA,35350,2020,"housing","vacant housing","total number of housing","count",12830
NA,35,NA,35360,2020,"housing","vacant housing","fraction","percent",18.1
NA,35,NA,35360,2020,"housing","vacant housing","number of vacant housing","count",2375
NA,35,NA,35360,2020,"housing","vacant housing","total number of housing","count",13135
NA,35,NA,35370,2020,"housing","vacant housing","fraction","percent",15
NA,35,NA,35370,2020,"housing","vacant housing","number of vacant housing","count",3790
NA,35,NA,35370,2020,"housing","vacant housing","total number of housing","count",25269
NA,35,NA,35380,2020,"housing","vacant housing","fraction","percent",17.2
NA,35,NA,35380,2020,"housing","vacant housing","number of vacant housing","count",4222
NA,35,NA,35380,2020,"housing","vacant housing","total number of housing","count",24541
"Jeollanam-do",36,"Mokpo-si",36010,2020,"housing","vacant housing","fraction","percent",14.1
"Jeollanam-do",36,"Mokpo-si",36010,2020,"housing","vacant housing","number of vacant housing","count",13345
"Jeollanam-do",36,"Mokpo-si",36010,2020,"housing","vacant housing","total number of housing","count",94332
"Jeollanam-do",36,"Yeosu-si",36020,2020,"housing","vacant housing","fraction","percent",12.7
"Jeollanam-do",36,"Yeosu-si",36020,2020,"housing","vacant housing","number of vacant housing","count",14464
"Jeollanam-do",36,"Yeosu-si",36020,2020,"housing","vacant housing","total number of housing","count",113941
"Jeollanam-do",36,"Suncheon-si",36030,2020,"housing","vacant housing","fraction","percent",12.9
"Jeollanam-do",36,"Suncheon-si",36030,2020,"housing","vacant housing","number of vacant housing","count",14663
"Jeollanam-do",36,"Suncheon-si",36030,2020,"housing","vacant housing","total number of housing","count",113964
"Jeollanam-do",36,"Naju-si",36040,2020,"housing","vacant housing","fraction","percent",21.2
"Jeollanam-do",36,"Naju-si",36040,2020,"housing","vacant housing","number of vacant housing","count",11549
"Jeollanam-do",36,"Naju-si",36040,2020,"housing","vacant housing","total number of housing","count",54524
"Jeollanam-do",36,"Gwangyang-si",36060,2020,"housing","vacant housing","fraction","percent",13.7
"Jeollanam-do",36,"Gwangyang-si",36060,2020,"housing","vacant housing","number of vacant housing","count",8274
"Jeollanam-do",36,"Gwangyang-si",36060,2020,"housing","vacant housing","total number of housing","count",60548
NA,36,NA,36310,2020,"housing","vacant housing","fraction","percent",14
NA,36,NA,36310,2020,"housing","vacant housing","number of vacant housing","count",2585
NA,36,NA,36310,2020,"housing","vacant housing","total number of housing","count",18485
NA,36,NA,36320,2020,"housing","vacant housing","fraction","percent",15.8
NA,36,NA,36320,2020,"housing","vacant housing","number of vacant housing","count",2135
NA,36,NA,36320,2020,"housing","vacant housing","total number of housing","count",13488
NA,36,NA,36330,2020,"housing","vacant housing","fraction","percent",15.5
NA,36,NA,36330,2020,"housing","vacant housing","number of vacant housing","count",1811
NA,36,NA,36330,2020,"housing","vacant housing","total number of housing","count",11687
NA,36,NA,36350,2020,"housing","vacant housing","fraction","percent",18.7
NA,36,NA,36350,2020,"housing","vacant housing","number of vacant housing","count",6370
NA,36,NA,36350,2020,"housing","vacant housing","total number of housing","count",34150
NA,36,NA,36360,2020,"housing","vacant housing","fraction","percent",14.4
NA,36,NA,36360,2020,"housing","vacant housing","number of vacant housing","count",2808
NA,36,NA,36360,2020,"housing","vacant housing","total number of housing","count",19464
NA,36,NA,36370,2020,"housing","vacant housing","fraction","percent",18.4
NA,36,NA,36370,2020,"housing","vacant housing","number of vacant housing","count",5257
NA,36,NA,36370,2020,"housing","vacant housing","total number of housing","count",28628
NA,36,NA,36380,2020,"housing","vacant housing","fraction","percent",13.9
NA,36,NA,36380,2020,"housing","vacant housing","number of vacant housing","count",2465
NA,36,NA,36380,2020,"housing","vacant housing","total number of housing","count",17679
NA,36,NA,36390,2020,"housing","vacant housing","fraction","percent",18.8
NA,36,NA,36390,2020,"housing","vacant housing","number of vacant housing","count",3238
NA,36,NA,36390,2020,"housing","vacant housing","total number of housing","count",17241
NA,36,NA,36400,2020,"housing","vacant housing","fraction","percent",14.3
NA,36,NA,36400,2020,"housing","vacant housing","number of vacant housing","count",4492
NA,36,NA,36400,2020,"housing","vacant housing","total number of housing","count",31350
NA,36,NA,36410,2020,"housing","vacant housing","fraction","percent",21.8
NA,36,NA,36410,2020,"housing","vacant housing","number of vacant housing","count",5981
NA,36,NA,36410,2020,"housing","vacant housing","total number of housing","count",27410
NA,36,NA,36420,2020,"housing","vacant housing","fraction","percent",19.4
NA,36,NA,36420,2020,"housing","vacant housing","number of vacant housing","count",6856
NA,36,NA,36420,2020,"housing","vacant housing","total number of housing","count",35403
NA,36,NA,36430,2020,"housing","vacant housing","fraction","percent",16
NA,36,NA,36430,2020,"housing","vacant housing","number of vacant housing","count",2366
NA,36,NA,36430,2020,"housing","vacant housing","total number of housing","count",14777
NA,36,NA,36440,2020,"housing","vacant housing","fraction","percent",15.3
NA,36,NA,36440,2020,"housing","vacant housing","number of vacant housing","count",3534
NA,36,NA,36440,2020,"housing","vacant housing","total number of housing","count",23083
NA,36,NA,36450,2020,"housing","vacant housing","fraction","percent",16.7
NA,36,NA,36450,2020,"housing","vacant housing","number of vacant housing","count",3138
NA,36,NA,36450,2020,"housing","vacant housing","total number of housing","count",18761
