"adm1","adm1_code","adm2","adm2_code","year","type","class1","class2","unit","value"
NA,36,NA,36460,2020,"housing","vacant housing","fraction","percent",14.5
NA,36,NA,36460,2020,"housing","vacant housing","number of vacant housing","count",3193
NA,36,NA,36460,2020,"housing","vacant housing","total number of housing","count",22096
NA,36,NA,36470,2020,"housing","vacant housing","fraction","percent",13.3
NA,36,NA,36470,2020,"housing","vacant housing","number of vacant housing","count",1904
NA,36,NA,36470,2020,"housing","vacant housing","total number of housing","count",14327
NA,36,NA,36480,2020,"housing","vacant housing","fraction","percent",10
NA,36,NA,36480,2020,"housing","vacant housing","number of vacant housing","count",1675
NA,36,NA,36480,2020,"housing","vacant housing","total number of housing","count",16705
"Gyeongsangbuk-do",37,"Pohang-si",37010,2020,"housing","vacant housing","fraction","percent",11.6
"Gyeongsangbuk-do",37,"Pohang-si",37010,2020,"housing","vacant housing","number of vacant housing","count",23356
"Gyeongsangbuk-do",37,"Pohang-si",37010,2020,"housing","vacant housing","total number of housing","count",201611
"Gyeongsangbuk-do",37,"Gyeongju-si",37020,2020,"housing","vacant housing","fraction","percent",14.5
"Gyeongsangbuk-do",37,"Gyeongju-si",37020,2020,"housing","vacant housing","number of vacant housing","count",15928
"Gyeongsangbuk-do",37,"Gyeongju-si",37020,2020,"housing","vacant housing","total number of housing","count",109481
"Gyeongsangbuk-do",37,"Gimcheon-si",37030,2020,"housing","vacant housing","fraction","percent",14.8
"Gyeongsangbuk-do",37,"Gimcheon-si",37030,2020,"housing","vacant housing","number of vacant housing","count",8921
"Gyeongsangbuk-do",37,"Gimcheon-si",37030,2020,"housing","vacant housing","total number of housing","count",60378
"Gyeongsangbuk-do",37,"Andong-si",37040,2020,"housing","vacant housing","fraction","percent",14.8
"Gyeongsangbuk-do",37,"Andong-si",37040,2020,"housing","vacant housing","number of vacant housing","count",10371
"Gyeongsangbuk-do",37,"Andong-si",37040,2020,"housing","vacant housing","total number of housing","count",69997
"Gyeongsangbuk-do",37,"Gumi-si",37050,2020,"housing","vacant housing","fraction","percent",10.3
"Gyeongsangbuk-do",37,"Gumi-si",37050,2020,"housing","vacant housing","number of vacant housing","count",15604
"Gyeongsangbuk-do",37,"Gumi-si",37050,2020,"housing","vacant housing","total number of housing","count",152076
"Gyeongsangbuk-do",37,"Yeongju-si",37060,2020,"housing","vacant housing","fraction","percent",9.3
"Gyeongsangbuk-do",37,"Yeongju-si",37060,2020,"housing","vacant housing","number of vacant housing","count",3927
"Gyeongsangbuk-do",37,"Yeongju-si",37060,2020,"housing","vacant housing","total number of housing","count",42345
"Gyeongsangbuk-do",37,"Yeongcheon-si",37070,2020,"housing","vacant housing","fraction","percent",14
"Gyeongsangbuk-do",37,"Yeongcheon-si",37070,2020,"housing","vacant housing","number of vacant housing","count",6306
"Gyeongsangbuk-do",37,"Yeongcheon-si",37070,2020,"housing","vacant housing","total number of housing","count",45092
"Gyeongsangbuk-do",37,"Sangju-si",37080,2020,"housing","vacant housing","fraction","percent",13.4
"Gyeongsangbuk-do",37,"Sangju-si",37080,2020,"housing","vacant housing","number of vacant housing","count",5866
"Gyeongsangbuk-do",37,"Sangju-si",37080,2020,"housing","vacant housing","total number of housing","count",43713
"Gyeongsangbuk-do",37,"Mungyeong-si",37090,2020,"housing","vacant housing","fraction","percent",12.1
"Gyeongsangbuk-do",37,"Mungyeong-si",37090,2020,"housing","vacant housing","number of vacant housing","count",3675
"Gyeongsangbuk-do",37,"Mungyeong-si",37090,2020,"housing","vacant housing","total number of housing","count",30337
"Gyeongsangbuk-do",37,"Gyeongsan-si",37100,2020,"housing","vacant housing","fraction","percent",9.1
"Gyeongsangbuk-do",37,"Gyeongsan-si",37100,2020,"housing","vacant housing","number of vacant housing","count",8837
"Gyeongsangbuk-do",37,"Gyeongsan-si",37100,2020,"housing","vacant housing","total number of housing","count",96711
NA,37,NA,37310,2020,"housing","vacant housing","fraction","percent",11.9
NA,37,NA,37310,2020,"housing","vacant housing","number of vacant housing","count",1315
NA,37,NA,37310,2020,"housing","vacant housing","total number of housing","count",11043
NA,37,NA,37320,2020,"housing","vacant housing","fraction","percent",14.7
NA,37,NA,37320,2020,"housing","vacant housing","number of vacant housing","count",3832
NA,37,NA,37320,2020,"housing","vacant housing","total number of housing","count",26136
NA,37,NA,37330,2020,"housing","vacant housing","fraction","percent",14.9
NA,37,NA,37330,2020,"housing","vacant housing","number of vacant housing","count",1857
NA,37,NA,37330,2020,"housing","vacant housing","total number of housing","count",12493
NA,37,NA,37340,2020,"housing","vacant housing","fraction","percent",13.8
NA,37,NA,37340,2020,"housing","vacant housing","number of vacant housing","count",1131
NA,37,NA,37340,2020,"housing","vacant housing","total number of housing","count",8197
NA,37,NA,37350,2020,"housing","vacant housing","fraction","percent",15.8
NA,37,NA,37350,2020,"housing","vacant housing","number of vacant housing","count",2885
NA,37,NA,37350,2020,"housing","vacant housing","total number of housing","count",18220
NA,37,NA,37360,2020,"housing","vacant housing","fraction","percent",20.4
NA,37,NA,37360,2020,"housing","vacant housing","number of vacant housing","count",4435
NA,37,NA,37360,2020,"housing","vacant housing","total number of housing","count",21748
NA,37,NA,37370,2020,"housing","vacant housing","fraction","percent",13.2
NA,37,NA,37370,2020,"housing","vacant housing","number of vacant housing","count",1826
NA,37,NA,37370,2020,"housing","vacant housing","total number of housing","count",13785
NA,37,NA,37380,2020,"housing","vacant housing","fraction","percent",9.4
NA,37,NA,37380,2020,"housing","vacant housing","number of vacant housing","count",1595
NA,37,NA,37380,2020,"housing","vacant housing","total number of housing","count",17038
NA,37,NA,37390,2020,"housing","vacant housing","fraction","percent",14.4
NA,37,NA,37390,2020,"housing","vacant housing","number of vacant housing","count",6317
NA,37,NA,37390,2020,"housing","vacant housing","total number of housing","count",44000
NA,37,NA,37400,2020,"housing","vacant housing","fraction","percent",18.4
NA,37,NA,37400,2020,"housing","vacant housing","number of vacant housing","count",5072
NA,37,NA,37400,2020,"housing","vacant housing","total number of housing","count",27501
NA,37,NA,37410,2020,"housing","vacant housing","fraction","percent",13.6
NA,37,NA,37410,2020,"housing","vacant housing","number of vacant housing","count",2084
NA,37,NA,37410,2020,"housing","vacant housing","total number of housing","count",15270
NA,37,NA,37420,2020,"housing","vacant housing","fraction","percent",18.5
NA,37,NA,37420,2020,"housing","vacant housing","number of vacant housing","count",4449
NA,37,NA,37420,2020,"housing","vacant housing","total number of housing","count",24069
NA,37,NA,37430,2020,"housing","vacant housing","fraction","percent",5.9
NA,37,NA,37430,2020,"housing","vacant housing","number of vacant housing","count",181
NA,37,NA,37430,2020,"housing","vacant housing","total number of housing","count",3065
"Gyeongsangnam-do",38,"Jinju-si",38030,2020,"housing","vacant housing","fraction","percent",10.1
"Gyeongsangnam-do",38,"Jinju-si",38030,2020,"housing","vacant housing","number of vacant housing","count",13162
"Gyeongsangnam-do",38,"Jinju-si",38030,2020,"housing","vacant housing","total number of housing","count",130282
"Gyeongsangnam-do",38,"Tongyeong-si",38050,2020,"housing","vacant housing","fraction","percent",13.4
"Gyeongsangnam-do",38,"Tongyeong-si",38050,2020,"housing","vacant housing","number of vacant housing","count",7034
"Gyeongsangnam-do",38,"Tongyeong-si",38050,2020,"housing","vacant housing","total number of housing","count",52552
"Gyeongsangnam-do",38,"Sacheon-si",38060,2020,"housing","vacant housing","fraction","percent",16.1
"Gyeongsangnam-do",38,"Sacheon-si",38060,2020,"housing","vacant housing","number of vacant housing","count",7933
"Gyeongsangnam-do",38,"Sacheon-si",38060,2020,"housing","vacant housing","total number of housing","count",49245
"Gyeongsangnam-do",38,"Gimhae-si",38070,2020,"housing","vacant housing","fraction","percent",8.6
"Gyeongsangnam-do",38,"Gimhae-si",38070,2020,"housing","vacant housing","number of vacant housing","count",16623
"Gyeongsangnam-do",38,"Gimhae-si",38070,2020,"housing","vacant housing","total number of housing","count",193783
"Gyeongsangnam-do",38,"Miryang-si",38080,2020,"housing","vacant housing","fraction","percent",15
"Gyeongsangnam-do",38,"Miryang-si",38080,2020,"housing","vacant housing","number of vacant housing","count",7382
"Gyeongsangnam-do",38,"Miryang-si",38080,2020,"housing","vacant housing","total number of housing","count",49162
"Gyeongsangnam-do",38,"Geoje-si",38090,2020,"housing","vacant housing","fraction","percent",16.6
"Gyeongsangnam-do",38,"Geoje-si",38090,2020,"housing","vacant housing","number of vacant housing","count",16594
"Gyeongsangnam-do",38,"Geoje-si",38090,2020,"housing","vacant housing","total number of housing","count",99797
"Gyeongsangnam-do",38,"Yangsan-si",38100,2020,"housing","vacant housing","fraction","percent",8.8
"Gyeongsangnam-do",38,"Yangsan-si",38100,2020,"housing","vacant housing","number of vacant housing","count",11657
"Gyeongsangnam-do",38,"Yangsan-si",38100,2020,"housing","vacant housing","total number of housing","count",132927
"Gyeongsangnam-do",38,"Changwon-si",38110,2020,"housing","vacant housing","fraction","percent",9.3
"Gyeongsangnam-do",38,"Changwon-si",38110,2020,"housing","vacant housing","number of vacant housing","count",34030
"Gyeongsangnam-do",38,"Changwon-si",38110,2020,"housing","vacant housing","total number of housing","count",366057
NA,38,NA,38310,2020,"housing","vacant housing","fraction","percent",17.5
NA,38,NA,38310,2020,"housing","vacant housing","number of vacant housing","count",2366
NA,38,NA,38310,2020,"housing","vacant housing","total number of housing","count",13482
NA,38,NA,38320,2020,"housing","vacant housing","fraction","percent",12.3
NA,38,NA,38320,2020,"housing","vacant housing","number of vacant housing","count",3432
NA,38,NA,38320,2020,"housing","vacant housing","total number of housing","count",28005
NA,38,NA,38330,2020,"housing","vacant housing","fraction","percent",14.5
NA,38,NA,38330,2020,"housing","vacant housing","number of vacant housing","count",4054
NA,38,NA,38330,2020,"housing","vacant housing","total number of housing","count",28031
NA,38,NA,38340,2020,"housing","vacant housing","fraction","percent",17.1
NA,38,NA,38340,2020,"housing","vacant housing","number of vacant housing","count",4090
NA,38,NA,38340,2020,"housing","vacant housing","total number of housing","count",23984
NA,38,NA,38350,2020,"housing","vacant housing","fraction","percent",21.5
NA,38,NA,38350,2020,"housing","vacant housing","number of vacant housing","count",4929
NA,38,NA,38350,2020,"housing","vacant housing","total number of housing","count",22950
NA,38,NA,38360,2020,"housing","vacant housing","fraction","percent",13.5
NA,38,NA,38360,2020,"housing","vacant housing","number of vacant housing","count",2748
NA,38,NA,38360,2020,"housing","vacant housing","total number of housing","count",20413
NA,38,NA,38370,2020,"housing","vacant housing","fraction","percent",17.3
NA,38,NA,38370,2020,"housing","vacant housing","number of vacant housing","count",2938
NA,38,NA,38370,2020,"housing","vacant housing","total number of housing","count",16934
NA,38,NA,38380,2020,"housing","vacant housing","fraction","percent",17
NA,38,NA,38380,2020,"housing","vacant housing","number of vacant housing","count",3217
NA,38,NA,38380,2020,"housing","vacant housing","total number of housing","count",18891
NA,38,NA,38390,2020,"housing","vacant housing","fraction","percent",14.8
NA,38,NA,38390,2020,"housing","vacant housing","number of vacant housing","count",3999
NA,38,NA,38390,2020,"housing","vacant housing","total number of housing","count",27014
NA,38,NA,38400,2020,"housing","vacant housing","fraction","percent",20.5
NA,38,NA,38400,2020,"housing","vacant housing","number of vacant housing","count",4794
NA,38,NA,38400,2020,"housing","vacant housing","total number of housing","count",23435
"Jeju-do",39,"Jeju-si",39010,2020,"housing","vacant housing","fraction","percent",12.9
"Jeju-do",39,"Jeju-si",39010,2020,"housing","vacant housing","number of vacant housing","count",22362
"Jeju-do",39,"Jeju-si",39010,2020,"housing","vacant housing","total number of housing","count",173767
"Jeju-do",39,"Seogwipo-si",39020,2020,"housing","vacant housing","fraction","percent",17.5
"Jeju-do",39,"Seogwipo-si",39020,2020,"housing","vacant housing","number of vacant housing","count",12743
"Jeju-do",39,"Seogwipo-si",39020,2020,"housing","vacant housing","total number of housing","count",72684
