"sggcd","year","type","class1","class2","unit","value"
"25010",2020,"population","fertility","40-44","births per 1000",7.7
"25020",2010,"population","fertility","40-44","births per 1000",2.8
"25020",2015,"population","fertility","40-44","births per 1000",4.9
"25020",2020,"population","fertility","40-44","births per 1000",5.5
"25030",2010,"population","fertility","40-44","births per 1000",3.5
"25030",2015,"population","fertility","40-44","births per 1000",4.4
"25030",2020,"population","fertility","40-44","births per 1000",6.5
"25040",2010,"population","fertility","40-44","births per 1000",3.3
"25040",2015,"population","fertility","40-44","births per 1000",5.8
"25040",2020,"population","fertility","40-44","births per 1000",6.2
"25050",2010,"population","fertility","40-44","births per 1000",5.1
"25050",2015,"population","fertility","40-44","births per 1000",5.2
"25050",2020,"population","fertility","40-44","births per 1000",6.6
"26010",2010,"population","fertility","40-44","births per 1000",2.7
"26010",2015,"population","fertility","40-44","births per 1000",4.5
"26010",2020,"population","fertility","40-44","births per 1000",4.1
"26020",2010,"population","fertility","40-44","births per 1000",2.1
"26020",2015,"population","fertility","40-44","births per 1000",3.4
"26020",2020,"population","fertility","40-44","births per 1000",6.6
"26030",2010,"population","fertility","40-44","births per 1000",3.8
"26030",2015,"population","fertility","40-44","births per 1000",4.8
"26030",2020,"population","fertility","40-44","births per 1000",7.3
"26040",2010,"population","fertility","40-44","births per 1000",3.2
"26040",2015,"population","fertility","40-44","births per 1000",5.9
"26040",2020,"population","fertility","40-44","births per 1000",5.9
"26310",2010,"population","fertility","40-44","births per 1000",3.4
"26310",2015,"population","fertility","40-44","births per 1000",5.7
"26310",2020,"population","fertility","40-44","births per 1000",5.9
"29010",2010,"population","fertility","40-44","births per 1000",NA
"29010",2015,"population","fertility","40-44","births per 1000",6.3
"29010",2020,"population","fertility","40-44","births per 1000",7.7
"31010",2010,"population","fertility","40-44","births per 1000",3
"31010",2015,"population","fertility","40-44","births per 1000",5
"31010",2020,"population","fertility","40-44","births per 1000",6.3
"31011",2010,"population","fertility","40-44","births per 1000",3.3
"31011",2015,"population","fertility","40-44","births per 1000",4.9
"31011",2020,"population","fertility","40-44","births per 1000",4.6
"31012",2010,"population","fertility","40-44","births per 1000",2
"31012",2015,"population","fertility","40-44","births per 1000",5.5
"31012",2020,"population","fertility","40-44","births per 1000",7.5
"31013",2010,"population","fertility","40-44","births per 1000",3.9
"31013",2015,"population","fertility","40-44","births per 1000",4
"31013",2020,"population","fertility","40-44","births per 1000",5.3
"31014",2010,"population","fertility","40-44","births per 1000",3.1
"31014",2015,"population","fertility","40-44","births per 1000",5.2
"31014",2020,"population","fertility","40-44","births per 1000",6.7
"31020",2010,"population","fertility","40-44","births per 1000",3.9
"31020",2015,"population","fertility","40-44","births per 1000",5.3
"31020",2020,"population","fertility","40-44","births per 1000",7.6
"31021",2010,"population","fertility","40-44","births per 1000",5.3
"31021",2015,"population","fertility","40-44","births per 1000",5.8
"31021",2020,"population","fertility","40-44","births per 1000",9
"31022",2010,"population","fertility","40-44","births per 1000",4.4
"31022",2015,"population","fertility","40-44","births per 1000",5.1
"31022",2020,"population","fertility","40-44","births per 1000",8.7
"31023",2010,"population","fertility","40-44","births per 1000",3.2
"31023",2015,"population","fertility","40-44","births per 1000",5.2
"31023",2020,"population","fertility","40-44","births per 1000",6.7
"31030",2010,"population","fertility","40-44","births per 1000",4.3
"31030",2015,"population","fertility","40-44","births per 1000",4.9
"31030",2020,"population","fertility","40-44","births per 1000",7.5
"31040",2010,"population","fertility","40-44","births per 1000",2.5
"31040",2015,"population","fertility","40-44","births per 1000",5.4
"31040",2020,"population","fertility","40-44","births per 1000",8
"31041",2010,"population","fertility","40-44","births per 1000",3
"31041",2015,"population","fertility","40-44","births per 1000",6.3
"31041",2020,"population","fertility","40-44","births per 1000",8.7
"31042",2010,"population","fertility","40-44","births per 1000",2.2
"31042",2015,"population","fertility","40-44","births per 1000",4.9
"31042",2020,"population","fertility","40-44","births per 1000",7.5
"31050",2010,"population","fertility","40-44","births per 1000",3.4
"31050",2015,"population","fertility","40-44","births per 1000",4.8
"31050",2020,"population","fertility","40-44","births per 1000",7.5
"31051",2010,"population","fertility","40-44","births per 1000",3.1
"31051",2015,"population","fertility","40-44","births per 1000",4.8
"31051",2020,"population","fertility","40-44","births per 1000",NA
"31052",2010,"population","fertility","40-44","births per 1000",3.9
"31052",2015,"population","fertility","40-44","births per 1000",5
"31052",2020,"population","fertility","40-44","births per 1000",NA
"31053",2010,"population","fertility","40-44","births per 1000",3.5
"31053",2015,"population","fertility","40-44","births per 1000",4.7
"31053",2020,"population","fertility","40-44","births per 1000",NA
"31060",2010,"population","fertility","40-44","births per 1000",3.9
"31060",2015,"population","fertility","40-44","births per 1000",5.5
"31060",2020,"population","fertility","40-44","births per 1000",5.9
"31070",2010,"population","fertility","40-44","births per 1000",3.4
"31070",2015,"population","fertility","40-44","births per 1000",5.1
"31070",2020,"population","fertility","40-44","births per 1000",8
"31080",2010,"population","fertility","40-44","births per 1000",3.7
"31080",2015,"population","fertility","40-44","births per 1000",5.7
"31080",2020,"population","fertility","40-44","births per 1000",7.5
"31090",2010,"population","fertility","40-44","births per 1000",4.1
"31090",2015,"population","fertility","40-44","births per 1000",5.2
"31090",2020,"population","fertility","40-44","births per 1000",6.8
"31091",2010,"population","fertility","40-44","births per 1000",4.5
"31091",2015,"population","fertility","40-44","births per 1000",5.7
"31091",2020,"population","fertility","40-44","births per 1000",6.7
"31092",2010,"population","fertility","40-44","births per 1000",3.6
"31092",2015,"population","fertility","40-44","births per 1000",4.6
"31092",2020,"population","fertility","40-44","births per 1000",7
"31100",2010,"population","fertility","40-44","births per 1000",4
"31100",2015,"population","fertility","40-44","births per 1000",5.9
"31100",2020,"population","fertility","40-44","births per 1000",7.3
"31101",2010,"population","fertility","40-44","births per 1000",4.4
"31101",2015,"population","fertility","40-44","births per 1000",6.3
"31101",2020,"population","fertility","40-44","births per 1000",7.8
"31102",2010,"population","fertility","40-44","births per 1000",NA
"31102",2015,"population","fertility","40-44","births per 1000",NA
"31102",2020,"population","fertility","40-44","births per 1000",NA
"31103",2010,"population","fertility","40-44","births per 1000",3.4
"31103",2015,"population","fertility","40-44","births per 1000",6.7
"31103",2020,"population","fertility","40-44","births per 1000",7
"31104",2010,"population","fertility","40-44","births per 1000",4
"31104",2015,"population","fertility","40-44","births per 1000",4.6
"31104",2020,"population","fertility","40-44","births per 1000",6.9
"31110",2010,"population","fertility","40-44","births per 1000",6.4
"31110",2015,"population","fertility","40-44","births per 1000",6.1
"31110",2020,"population","fertility","40-44","births per 1000",13.2
"31120",2010,"population","fertility","40-44","births per 1000",4.7
"31120",2015,"population","fertility","40-44","births per 1000",5.1
"31120",2020,"population","fertility","40-44","births per 1000",6.7
"31130",2010,"population","fertility","40-44","births per 1000",5.9
"31130",2015,"population","fertility","40-44","births per 1000",5.5
"31130",2020,"population","fertility","40-44","births per 1000",7.9
"31140",2010,"population","fertility","40-44","births per 1000",5.9
"31140",2015,"population","fertility","40-44","births per 1000",6
"31140",2020,"population","fertility","40-44","births per 1000",5.8
"31150",2010,"population","fertility","40-44","births per 1000",4.5
"31150",2015,"population","fertility","40-44","births per 1000",5.8
"31150",2020,"population","fertility","40-44","births per 1000",8.4
"31160",2010,"population","fertility","40-44","births per 1000",4
"31160",2015,"population","fertility","40-44","births per 1000",6.5
"31160",2020,"population","fertility","40-44","births per 1000",7.1
"31170",2010,"population","fertility","40-44","births per 1000",3.3
"31170",2015,"population","fertility","40-44","births per 1000",7.6
"31170",2020,"population","fertility","40-44","births per 1000",8.5
"31180",2010,"population","fertility","40-44","births per 1000",5
"31180",2015,"population","fertility","40-44","births per 1000",4.8
"31180",2020,"population","fertility","40-44","births per 1000",10
"31190",2010,"population","fertility","40-44","births per 1000",4.4
"31190",2015,"population","fertility","40-44","births per 1000",6.8
"31190",2020,"population","fertility","40-44","births per 1000",6.8
"31191",2010,"population","fertility","40-44","births per 1000",4.7
"31191",2015,"population","fertility","40-44","births per 1000",7.4
"31191",2020,"population","fertility","40-44","births per 1000",8
"31192",2010,"population","fertility","40-44","births per 1000",5.2
"31192",2015,"population","fertility","40-44","births per 1000",6.9
"31192",2020,"population","fertility","40-44","births per 1000",7.3
"31193",2010,"population","fertility","40-44","births per 1000",3.5
"31193",2015,"population","fertility","40-44","births per 1000",6.3
"31193",2020,"population","fertility","40-44","births per 1000",5.5
"31200",2010,"population","fertility","40-44","births per 1000",6.4
"31200",2015,"population","fertility","40-44","births per 1000",5.7
"31200",2020,"population","fertility","40-44","births per 1000",6.7
"31210",2010,"population","fertility","40-44","births per 1000",5.2
"31210",2015,"population","fertility","40-44","births per 1000",4.1
"31210",2020,"population","fertility","40-44","births per 1000",6.3
