year,adm1,adm1_code,adm2,adm2_code,adm3,adm3_code,type,class1,class2,unit,value
2015,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,preventive medicine,persons,0
2015,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,psychiatry,persons,1
2015,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,radiation oncology,persons,0
2015,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,radiology,persons,0
2015,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,rehabilitation medicine,persons,2
2015,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,surgery,persons,2
2015,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,thoracic and cardiovascular surgery,persons,1
2015,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,total,persons,32
2015,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,tuberculosis,persons,0
2015,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,urology,persons,3
2020,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,anesthesiology and pain medicine,persons,1
2020,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,clinical laboratory medicine,persons,1
2020,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,dermatology,persons,1
2020,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,emergency medicine,persons,0
2020,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,family medicine,persons,4
2020,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,internal medicine,persons,6
2020,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,neurology,persons,0
2020,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,neurosurgery,persons,0
2020,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,nuclear medicine,persons,0
2020,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,obstetrics and gynecology,persons,3
2020,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,occupational and environmental medicine,persons,0
2020,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,ophthalmology,persons,1
2020,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,orthopedics,persons,1
2020,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,otorhinolaryngology,persons,0
2020,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,pathology,persons,0
2020,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,pediatrics,persons,2
2020,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,plastic surgery,persons,1
2020,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,preventive medicine,persons,0
2020,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,psychiatry,persons,1
2020,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,radiation oncology,persons,0
2020,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,radiology,persons,0
2020,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,rehabilitation medicine,persons,1
2020,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,surgery,persons,2
2020,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,thoracic and cardiovascular surgery,persons,1
2020,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,total,persons,27
2020,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,tuberculosis,persons,0
2020,Jeollabuk-do,35,Sunchang-gun,35360,NA,NA,medicine,doctors,urology,persons,1
2010,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,anesthesiology and pain medicine,persons,4
2010,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,clinical laboratory medicine,persons,0
2010,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,dermatology,persons,0
2010,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,emergency medicine,persons,0
2010,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,family medicine,persons,16
2010,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,internal medicine,persons,9
2010,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,neurology,persons,1
2010,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,neurosurgery,persons,1
2010,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,nuclear medicine,persons,0
2010,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,obstetrics and gynecology,persons,2
2010,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,occupational and environmental medicine,persons,0
2010,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,ophthalmology,persons,0
2010,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,orthopedics,persons,4
2010,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,otorhinolaryngology,persons,1
2010,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,pathology,persons,0
2010,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,pediatrics,persons,4
2010,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,plastic surgery,persons,0
2010,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,preventive medicine,persons,0
2010,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,psychiatry,persons,15
2010,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,radiation oncology,persons,0
2010,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,radiology,persons,0
2010,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,rehabilitation medicine,persons,1
2010,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,surgery,persons,3
2010,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,thoracic and cardiovascular surgery,persons,0
2010,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,total,persons,61
2010,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,tuberculosis,persons,0
2010,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,urology,persons,0
2015,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,anesthesiology and pain medicine,persons,6
2015,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,clinical laboratory medicine,persons,1
2015,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,dermatology,persons,1
2015,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,emergency medicine,persons,0
2015,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,family medicine,persons,21
2015,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,internal medicine,persons,10
2015,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,neurology,persons,0
2015,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,neurosurgery,persons,2
2015,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,nuclear medicine,persons,0
2015,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,obstetrics and gynecology,persons,4
2015,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,occupational and environmental medicine,persons,0
2015,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,ophthalmology,persons,1
2015,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,orthopedics,persons,5
2015,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,otorhinolaryngology,persons,2
2015,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,pathology,persons,0
2015,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,pediatrics,persons,7
2015,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,plastic surgery,persons,2
2015,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,preventive medicine,persons,0
2015,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,psychiatry,persons,13
2015,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,radiation oncology,persons,0
2015,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,radiology,persons,0
2015,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,rehabilitation medicine,persons,1
2015,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,surgery,persons,7
2015,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,thoracic and cardiovascular surgery,persons,0
2015,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,total,persons,85
2015,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,tuberculosis,persons,0
2015,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,urology,persons,2
2020,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,anesthesiology and pain medicine,persons,4
2020,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,clinical laboratory medicine,persons,0
2020,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,dermatology,persons,1
2020,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,emergency medicine,persons,1
2020,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,family medicine,persons,18
2020,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,internal medicine,persons,13
2020,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,neurology,persons,0
2020,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,neurosurgery,persons,1
2020,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,nuclear medicine,persons,0
2020,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,obstetrics and gynecology,persons,5
2020,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,occupational and environmental medicine,persons,0
2020,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,ophthalmology,persons,1
2020,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,orthopedics,persons,6
2020,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,otorhinolaryngology,persons,3
2020,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,pathology,persons,0
2020,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,pediatrics,persons,14
2020,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,plastic surgery,persons,2
2020,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,preventive medicine,persons,0
2020,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,psychiatry,persons,15
2020,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,radiation oncology,persons,0
2020,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,radiology,persons,0
2020,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,rehabilitation medicine,persons,0
2020,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,surgery,persons,6
2020,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,thoracic and cardiovascular surgery,persons,1
2020,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,total,persons,92
2020,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,tuberculosis,persons,0
2020,Jeollabuk-do,35,Wanju-gun,35310,NA,NA,medicine,doctors,urology,persons,1
2010,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,anesthesiology and pain medicine,persons,2
2010,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,clinical laboratory medicine,persons,0
2010,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,dermatology,persons,0
2010,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,emergency medicine,persons,1
2010,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,family medicine,persons,9
2010,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,internal medicine,persons,4
2010,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,neurology,persons,0
2010,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,neurosurgery,persons,0
2010,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,nuclear medicine,persons,0
2010,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,obstetrics and gynecology,persons,1
2010,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,occupational and environmental medicine,persons,0
2010,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,ophthalmology,persons,0
2010,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,orthopedics,persons,2
2010,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,otorhinolaryngology,persons,1
2010,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,pathology,persons,0
2010,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,pediatrics,persons,1
2010,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,plastic surgery,persons,1
2010,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,preventive medicine,persons,0
2010,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,psychiatry,persons,0
2010,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,radiation oncology,persons,0
2010,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,radiology,persons,0
2010,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,rehabilitation medicine,persons,0
2010,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,surgery,persons,3
2010,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,thoracic and cardiovascular surgery,persons,0
2010,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,total,persons,28
2010,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,tuberculosis,persons,0
2010,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,urology,persons,3
2015,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,anesthesiology and pain medicine,persons,1
2015,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,clinical laboratory medicine,persons,1
2015,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,dermatology,persons,0
2015,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,emergency medicine,persons,1
2015,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,family medicine,persons,8
2015,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,internal medicine,persons,5
2015,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,neurology,persons,1
2015,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,neurosurgery,persons,1
2015,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,nuclear medicine,persons,0
2015,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,obstetrics and gynecology,persons,1
2015,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,occupational and environmental medicine,persons,0
2015,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,ophthalmology,persons,2
2015,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,orthopedics,persons,2
2015,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,otorhinolaryngology,persons,1
2015,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,pathology,persons,0
2015,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,pediatrics,persons,1
2015,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,plastic surgery,persons,1
2015,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,preventive medicine,persons,0
2015,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,psychiatry,persons,0
2015,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,radiation oncology,persons,0
2015,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,radiology,persons,0
2015,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,rehabilitation medicine,persons,2
2015,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,surgery,persons,3
2015,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,thoracic and cardiovascular surgery,persons,0
2015,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,total,persons,31
2015,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,tuberculosis,persons,0
2015,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,urology,persons,0
2020,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,anesthesiology and pain medicine,persons,1
2020,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,clinical laboratory medicine,persons,0
2020,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,dermatology,persons,1
2020,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,emergency medicine,persons,0
2020,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,family medicine,persons,9
2020,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,internal medicine,persons,5
2020,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,neurology,persons,0
2020,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,neurosurgery,persons,0
2020,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,nuclear medicine,persons,0
2020,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,obstetrics and gynecology,persons,0
2020,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,occupational and environmental medicine,persons,0
2020,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,ophthalmology,persons,2
2020,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,orthopedics,persons,3
2020,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,otorhinolaryngology,persons,0
2020,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,pathology,persons,0
2020,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,pediatrics,persons,1
2020,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,plastic surgery,persons,3
2020,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,preventive medicine,persons,0
2020,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,psychiatry,persons,3
2020,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,radiation oncology,persons,0
2020,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,radiology,persons,0
2020,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,rehabilitation medicine,persons,0
2020,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,surgery,persons,2
2020,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,thoracic and cardiovascular surgery,persons,0
2020,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,total,persons,31
2020,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,tuberculosis,persons,0
2020,Jeollabuk-do,35,Imsil-gun,35350,NA,NA,medicine,doctors,urology,persons,1
2010,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,anesthesiology and pain medicine,persons,1
2010,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,clinical laboratory medicine,persons,0
2010,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,dermatology,persons,1
2010,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,emergency medicine,persons,2
2010,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,family medicine,persons,2
2010,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,internal medicine,persons,4
2010,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,neurology,persons,0
2010,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,neurosurgery,persons,1
2010,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,nuclear medicine,persons,0
2010,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,obstetrics and gynecology,persons,1
2010,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,occupational and environmental medicine,persons,0
2010,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,ophthalmology,persons,0
2010,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,orthopedics,persons,1
2010,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,otorhinolaryngology,persons,0
2010,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,pathology,persons,0
2010,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,pediatrics,persons,1
2010,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,plastic surgery,persons,0
2010,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,preventive medicine,persons,0
2010,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,psychiatry,persons,0
2010,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,radiation oncology,persons,0
2010,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,radiology,persons,0
2010,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,rehabilitation medicine,persons,0
2010,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,surgery,persons,2
2010,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,thoracic and cardiovascular surgery,persons,0
2010,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,total,persons,18
2010,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,tuberculosis,persons,0
2010,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,urology,persons,2
2015,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,anesthesiology and pain medicine,persons,1
2015,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,clinical laboratory medicine,persons,0
2015,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,dermatology,persons,1
2015,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,emergency medicine,persons,1
2015,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,family medicine,persons,2
2015,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,internal medicine,persons,4
2015,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,neurology,persons,1
2015,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,neurosurgery,persons,0
2015,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,nuclear medicine,persons,0
2015,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,obstetrics and gynecology,persons,1
2015,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,occupational and environmental medicine,persons,0
2015,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,ophthalmology,persons,0
2015,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,orthopedics,persons,1
2015,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,otorhinolaryngology,persons,0
2015,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,pathology,persons,0
2015,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,pediatrics,persons,1
2015,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,plastic surgery,persons,2
2015,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,preventive medicine,persons,0
2015,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,psychiatry,persons,0
2015,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,radiation oncology,persons,0
2015,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,radiology,persons,0
2015,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,rehabilitation medicine,persons,1
2015,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,surgery,persons,1
2015,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,thoracic and cardiovascular surgery,persons,0
2015,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,total,persons,18
2015,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,tuberculosis,persons,0
2015,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,urology,persons,1
2020,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,anesthesiology and pain medicine,persons,1
2020,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,clinical laboratory medicine,persons,0
2020,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,dermatology,persons,0
2020,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,emergency medicine,persons,0
2020,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,family medicine,persons,2
2020,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,internal medicine,persons,3
2020,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,neurology,persons,0
2020,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,neurosurgery,persons,0
2020,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,nuclear medicine,persons,0
2020,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,obstetrics and gynecology,persons,0
2020,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,occupational and environmental medicine,persons,0
2020,Jeollabuk-do,35,Jangsu-gun,35340,NA,NA,medicine,doctors,ophthalmology,persons,1
