sido_kr,sigungu_kr,sigungu_1_kr,sigungu_2_kr,sido_en,sigun_en,sigungu_1_en,sigungu_2_en,sdsgg_en,base_year,tax_exclude
전라남도,순천시,순천시,순천시,Jeollanam-do,Suncheon-si,Suncheon-si,Suncheon-si,Suncheon-si Jeollanam-do,2020,
전라남도,나주시,나주시,나주시,Jeollanam-do,Naju-si,Naju-si,Naju-si,Naju-si Jeollanam-do,2020,
전라남도,광양시,광양시,광양시,Jeollanam-do,Gwangyang-si,Gwangyang-si,Gwangyang-si,Gwangyang-si Jeollanam-do,2020,
전라남도,담양군,담양군,담양군,Jeollanam-do,Damyang-gun,Damyang-gun,Damyang-gun,Damyang-gun Jeollanam-do,2020,
전라남도,곡성군,곡성군,곡성군,Jeollanam-do,Gokseong-gun,Gokseong-gun,Gokseong-gun,Gokseong-gun Jeollanam-do,2020,
전라남도,구례군,구례군,구례군,Jeollanam-do,Gurye-gun,Gurye-gun,Gurye-gun,Gurye-gun Jeollanam-do,2020,
전라남도,고흥군,고흥군,고흥군,Jeollanam-do,Goheung-gun,Goheung-gun,Goheung-gun,Goheung-gun Jeollanam-do,2020,
전라남도,보성군,보성군,보성군,Jeollanam-do,Boseong-gun,Boseong-gun,Boseong-gun,Boseong-gun Jeollanam-do,2020,
전라남도,화순군,화순군,화순군,Jeollanam-do,Hwasun-gun,Hwasun-gun,Hwasun-gun,Hwasun-gun Jeollanam-do,2020,
전라남도,장흥군,장흥군,장흥군,Jeollanam-do,Jangheung-gun,Jangheung-gun,Jangheung-gun,Jangheung-gun Jeollanam-do,2020,
전라남도,강진군,강진군,강진군,Jeollanam-do,Gangjin-gun,Gangjin-gun,Gangjin-gun,Gangjin-gun Jeollanam-do,2020,
전라남도,해남군,해남군,해남군,Jeollanam-do,Haenam-gun,Haenam-gun,Haenam-gun,Haenam-gun Jeollanam-do,2020,
전라남도,영암군,영암군,영암군,Jeollanam-do,Yeongam-gun,Yeongam-gun,Yeongam-gun,Yeongam-gun Jeollanam-do,2020,
전라남도,무안군,무안군,무안군,Jeollanam-do,Muan-gun,Muan-gun,Muan-gun,Muan-gun Jeollanam-do,2020,
전라남도,함평군,함평군,함평군,Jeollanam-do,Hampyeong-gun,Hampyeong-gun,Hampyeong-gun,Hampyeong-gun Jeollanam-do,2020,
전라남도,영광군,영광군,영광군,Jeollanam-do,Yeonggwang-gun,Yeonggwang-gun,Yeonggwang-gun,Yeonggwang-gun Jeollanam-do,2020,
전라남도,장성군,장성군,장성군,Jeollanam-do,Jangseong-gun,Jangseong-gun,Jangseong-gun,Jangseong-gun Jeollanam-do,2020,
전라남도,완도군,완도군,완도군,Jeollanam-do,Wando-gun,Wando-gun,Wando-gun,Wando-gun Jeollanam-do,2020,
전라남도,진도군,진도군,진도군,Jeollanam-do,Jindo-gun,Jindo-gun,Jindo-gun,Jindo-gun Jeollanam-do,2020,
전라남도,신안군,신안군,신안군,Jeollanam-do,Sinan-gun,Sinan-gun,Sinan-gun,Sinan-gun Jeollanam-do,2020,
경상북도,포항시 남구,포항시,남구,Gyeongsangbuk-do,Pohang-si,Nam-gu,Nam-gu Pohang-si,Nam-gu Pohang-si Gyeongsangbuk-do,2020,
경상북도,포항시 북구,포항시,북구,Gyeongsangbuk-do,Pohang-si,Buk-gu,Buk-gu Pohang-si,Buk-gu Pohang-si Gyeongsangbuk-do,2020,
경상북도,경주시,경주시,경주시,Gyeongsangbuk-do,Gyeongju-si,Gyeongju-si,Gyeongju-si,Gyeongju-si Gyeongsangbuk-do,2020,
경상북도,김천시,김천시,김천시,Gyeongsangbuk-do,Gimcheon-si,Gimcheon-si,Gimcheon-si,Gimcheon-si Gyeongsangbuk-do,2020,
경상북도,안동시,안동시,안동시,Gyeongsangbuk-do,Andong-si,Andong-si,Andong-si,Andong-si Gyeongsangbuk-do,2020,
경상북도,구미시,구미시,구미시,Gyeongsangbuk-do,Gumi-si,Gumi-si,Gumi-si,Gumi-si Gyeongsangbuk-do,2020,
경상북도,영주시,영주시,영주시,Gyeongsangbuk-do,Yeongju-si,Yeongju-si,Yeongju-si,Yeongju-si Gyeongsangbuk-do,2020,
경상북도,영천시,영천시,영천시,Gyeongsangbuk-do,Yeongcheon-si,Yeongcheon-si,Yeongcheon-si,Yeongcheon-si Gyeongsangbuk-do,2020,
경상북도,상주시,상주시,상주시,Gyeongsangbuk-do,Sangju-si,Sangju-si,Sangju-si,Sangju-si Gyeongsangbuk-do,2020,
경상북도,문경시,문경시,문경시,Gyeongsangbuk-do,Mungyeong-si,Mungyeong-si,Mungyeong-si,Mungyeong-si Gyeongsangbuk-do,2020,
경상북도,경산시,경산시,경산시,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsan-si,Gyeongsan-si,Gyeongsan-si Gyeongsangbuk-do,2020,
경상북도,의성군,의성군,의성군,Gyeongsangbuk-do,Uiseong-gun,Uiseong-gun,Uiseong-gun,Uiseong-gun Gyeongsangbuk-do,2020,
경상북도,청송군,청송군,청송군,Gyeongsangbuk-do,Cheongsong-gun,Cheongsong-gun,Cheongsong-gun,Cheongsong-gun Gyeongsangbuk-do,2020,
경상북도,영양군,영양군,영양군,Gyeongsangbuk-do,Yeongyang-gun,Yeongyang-gun,Yeongyang-gun,Yeongyang-gun Gyeongsangbuk-do,2020,
경상북도,영덕군,영덕군,영덕군,Gyeongsangbuk-do,Yeongdeok-gun,Yeongdeok-gun,Yeongdeok-gun,Yeongdeok-gun Gyeongsangbuk-do,2020,
경상북도,청도군,청도군,청도군,Gyeongsangbuk-do,Cheongdo-gun,Cheongdo-gun,Cheongdo-gun,Cheongdo-gun Gyeongsangbuk-do,2020,
경상북도,고령군,고령군,고령군,Gyeongsangbuk-do,Goryeong-gun,Goryeong-gun,Goryeong-gun,Goryeong-gun Gyeongsangbuk-do,2020,
경상북도,성주군,성주군,성주군,Gyeongsangbuk-do,Seongju-gun,Seongju-gun,Seongju-gun,Seongju-gun Gyeongsangbuk-do,2020,
경상북도,칠곡군,칠곡군,칠곡군,Gyeongsangbuk-do,Chilgok-gun,Chilgok-gun,Chilgok-gun,Chilgok-gun Gyeongsangbuk-do,2020,
경상북도,예천군,예천군,예천군,Gyeongsangbuk-do,Yecheon-gun,Yecheon-gun,Yecheon-gun,Yecheon-gun Gyeongsangbuk-do,2020,
경상북도,봉화군,봉화군,봉화군,Gyeongsangbuk-do,Bonghwa-gun,Bonghwa-gun,Bonghwa-gun,Bonghwa-gun Gyeongsangbuk-do,2020,
경상북도,울진군,울진군,울진군,Gyeongsangbuk-do,Uljin-gun,Uljin-gun,Uljin-gun,Uljin-gun Gyeongsangbuk-do,2020,
경상북도,울릉군,울릉군,울릉군,Gyeongsangbuk-do,Ulleung-gun,Ulleung-gun,Ulleung-gun,Ulleung-gun Gyeongsangbuk-do,2020,
경상남도,진주시,진주시,진주시,Gyeongsangnam-do,Jinju-si,Jinju-si,Jinju-si,Jinju-si Gyeongsangnam-do,2020,
경상남도,통영시,통영시,통영시,Gyeongsangnam-do,Tongyeong-si,Tongyeong-si,Tongyeong-si,Tongyeong-si Gyeongsangnam-do,2020,
경상남도,사천시,사천시,사천시,Gyeongsangnam-do,Sacheon-si,Sacheon-si,Sacheon-si,Sacheon-si Gyeongsangnam-do,2020,
경상남도,김해시,김해시,김해시,Gyeongsangnam-do,Gimhae-si,Gimhae-si,Gimhae-si,Gimhae-si Gyeongsangnam-do,2020,
경상남도,밀양시,밀양시,밀양시,Gyeongsangnam-do,Miryang-si,Miryang-si,Miryang-si,Miryang-si Gyeongsangnam-do,2020,
경상남도,거제시,거제시,거제시,Gyeongsangnam-do,Geoje-si,Geoje-si,Geoje-si,Geoje-si Gyeongsangnam-do,2020,
경상남도,양산시,양산시,양산시,Gyeongsangnam-do,Yangsan-si,Yangsan-si,Yangsan-si,Yangsan-si Gyeongsangnam-do,2020,
경상남도,창원시 의창구,창원시 ,의창구,Gyeongsangnam-do,Changwon-si,Uichang-gu,Uichang-gu Changwon-si,Uichang-gu Changwon-si Gyeongsangnam-do,2020,
경상남도,창원시 성산구,창원시 ,성산구,Gyeongsangnam-do,Changwon-si,Seongsan-gu,Seongsan-gu Changwon-si,Seongsan-gu Changwon-si Gyeongsangnam-do,2020,
경상남도,창원시 마산합포구,창원시 ,마산합포구,Gyeongsangnam-do,Changwon-si,Masanhappo-gu,Masanhappo-gu Changwon-si,Masanhappo-gu Changwon-si Gyeongsangnam-do,2020,
경상남도,창원시 마산회원구,창원시 ,마산회원구,Gyeongsangnam-do,Changwon-si,Masanhoewon-gu,Masanhoewon-gu Changwon-si,Masanhoewon-gu Changwon-si Gyeongsangnam-do,2020,
경상남도,창원시 진해구,창원시 ,진해구,Gyeongsangnam-do,Changwon-si,Jinhae-gu,Jinhae-gu Changwon-si,Jinhae-gu Changwon-si Gyeongsangnam-do,2020,
경상남도,의령군,의령군,의령군,Gyeongsangnam-do,Uiryeong-gun,Uiryeong-gun,Uiryeong-gun,Uiryeong-gun Gyeongsangnam-do,2020,
경상남도,함안군,함안군,함안군,Gyeongsangnam-do,Haman-gun,Haman-gun,Haman-gun,Haman-gun Gyeongsangnam-do,2020,
경상남도,창녕군,창녕군,창녕군,Gyeongsangnam-do,Changnyeong-gun,Changnyeong-gun,Changnyeong-gun,Changnyeong-gun Gyeongsangnam-do,2020,
경상남도,고성군,고성군,고성군,Gyeongsangnam-do,Goseong-gun,Goseong-gun,Goseong-gun,Goseong-gun Gyeongsangnam-do,2020,
경상남도,남해군,남해군,남해군,Gyeongsangnam-do,Namhae-gun,Namhae-gun,Namhae-gun,Namhae-gun Gyeongsangnam-do,2020,
경상남도,하동군,하동군,하동군,Gyeongsangnam-do,Hadong-gun,Hadong-gun,Hadong-gun,Hadong-gun Gyeongsangnam-do,2020,
경상남도,산청군,산청군,산청군,Gyeongsangnam-do,Sancheong-gun,Sancheong-gun,Sancheong-gun,Sancheong-gun Gyeongsangnam-do,2020,
경상남도,함양군,함양군,함양군,Gyeongsangnam-do,Hamyang-gun,Hamyang-gun,Hamyang-gun,Hamyang-gun Gyeongsangnam-do,2020,
경상남도,거창군,거창군,거창군,Gyeongsangnam-do,Geochang-gun,Geochang-gun,Geochang-gun,Geochang-gun Gyeongsangnam-do,2020,
경상남도,합천군,합천군,합천군,Gyeongsangnam-do,Hapcheon-gun,Hapcheon-gun,Hapcheon-gun,Hapcheon-gun Gyeongsangnam-do,2020,
제주특별자치도,제주시,제주시,제주시,Jeju,Jeju-si,Jeju-si,Jeju-si,Jeju-si Jeju,2020,
제주특별자치도,서귀포시,서귀포시,서귀포시,Jeju,Seogwipo-si,Seogwipo-si,Seogwipo-si,Seogwipo-si Jeju,2020,
